5/16/2019, 2:53:09 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.001004,-2.62E-11,,
,0.003004,-5.24E-11,,
,0.005004,-7.83E-11,,
,0.007004,-7.81E-11,,
,0.009004,-7.79E-11,,
,0.011004,-7.78E-11,,
,0.013004,-7.75E-11,,
,0.015004,-7.73E-11,,
,0.017004,-7.69E-11,,
,0.019004,-7.67E-11,,
,0.021004,-7.67E-11,,
,0.023004,-7.69E-11,,
,0.025004,-7.72E-11,,
,0.027004,-7.75E-11,,
,0.029004,-7.82E-11,,
,0.031004,-7.85E-11,,
,0.033004,-7.82E-11,,
,0.035004,-7.78E-11,,
,0.037004,-7.72E-11,,
,0.039004,-7.72E-11,,
,0.041004,-7.71E-11,,
,0.043004,-7.72E-11,,
,0.045004,-7.75E-11,,
,0.047004,-7.79E-11,,
,0.049004,-7.79E-11,,
,0.051004,-7.79E-11,,
,0.053004,-7.81E-11,,
,0.055004,-7.87E-11,,
,0.057004,-7.96E-11,,
,0.059004,-8.03E-11,,
,0.061004,-8.13E-11,,
,0.063004,-8.20E-11,,
,0.065004,-8.28E-11,,
,0.067004,-8.31E-11,,
,0.069004,-8.32E-11,,
,0.071004,-8.32E-11,,
,0.073004,-8.33E-11,,
,0.075004,-8.34E-11,,
,0.077004,-8.40E-11,,
,0.079004,-8.40E-11,,
,0.081004,-8.44E-11,,
,0.083004,-8.46E-11,,
,0.085004,-8.56E-11,,
,0.087004,-8.66E-11,,
,0.089004,-8.77E-11,,
,0.091004,-8.87E-11,,
,0.093004,-8.96E-11,,
,0.095004,-9.02E-11,,
,0.097004,-9.07E-11,,
,0.099004,-9.08E-11,,
,0.101004,-9.05E-11,,
,0.103004,-9.01E-11,,
,0.105004,-8.97E-11,,
,0.107004,-8.96E-11,,
,0.109004,-8.98E-11,,
,0.111004,-9.02E-11,,
,0.113004,-9.08E-11,,
,0.115004,-9.14E-11,,
,0.117004,-9.17E-11,,
,0.119004,-9.19E-11,,
,0.121004,-9.20E-11,,
,0.123004,-9.24E-11,,
,0.125004,-9.26E-11,,
,0.127004,-9.29E-11,,
,0.129004,-9.30E-11,,
,0.131004,-9.30E-11,,
,0.133004,-9.27E-11,,
,0.135004,-9.22E-11,,
,0.137004,-9.18E-11,,
,0.139004,-9.13E-11,,
,0.141004,-9.10E-11,,
,0.143004,-9.04E-11,,
,0.145004,-9.03E-11,,
,0.147004,-9.01E-11,,
,0.149004,-9.02E-11,,
,0.151004,-9.03E-11,,
,0.153004,-9.05E-11,,
,0.155004,-9.08E-11,,
,0.157004,-9.12E-11,,
,0.159004,-9.16E-11,,
,0.161004,-9.19E-11,,
,0.163004,-9.20E-11,,
,0.165004,-9.14E-11,,
,0.167004,-9.05E-11,,
,0.169004,-8.93E-11,,
,0.171004,-8.86E-11,,
,0.173004,-8.75E-11,,
,0.175004,-8.71E-11,,
,0.177004,-8.68E-11,,
,0.179004,-8.69E-11,,
,0.181004,-8.69E-11,,
,0.183004,-8.69E-11,,
,0.185004,-8.70E-11,,
,0.187004,-8.70E-11,,
,0.189004,-8.71E-11,,
,0.191004,-8.72E-11,,
,0.193004,-8.74E-11,,
,0.195004,-8.76E-11,,
,0.197004,-8.76E-11,,
,0.199004,-8.73E-11,,
,0.201004,-8.66E-11,,
,0.203004,-8.56E-11,,
,0.205004,-8.45E-11,,
,0.207004,-8.35E-11,,
,0.209004,-8.27E-11,,
,0.211004,-8.20E-11,,
,0.213004,-8.17E-11,,
,0.215004,-8.15E-11,,
,0.217004,-8.17E-11,,
,0.219004,-8.22E-11,,
,0.221004,-8.30E-11,,
,0.223004,-8.37E-11,,
,0.225004,-8.44E-11,,
,0.227004,-8.47E-11,,
,0.229004,-8.47E-11,,
,0.231004,-8.41E-11,,
,0.233004,-8.28E-11,,
,0.235004,-8.14E-11,,
,0.237004,-7.96E-11,,
,0.239004,-7.83E-11,,
,0.241004,-7.72E-11,,
,0.243004,-7.72E-11,,
,0.245004,-7.78E-11,,
,0.247004,-7.87E-11,,
,0.249004,-7.97E-11,,
,0.251004,-8.06E-11,,
,0.253004,-8.14E-11,,
,0.255004,-8.19E-11,,
,0.257004,-8.23E-11,,
,0.259004,-8.25E-11,,
,0.261004,-8.23E-11,,
,0.263004,-8.17E-11,,
,0.265004,-8.08E-11,,
,0.267004,-7.98E-11,,
,0.269004,-7.93E-11,,
,0.271004,-7.89E-11,,
,0.273004,-7.90E-11,,
,0.275004,-7.93E-11,,
,0.277004,-8.01E-11,,
,0.279004,-8.12E-11,,
,0.281004,-8.22E-11,,
,0.283004,-8.27E-11,,
,0.285004,-8.28E-11,,
,0.287004,-8.26E-11,,
,0.289004,-8.26E-11,,
,0.291004,-8.27E-11,,
,0.293004,-8.29E-11,,
,0.295004,-8.32E-11,,
,0.297004,-8.34E-11,,
,0.299004,-8.40E-11,,
,0.301004,-8.41E-11,,
,0.303004,-8.43E-11,,
