5/8/2019, 8:04:28 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.001005,2.06E-11,,
,0.003005,4.16E-11,,
,0.005005,6.30E-11,,
,0.007005,6.42E-11,,
,0.009005,6.51E-11,,
,0.011005,6.57E-11,,
,0.013005,6.51E-11,,
,0.015005,6.41E-11,,
,0.017005,6.29E-11,,
,0.019005,6.27E-11,,
,0.021005,6.33E-11,,
,0.023005,6.45E-11,,
,0.025005,6.58E-11,,
,0.027005,6.61E-11,,
,0.029005,6.57E-11,,
,0.031005,6.44E-11,,
,0.033005,6.34E-11,,
,0.035005,6.31E-11,,
,0.037005,6.32E-11,,
,0.039005,6.41E-11,,
,0.041005,6.50E-11,,
,0.043005,6.59E-11,,
,0.045005,6.57E-11,,
,0.047005,6.47E-11,,
,0.049005,6.39E-11,,
,0.051005,6.32E-11,,
,0.053005,6.33E-11,,
,0.055005,6.40E-11,,
,0.057005,6.54E-11,,
,0.059005,6.62E-11,,
,0.061005,6.63E-11,,
,0.063005,6.55E-11,,
,0.065005,6.43E-11,,
,0.067005,6.33E-11,,
,0.069005,6.30E-11,,
,0.071005,6.34E-11,,
,0.073005,6.45E-11,,
,0.075005,6.57E-11,,
,0.077005,6.64E-11,,
,0.079005,6.63E-11,,
,0.081005,6.50E-11,,
,0.083005,6.37E-11,,
,0.085005,6.29E-11,,
,0.087005,6.32E-11,,
,0.089005,6.41E-11,,
,0.091005,6.52E-11,,
,0.093005,6.57E-11,,
,0.095005,6.56E-11,,
,0.097005,6.45E-11,,
,0.099005,6.35E-11,,
,0.101005,6.23E-11,,
,0.103005,6.21E-11,,
,0.105005,6.26E-11,,
,0.107005,6.36E-11,,
,0.109005,6.44E-11,,
,0.111005,6.46E-11,,
,0.113005,6.42E-11,,
,0.115005,6.32E-11,,
,0.117005,6.22E-11,,
,0.119005,6.18E-11,,
,0.121005,6.20E-11,,
,0.123005,6.30E-11,,
,0.125005,6.40E-11,,
,0.127005,6.43E-11,,
,0.129005,6.36E-11,,
,0.131005,6.26E-11,,
,0.133005,6.17E-11,,
,0.135005,6.13E-11,,
,0.137005,6.13E-11,,
,0.139005,6.19E-11,,
,0.141005,6.31E-11,,
,0.143005,6.40E-11,,
,0.145005,6.37E-11,,
,0.147005,6.27E-11,,
,0.149005,6.14E-11,,
,0.151005,6.07E-11,,
,0.153005,6.08E-11,,
,0.155005,6.14E-11,,
,0.157005,6.27E-11,,
,0.159005,6.33E-11,,
,0.161005,6.34E-11,,
,0.163005,6.25E-11,,
,0.165005,6.14E-11,,
,0.167005,6.05E-11,,
,0.169005,6.02E-11,,
,0.171005,6.06E-11,,
,0.173005,6.16E-11,,
,0.175005,6.28E-11,,
,0.177005,6.33E-11,,
,0.179005,6.31E-11,,
,0.181005,6.22E-11,,
,0.183005,6.13E-11,,
,0.185005,6.06E-11,,
,0.187005,6.05E-11,,
,0.189005,6.13E-11,,
,0.191005,6.26E-11,,
,0.193005,6.33E-11,,
,0.195005,6.31E-11,,
,0.197005,6.20E-11,,
,0.199005,6.10E-11,,
,0.201005,6.01E-11,,
,0.203005,6.00E-11,,
,0.205005,6.06E-11,,
,0.207005,6.16E-11,,
,0.209005,6.26E-11,,
,0.211005,6.29E-11,,
,0.213005,6.23E-11,,
,0.215005,6.13E-11,,
,0.217005,6.02E-11,,
,0.219005,5.98E-11,,
,0.221005,6.02E-11,,
,0.223005,6.11E-11,,
,0.225005,6.21E-11,,
,0.227005,6.23E-11,,
,0.229005,6.18E-11,,
,0.231005,6.06E-11,,
,0.233005,5.94E-11,,
,0.235005,5.86E-11,,
,0.237005,5.86E-11,,
,0.239005,5.93E-11,,
,0.241005,6.04E-11,,
,0.243005,6.13E-11,,
,0.245005,6.11E-11,,
,0.247005,6.01E-11,,
,0.249005,5.85E-11,,
,0.251005,5.76E-11,,
,0.253005,5.74E-11,,
,0.255005,5.82E-11,,
,0.257005,5.90E-11,,
,0.259005,5.98E-11,,
,0.261005,5.96E-11,,
,0.263005,5.84E-11,,
,0.265005,5.68E-11,,
,0.267005,5.55E-11,,
,0.269005,5.48E-11,,
,0.271005,5.49E-11,,
,0.273005,5.56E-11,,
,0.275005,5.63E-11,,
,0.277005,5.63E-11,,
,0.279005,5.55E-11,,
,0.281005,5.40E-11,,
,0.283005,5.26E-11,,
,0.285005,5.16E-11,,
,0.287005,5.13E-11,,
,0.289005,5.14E-11,,
,0.291005,5.20E-11,,
,0.293005,5.19E-11,,
,0.295005,5.14E-11,,
,0.297005,4.97E-11,,
,0.299005,4.77E-11,,
,0.301005,4.59E-11,,
,0.303005,4.50E-11,,
,0.305005,4.50E-11,,
,0.307005,4.54E-11,,
,0.309005,4.54E-11,,
,0.311005,4.47E-11,,
,0.313005,4.31E-11,,
,0.315005,4.11E-11,,
,0.317005,3.93E-11,,
,0.319005,3.79E-11,,
,0.321005,3.71E-11,,
,0.323005,3.69E-11,,
