5/8/2019, 7:38:45 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,-0.000992,1.08E-11,,
,0.001008,2.16E-11,,
,0.003008,3.26E-11,,
,0.005008,3.34E-11,,
,0.007008,3.43E-11,,
,0.009008,3.50E-11,,
,0.011008,3.52E-11,,
,0.013008,3.47E-11,,
,0.015008,3.41E-11,,
,0.017008,3.37E-11,,
,0.019008,3.38E-11,,
,0.021008,3.44E-11,,
,0.023008,3.54E-11,,
,0.025008,3.67E-11,,
,0.027008,3.73E-11,,
,0.029008,3.73E-11,,
,0.031008,3.69E-11,,
,0.033008,3.67E-11,,
,0.035008,3.67E-11,,
,0.037008,3.73E-11,,
,0.039008,3.84E-11,,
,0.041008,3.97E-11,,
,0.043008,4.06E-11,,
,0.045008,4.08E-11,,
,0.047008,4.06E-11,,
,0.049008,4.01E-11,,
,0.051008,4.02E-11,,
,0.053008,4.07E-11,,
,0.055008,4.16E-11,,
,0.057008,4.29E-11,,
,0.059008,4.37E-11,,
,0.061008,4.41E-11,,
,0.063008,4.38E-11,,
,0.065008,4.35E-11,,
,0.067008,4.33E-11,,
,0.069008,4.35E-11,,
,0.071008,4.43E-11,,
,0.073008,4.53E-11,,
,0.075008,4.65E-11,,
,0.077008,4.70E-11,,
,0.079008,4.66E-11,,
,0.081008,4.59E-11,,
,0.083008,4.56E-11,,
,0.085008,4.57E-11,,
,0.087008,4.60E-11,,
,0.089008,4.67E-11,,
,0.091008,4.76E-11,,
,0.093008,4.83E-11,,
,0.095008,4.82E-11,,
,0.097008,4.75E-11,,
,0.099008,4.68E-11,,
,0.101008,4.64E-11,,
,0.103008,4.66E-11,,
,0.105008,4.71E-11,,
,0.107008,4.79E-11,,
,0.109008,4.82E-11,,
,0.111008,4.81E-11,,
,0.113008,4.77E-11,,
,0.115008,4.71E-11,,
,0.117008,4.67E-11,,
,0.119008,4.64E-11,,
,0.121008,4.67E-11,,
,0.123008,4.75E-11,,
,0.125008,4.81E-11,,
,0.127008,4.83E-11,,
,0.129008,4.77E-11,,
,0.131008,4.71E-11,,
,0.133008,4.62E-11,,
,0.135008,4.57E-11,,
,0.137008,4.58E-11,,
,0.139008,4.65E-11,,
,0.141008,4.73E-11,,
,0.143008,4.77E-11,,
,0.145008,4.75E-11,,
,0.147008,4.67E-11,,
,0.149008,4.58E-11,,
,0.151008,4.55E-11,,
,0.153008,4.55E-11,,
,0.155008,4.60E-11,,
,0.157008,4.66E-11,,
,0.159008,4.69E-11,,
,0.161008,4.68E-11,,
,0.163008,4.61E-11,,
,0.165008,4.55E-11,,
,0.167008,4.47E-11,,
,0.169008,4.44E-11,,
,0.171008,4.47E-11,,
,0.173008,4.53E-11,,
,0.175008,4.58E-11,,
,0.177008,4.60E-11,,
,0.179008,4.56E-11,,
,0.181008,4.48E-11,,
,0.183008,4.42E-11,,
,0.185008,4.38E-11,,
,0.187008,4.38E-11,,
,0.189008,4.40E-11,,
,0.191008,4.46E-11,,
,0.193008,4.48E-11,,
,0.195008,4.44E-11,,
,0.197008,4.36E-11,,
,0.199008,4.28E-11,,
,0.201008,4.23E-11,,
,0.203008,4.21E-11,,
,0.205008,4.25E-11,,
,0.207008,4.30E-11,,
,0.209008,4.35E-11,,
,0.211008,4.30E-11,,
,0.213008,4.23E-11,,
,0.215008,4.12E-11,,
,0.217008,4.07E-11,,
,0.219008,4.04E-11,,
,0.221008,4.08E-11,,
,0.223008,4.13E-11,,
,0.225008,4.17E-11,,
,0.227008,4.17E-11,,
,0.229008,4.10E-11,,
,0.231008,4.01E-11,,
,0.233008,3.94E-11,,
,0.235008,3.88E-11,,
,0.237008,3.88E-11,,
,0.239008,3.92E-11,,
,0.241008,3.97E-11,,
,0.243008,3.98E-11,,
,0.245008,3.94E-11,,
,0.247008,3.84E-11,,
,0.249008,3.73E-11,,
,0.251008,3.66E-11,,
,0.253008,3.66E-11,,
,0.255008,3.68E-11,,
,0.257008,3.72E-11,,
,0.259008,3.74E-11,,
,0.261008,3.71E-11,,
,0.263008,3.64E-11,,
,0.265008,3.54E-11,,
,0.267008,3.48E-11,,
,0.269008,3.44E-11,,
,0.271008,3.45E-11,,
,0.273008,3.49E-11,,
,0.275008,3.53E-11,,
,0.277008,3.52E-11,,
,0.279008,3.47E-11,,
,0.281008,3.36E-11,,
,0.283008,3.27E-11,,
,0.285008,3.23E-11,,
,0.287008,3.23E-11,,
,0.289008,3.28E-11,,
,0.291008,3.33E-11,,
,0.293008,3.35E-11,,
,0.295008,3.31E-11,,
,0.297008,3.25E-11,,
,0.299008,3.19E-11,,
,0.301008,3.13E-11,,
,0.303008,3.13E-11,,
,0.305008,3.20E-11,,
,0.307008,3.28E-11,,
,0.309008,3.33E-11,,
,0.311008,3.30E-11,,
,0.313008,3.24E-11,,
,0.315008,3.18E-11,,
,0.317008,3.13E-11,,
,0.319008,3.12E-11,,
,0.321008,3.15E-11,,
