5/7/2019, 7:47:34 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.002,1.67E-11,,
,0.004,3.36E-11,,
,0.006,5.09E-11,,
,0.008,5.16E-11,,
,0.01,5.23E-11,,
,0.012,5.31E-11,,
,0.014,5.40E-11,,
,0.016,5.44E-11,,
,0.018,5.43E-11,,
,0.02,5.44E-11,,
,0.022,5.48E-11,,
,0.024,5.54E-11,,
,0.026,5.56E-11,,
,0.028,5.63E-11,,
,0.03,5.72E-11,,
,0.032,5.79E-11,,
,0.034,5.81E-11,,
,0.036,5.79E-11,,
,0.038,5.79E-11,,
,0.04,5.81E-11,,
,0.042,5.84E-11,,
,0.044,5.89E-11,,
,0.046,5.96E-11,,
,0.048,6.00E-11,,
,0.05,6.02E-11,,
,0.052,6.00E-11,,
,0.054,6.01E-11,,
,0.056,6.00E-11,,
,0.058,6.02E-11,,
,0.06,6.03E-11,,
,0.062,6.07E-11,,
,0.064,6.12E-11,,
,0.066,6.12E-11,,
,0.068,6.07E-11,,
,0.07,6.00E-11,,
,0.072,5.91E-11,,
,0.074,5.88E-11,,
,0.076,5.89E-11,,
,0.078,5.98E-11,,
,0.08,6.04E-11,,
,0.082,6.08E-11,,
,0.084,6.04E-11,,
,0.086,6.00E-11,,
,0.088,5.93E-11,,
,0.09,5.93E-11,,
,0.092,5.94E-11,,
,0.094,6.01E-11,,
,0.096,6.07E-11,,
,0.098,6.11E-11,,
,0.1,6.11E-11,,
,0.102,6.05E-11,,
,0.104,6.01E-11,,
,0.106,5.97E-11,,
,0.108,5.99E-11,,
,0.11,6.00E-11,,
,0.112,6.07E-11,,
,0.114,6.12E-11,,
,0.116,6.15E-11,,
,0.118,6.06E-11,,
,0.12,5.98E-11,,
,0.122,5.91E-11,,
,0.124,5.90E-11,,
,0.126,5.91E-11,,
,0.128,5.97E-11,,
,0.13,6.03E-11,,
,0.132,6.05E-11,,
,0.134,6.01E-11,,
,0.136,5.92E-11,,
,0.138,5.86E-11,,
,0.14,5.79E-11,,
,0.142,5.77E-11,,
,0.144,5.78E-11,,
,0.146,5.84E-11,,
,0.148,5.87E-11,,
,0.15,5.82E-11,,
,0.152,5.71E-11,,
,0.154,5.60E-11,,
,0.156,5.55E-11,,
,0.158,5.54E-11,,
,0.16,5.55E-11,,
,0.162,5.57E-11,,
,0.164,5.58E-11,,
,0.166,5.56E-11,,
,0.168,5.48E-11,,
,0.17,5.39E-11,,
,0.172,5.30E-11,,
,0.174,5.24E-11,,
,0.176,5.21E-11,,
,0.178,5.21E-11,,
,0.18,5.23E-11,,
,0.182,5.19E-11,,
,0.184,5.12E-11,,
,0.186,5.01E-11,,
,0.188,4.89E-11,,
,0.19,4.82E-11,,
,0.192,4.80E-11,,
,0.194,4.82E-11,,
,0.196,4.85E-11,,
,0.198,4.83E-11,,
,0.2,4.75E-11,,
,0.202,4.62E-11,,
,0.204,4.50E-11,,
,0.206,4.42E-11,,
,0.208,4.39E-11,,
,0.21,4.40E-11,,
,0.212,4.38E-11,,
,0.214,4.37E-11,,
,0.216,4.35E-11,,
,0.218,4.27E-11,,
,0.22,4.14E-11,,
,0.222,4.01E-11,,
,0.224,3.93E-11,,
,0.226,3.92E-11,,
,0.228,3.93E-11,,
,0.23,3.98E-11,,
,0.232,3.94E-11,,
,0.234,3.85E-11,,
,0.236,3.72E-11,,
,0.238,3.63E-11,,
,0.24,3.55E-11,,
,0.242,3.51E-11,,
,0.244,3.52E-11,,
,0.246,3.54E-11,,
,0.248,3.54E-11,,
,0.25,3.47E-11,,
,0.252,3.36E-11,,
,0.254,3.24E-11,,
,0.256,3.14E-11,,
,0.258,3.10E-11,,
,0.26,3.08E-11,,
,0.262,3.12E-11,,
,0.264,3.14E-11,,
,0.266,3.14E-11,,
,0.268,3.04E-11,,
,0.27,2.87E-11,,
,0.272,2.74E-11,,
,0.274,2.66E-11,,
,0.276,2.64E-11,,
,0.278,2.64E-11,,
,0.28,2.66E-11,,
,0.282,2.62E-11,,
,0.284,2.50E-11,,
,0.286,2.33E-11,,
,0.288,2.21E-11,,
,0.29,2.11E-11,,
,0.292,2.07E-11,,
,0.294,2.05E-11,,
,0.296,2.08E-11,,
,0.298,2.08E-11,,
,0.3,2.02E-11,,
,0.302,1.89E-11,,
,0.304,1.76E-11,,
,0.306,1.67E-11,,
,0.308,1.64E-11,,
,0.31,1.65E-11,,
,0.312,1.65E-11,,
,0.314,1.65E-11,,
,0.316,1.60E-11,,
,0.318,1.52E-11,,
,0.32,1.40E-11,,
,0.322,1.31E-11,,
,0.324,1.25E-11,,
,0.326,1.25E-11,,
,0.328,1.28E-11,,
,0.33,1.30E-11,,
,0.332,1.28E-11,,
,0.334,1.22E-11,,
,0.336,1.11E-11,,
,0.338,1.03E-11,,
,0.34,9.53E-12,,
,0.342,9.31E-12,,
,0.344,9.53E-12,,
,0.346,9.96E-12,,
,0.348,9.96E-12,,
