5/16/2019, 4:53:03 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,-0.004995,7.15E-12,,
,-0.002995,1.45E-11,,
,-0.000995,2.17E-11,,
,0.001005,2.06E-11,,
,0.003005,1.80E-11,,
,0.005005,1.52E-11,,
,0.007005,1.33E-11,,
,0.009005,1.28E-11,,
,0.011005,1.36E-11,,
,0.013005,1.53E-11,,
,0.015005,1.69E-11,,
,0.017005,1.68E-11,,
,0.019005,1.51E-11,,
,0.021005,1.28E-11,,
,0.023005,1.14E-11,,
,0.025005,1.12E-11,,
,0.027005,1.28E-11,,
,0.029005,1.47E-11,,
,0.031005,1.67E-11,,
,0.033005,1.73E-11,,
,0.035005,1.63E-11,,
,0.037005,1.40E-11,,
,0.039005,1.23E-11,,
,0.041005,1.18E-11,,
,0.043005,1.28E-11,,
,0.045005,1.46E-11,,
,0.047005,1.65E-11,,
,0.049005,1.76E-11,,
,0.051005,1.69E-11,,
,0.053005,1.50E-11,,
,0.055005,1.29E-11,,
,0.057005,1.18E-11,,
,0.059005,1.19E-11,,
,0.061005,1.33E-11,,
,0.063005,1.53E-11,,
,0.065005,1.72E-11,,
,0.067005,1.75E-11,,
,0.069005,1.60E-11,,
,0.071005,1.39E-11,,
,0.073005,1.24E-11,,
,0.075005,1.23E-11,,
,0.077005,1.33E-11,,
,0.079005,1.52E-11,,
,0.081005,1.72E-11,,
,0.083005,1.78E-11,,
,0.085005,1.67E-11,,
,0.087005,1.46E-11,,
,0.089005,1.26E-11,,
,0.091005,1.19E-11,,
,0.093005,1.25E-11,,
,0.095005,1.45E-11,,
,0.097005,1.69E-11,,
,0.099005,1.85E-11,,
,0.101005,1.85E-11,,
,0.103005,1.69E-11,,
,0.105005,1.50E-11,,
,0.107005,1.41E-11,,
,0.109005,1.45E-11,,
,0.111005,1.62E-11,,
,0.113005,1.83E-11,,
,0.115005,2.01E-11,,
,0.117005,2.01E-11,,
,0.119005,1.84E-11,,
,0.121005,1.63E-11,,
,0.123005,1.46E-11,,
,0.125005,1.41E-11,,
,0.127005,1.51E-11,,
,0.129005,1.70E-11,,
,0.131005,1.87E-11,,
,0.133005,1.90E-11,,
,0.135005,1.78E-11,,
,0.137005,1.59E-11,,
,0.139005,1.41E-11,,
,0.141005,1.35E-11,,
,0.143005,1.40E-11,,
,0.145005,1.58E-11,,
,0.147005,1.79E-11,,
,0.149005,1.91E-11,,
,0.151005,1.88E-11,,
,0.153005,1.69E-11,,
,0.155005,1.53E-11,,
,0.157005,1.45E-11,,
,0.159005,1.50E-11,,
,0.161005,1.69E-11,,
,0.163005,1.94E-11,,
,0.165005,2.17E-11,,
,0.167005,2.22E-11,,
,0.169005,2.11E-11,,
,0.171005,1.91E-11,,
,0.173005,1.76E-11,,
,0.175005,1.73E-11,,
,0.177005,1.84E-11,,
,0.179005,2.06E-11,,
,0.181005,2.26E-11,,
,0.183005,2.34E-11,,
,0.185005,2.24E-11,,
,0.187005,2.08E-11,,
,0.189005,1.95E-11,,
,0.191005,1.94E-11,,
,0.193005,2.08E-11,,
,0.195005,2.34E-11,,
,0.197005,2.61E-11,,
,0.199005,2.78E-11,,
,0.201005,2.76E-11,,
,0.203005,2.60E-11,,
,0.205005,2.39E-11,,
,0.207005,2.28E-11,,
,0.209005,2.29E-11,,
,0.211005,2.41E-11,,
,0.213005,2.56E-11,,
,0.215005,2.69E-11,,
,0.217005,2.65E-11,,
,0.219005,2.48E-11,,
,0.221005,2.23E-11,,
,0.223005,2.07E-11,,
,0.225005,2.02E-11,,
,0.227005,2.11E-11,,
,0.229005,2.28E-11,,
,0.231005,2.47E-11,,
,0.233005,2.52E-11,,
,0.235005,2.41E-11,,
,0.237005,2.19E-11,,
,0.239005,1.97E-11,,
,0.241005,1.85E-11,,
,0.243005,1.89E-11,,
,0.245005,2.04E-11,,
,0.247005,2.22E-11,,
,0.249005,2.31E-11,,
,0.251005,2.21E-11,,
,0.253005,1.97E-11,,
,0.255005,1.75E-11,,
,0.257005,1.63E-11,,
,0.259005,1.69E-11,,
,0.261005,1.85E-11,,
,0.263005,2.09E-11,,
,0.265005,2.26E-11,,
,0.267005,2.31E-11,,
,0.269005,2.17E-11,,
,0.271005,1.97E-11,,
,0.273005,1.82E-11,,
,0.275005,1.80E-11,,
,0.277005,1.89E-11,,
,0.279005,2.07E-11,,
,0.281005,2.24E-11,,
,0.283005,2.31E-11,,
,0.285005,2.18E-11,,
,0.287005,1.94E-11,,
,0.289005,1.73E-11,,
,0.291005,1.63E-11,,
,0.293005,1.69E-11,,
,0.295005,1.84E-11,,
,0.297005,2.06E-11,,
,0.299005,2.22E-11,,
,0.301005,2.22E-11,,
,0.303005,2.06E-11,,
,0.305005,1.82E-11,,
,0.307005,1.72E-11,,
,0.309005,1.73E-11,,
,0.311005,1.87E-11,,
,0.313005,2.08E-11,,
,0.315005,2.25E-11,,
,0.317005,2.27E-11,,
