5/16/2019, 6:30:01 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.001,7.07E-13,,
,0.003,1.74E-12,,
,0.005,3.41E-12,,
,0.007,4.81E-12,,
,0.009,6.20E-12,,
,0.011,6.74E-12,,
,0.013,6.20E-12,,
,0.015,4.81E-12,,
,0.017,3.52E-12,,
,0.019,3.09E-12,,
,0.021,3.73E-12,,
,0.023,5.02E-12,,
,0.025,6.74E-12,,
,0.027,7.81E-12,,
,0.029,7.60E-12,,
,0.031,6.20E-12,,
,0.033,4.59E-12,,
,0.035,3.62E-12,,
,0.037,3.73E-12,,
,0.039,4.70E-12,,
,0.041,6.52E-12,,
,0.043,7.81E-12,,
,0.045,7.92E-12,,
,0.047,6.74E-12,,
,0.049,5.13E-12,,
,0.051,4.27E-12,,
,0.053,4.27E-12,,
,0.055,5.24E-12,,
,0.057,6.74E-12,,
,0.059,8.24E-12,,
,0.061,8.99E-12,,
,0.063,8.56E-12,,
,0.065,7.27E-12,,
,0.067,5.99E-12,,
,0.069,5.24E-12,,
,0.071,5.56E-12,,
,0.073,7.06E-12,,
,0.075,8.89E-12,,
,0.077,1.01E-11,,
,0.079,9.85E-12,,
,0.081,8.67E-12,,
,0.083,7.27E-12,,
,0.085,6.31E-12,,
,0.087,6.20E-12,,
,0.089,7.17E-12,,
,0.091,8.89E-12,,
,0.093,1.04E-11,,
,0.095,1.07E-11,,
,0.097,9.53E-12,,
,0.099,8.13E-12,,
,0.101,7.06E-12,,
,0.103,6.95E-12,,
,0.105,7.49E-12,,
,0.107,8.67E-12,,
,0.109,1.02E-11,,
,0.111,1.08E-11,,
,0.113,1.02E-11,,
,0.115,8.35E-12,,
,0.117,6.85E-12,,
,0.119,6.31E-12,,
,0.121,6.95E-12,,
,0.123,8.24E-12,,
,0.125,9.96E-12,,
,0.127,1.09E-11,,
,0.129,1.10E-11,,
,0.131,9.74E-12,,
,0.133,8.35E-12,,
,0.135,7.38E-12,,
,0.137,7.70E-12,,
,0.139,8.78E-12,,
,0.141,1.01E-11,,
,0.143,1.12E-11,,
,0.145,1.15E-11,,
,0.147,1.05E-11,,
,0.149,8.67E-12,,
,0.151,7.17E-12,,
,0.153,6.74E-12,,
,0.155,7.38E-12,,
,0.157,9.10E-12,,
,0.159,1.07E-11,,
,0.161,1.17E-11,,
,0.163,1.11E-11,,
,0.165,1.01E-11,,
,0.167,8.56E-12,,
,0.169,8.24E-12,,
,0.171,8.78E-12,,
,0.173,1.02E-11,,
,0.175,1.15E-11,,
,0.177,1.22E-11,,
,0.179,1.19E-11,,
,0.181,1.06E-11,,
,0.183,8.99E-12,,
,0.185,8.24E-12,,
,0.187,8.56E-12,,
,0.189,9.96E-12,,
,0.191,1.16E-11,,
,0.193,1.31E-11,,
,0.195,1.36E-11,,
,0.197,1.29E-11,,
,0.199,1.10E-11,,
,0.201,9.74E-12,,
,0.203,9.64E-12,,
,0.205,1.05E-11,,
,0.207,1.18E-11,,
,0.209,1.30E-11,,
,0.211,1.33E-11,,
,0.213,1.22E-11,,
,0.215,1.06E-11,,
,0.217,9.10E-12,,
,0.219,8.56E-12,,
,0.221,8.78E-12,,
,0.223,9.96E-12,,
,0.225,1.17E-11,,
,0.227,1.28E-11,,
,0.229,1.28E-11,,
,0.231,1.14E-11,,
,0.233,9.85E-12,,
,0.235,8.89E-12,,
,0.237,9.10E-12,,
,0.239,1.01E-11,,
,0.241,1.14E-11,,
,0.243,1.22E-11,,
,0.245,1.23E-11,,
,0.247,1.11E-11,,
,0.249,9.42E-12,,
,0.251,7.92E-12,,
,0.253,7.81E-12,,
,0.255,8.67E-12,,
,0.257,1.03E-11,,
,0.259,1.19E-11,,
,0.261,1.25E-11,,
,0.263,1.22E-11,,
,0.265,1.07E-11,,
,0.267,9.42E-12,,
,0.269,8.46E-12,,
,0.271,8.67E-12,,
,0.273,9.42E-12,,
,0.275,1.07E-11,,
,0.277,1.14E-11,,
,0.279,1.10E-11,,
,0.281,9.53E-12,,
,0.283,8.03E-12,,
,0.285,7.06E-12,,
,0.287,7.27E-12,,
,0.289,8.56E-12,,
,0.291,1.03E-11,,
,0.293,1.18E-11,,
,0.295,1.19E-11,,
,0.297,1.12E-11,,
,0.299,9.85E-12,,
,0.301,8.99E-12,,
,0.303,8.78E-12,,
,0.305,9.64E-12,,
,0.307,1.10E-11,,
,0.309,1.23E-11,,
,0.311,1.26E-11,,
,0.313,1.20E-11,,
,0.315,1.05E-11,,
,0.317,9.10E-12,,
,0.319,8.24E-12,,
,0.321,8.78E-12,,
,0.323,9.96E-12,,
,0.325,1.18E-11,,
,0.327,1.29E-11,,
,0.329,1.28E-11,,
,0.331,1.12E-11,,
,0.333,9.53E-12,,
,0.335,8.56E-12,,
,0.337,8.56E-12,,
,0.339,9.53E-12,,
,0.341,1.10E-11,,
,0.343,1.24E-11,,
,0.345,1.25E-11,,
,0.347,1.14E-11,,
