5/8/2019, 12:11:08 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.002,-2.05E-09,,
,0.004,-4.10E-09,,
,0.006,-6.15E-09,,
,0.008,-6.15E-09,,
,0.01,-6.15E-09,,
,0.012,-6.15E-09,,
,0.014,-6.15E-09,,
,0.016,-6.15E-09,,
,0.018,-6.15E-09,,
,0.02,-6.15E-09,,
,0.022,-6.14E-09,,
,0.024,-6.13E-09,,
,0.026,-6.12E-09,,
,0.028,-6.11E-09,,
,0.03,-6.10E-09,,
,0.032,-6.09E-09,,
,0.034,-6.08E-09,,
,0.036,-6.07E-09,,
,0.038,-6.06E-09,,
,0.04,-6.05E-09,,
,0.042,-6.04E-09,,
,0.044,-6.03E-09,,
,0.046,-6.02E-09,,
,0.048,-6.00E-09,,
,0.05,-5.98E-09,,
,0.052,-5.97E-09,,
,0.054,-5.95E-09,,
,0.056,-5.93E-09,,
,0.058,-5.91E-09,,
,0.06,-5.88E-09,,
,0.062,-5.86E-09,,
,0.064,-5.84E-09,,
,0.066,-5.81E-09,,
,0.068,-5.78E-09,,
,0.07,-5.76E-09,,
,0.072,-5.73E-09,,
,0.074,-5.70E-09,,
,0.076,-5.67E-09,,
,0.078,-5.64E-09,,
,0.08,-5.61E-09,,
,0.082,-5.58E-09,,
,0.084,-5.56E-09,,
,0.086,-5.53E-09,,
,0.088,-5.50E-09,,
,0.09,-5.48E-09,,
,0.092,-5.45E-09,,
,0.094,-5.42E-09,,
,0.096,-5.40E-09,,
,0.098,-5.37E-09,,
,0.1,-5.35E-09,,
,0.102,-5.32E-09,,
,0.104,-5.29E-09,,
,0.106,-5.27E-09,,
,0.108,-5.24E-09,,
,0.11,-5.21E-09,,
,0.112,-5.19E-09,,
,0.114,-5.16E-09,,
,0.116,-5.14E-09,,
,0.118,-5.11E-09,,
,0.12,-5.09E-09,,
,0.122,-5.06E-09,,
,0.124,-5.03E-09,,
,0.126,-5.01E-09,,
,0.128,-4.98E-09,,
,0.13,-4.95E-09,,
,0.132,-4.92E-09,,
,0.134,-4.89E-09,,
,0.136,-4.85E-09,,
,0.138,-4.82E-09,,
,0.14,-4.78E-09,,
,0.142,-4.75E-09,,
,0.144,-4.71E-09,,
,0.146,-4.68E-09,,
,0.148,-4.64E-09,,
,0.15,-4.60E-09,,
,0.152,-4.56E-09,,
,0.154,-4.52E-09,,
,0.156,-4.48E-09,,
,0.158,-4.43E-09,,
,0.16,-4.39E-09,,
,0.162,-4.34E-09,,
,0.164,-4.28E-09,,
,0.166,-4.23E-09,,
,0.168,-4.18E-09,,
,0.17,-4.12E-09,,
,0.172,-4.07E-09,,
,0.174,-4.01E-09,,
,0.176,-3.95E-09,,
,0.178,-3.89E-09,,
,0.18,-3.83E-09,,
,0.182,-3.78E-09,,
,0.184,-3.71E-09,,
,0.186,-3.65E-09,,
,0.188,-3.59E-09,,
,0.19,-3.52E-09,,
,0.192,-3.45E-09,,
,0.194,-3.39E-09,,
,0.196,-3.32E-09,,
,0.198,-3.25E-09,,
,0.2,-3.18E-09,,
,0.202,-3.10E-09,,
,0.204,-3.03E-09,,
,0.206,-2.96E-09,,
,0.208,-2.89E-09,,
,0.21,-2.82E-09,,
,0.212,-2.75E-09,,
,0.214,-2.68E-09,,
,0.216,-2.61E-09,,
,0.218,-2.54E-09,,
,0.22,-2.47E-09,,
,0.222,-2.39E-09,,
,0.224,-2.32E-09,,
,0.226,-2.25E-09,,
,0.228,-2.17E-09,,
,0.23,-2.10E-09,,
,0.232,-2.03E-09,,
,0.234,-1.95E-09,,
,0.236,-1.88E-09,,
,0.238,-1.81E-09,,
,0.24,-1.74E-09,,
,0.242,-1.67E-09,,
,0.244,-1.61E-09,,
,0.246,-1.54E-09,,
,0.248,-1.47E-09,,
,0.25,-1.41E-09,,
,0.252,-1.34E-09,,
,0.254,-1.27E-09,,
,0.256,-1.21E-09,,
,0.258,-1.14E-09,,
,0.26,-1.08E-09,,
,0.262,-1.02E-09,,
,0.264,-9.54E-10,,
,0.266,-8.94E-10,,
,0.268,-8.36E-10,,
,0.27,-7.78E-10,,
,0.272,-7.22E-10,,
,0.274,-6.68E-10,,
,0.276,-6.15E-10,,
,0.278,-5.64E-10,,
,0.28,-5.14E-10,,
,0.282,-4.65E-10,,
,0.284,-4.17E-10,,
,0.286,-3.69E-10,,
,0.288,-3.22E-10,,
,0.29,-2.76E-10,,
,0.292,-2.31E-10,,
,0.294,-1.88E-10,,
,0.296,-1.46E-10,,
,0.298,-1.06E-10,,
,0.3,-6.64E-11,,
,0.302,-2.84E-11,,
,0.304,8.24E-12,,
,0.306,4.30E-11,,
,0.308,7.61E-11,,
,0.31,1.08E-10,,
,0.312,1.38E-10,,
,0.314,1.68E-10,,
,0.316,1.97E-10,,
,0.318,2.26E-10,,
,0.32,2.54E-10,,
,0.322,2.83E-10,,
,0.324,3.11E-10,,
,0.326,3.39E-10,,
