5/8/2019, 11:18:11 AM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,57.35,7.16E-11,,
,57.352,7.14E-11,,
,57.354,7.17E-11,,
,57.356,7.23E-11,,
,57.358,7.28E-11,,
,57.36,7.31E-11,,
,57.362,7.28E-11,,
,57.364,7.22E-11,,
,57.366,7.13E-11,,
,57.368,7.08E-11,,
,57.37,7.09E-11,,
,57.372,7.16E-11,,
,57.374,7.21E-11,,
,57.376,7.21E-11,,
,57.378,7.17E-11,,
,57.38,7.08E-11,,
,57.382,7.01E-11,,
,57.384,6.95E-11,,
,57.386,6.94E-11,,
,57.388,6.95E-11,,
,57.39,6.98E-11,,
,57.392,7.01E-11,,
,57.394,7.00E-11,,
,57.396,6.93E-11,,
,57.398,6.79E-11,,
,57.4,6.69E-11,,
,57.402,6.62E-11,,
,57.404,6.65E-11,,
,57.406,6.71E-11,,
,57.408,6.77E-11,,
,57.41,6.77E-11,,
,57.412,6.71E-11,,
,57.414,6.59E-11,,
,57.416,6.48E-11,,
,57.418,6.41E-11,,
,57.42,6.39E-11,,
,57.422,6.43E-11,,
,57.424,6.50E-11,,
,57.426,6.54E-11,,
,57.428,6.50E-11,,
,57.43,6.40E-11,,
,57.432,6.30E-11,,
,57.434,6.22E-11,,
,57.436,6.21E-11,,
,57.438,6.27E-11,,
,57.44,6.33E-11,,
,57.442,6.37E-11,,
,57.444,6.34E-11,,
,57.446,6.27E-11,,
,57.448,6.17E-11,,
,57.45,6.07E-11,,
,57.452,6.02E-11,,
,57.454,6.04E-11,,
,57.456,6.13E-11,,
,57.458,6.20E-11,,
,57.46,6.20E-11,,
,57.462,6.14E-11,,
,57.464,6.04E-11,,
,57.466,5.96E-11,,
,57.468,5.93E-11,,
,57.47,5.96E-11,,
,57.472,6.04E-11,,
,57.474,6.10E-11,,
,57.476,6.14E-11,,
,57.478,6.11E-11,,
,57.48,6.03E-11,,
,57.482,5.92E-11,,
,57.484,5.86E-11,,
,57.486,5.85E-11,,
,57.488,5.89E-11,,
,57.49,5.96E-11,,
,57.492,6.01E-11,,
,57.494,6.00E-11,,
,57.496,5.92E-11,,
,57.498,5.84E-11,,
,57.5,5.78E-11,,
,57.502,5.79E-11,,
,57.504,5.84E-11,,
,57.506,5.92E-11,,
,57.508,5.99E-11,,
,57.51,6.00E-11,,
,57.512,5.96E-11,,
,57.514,5.86E-11,,
,57.516,5.78E-11,,
,57.518,5.73E-11,,
,57.52,5.76E-11,,
,57.522,5.84E-11,,
,57.524,5.92E-11,,
,57.526,5.96E-11,,
,57.528,5.97E-11,,
,57.53,5.90E-11,,
,57.532,5.83E-11,,
,57.534,5.75E-11,,
,57.536,5.78E-11,,
,57.538,5.85E-11,,
,57.54,5.93E-11,,
,57.542,5.96E-11,,
,57.544,5.96E-11,,
,57.546,5.89E-11,,
,57.548,5.82E-11,,
,57.55,5.77E-11,,
,57.552,5.76E-11,,
,57.554,5.82E-11,,
,57.556,5.88E-11,,
,57.558,5.93E-11,,
,57.56,5.93E-11,,
,57.562,5.86E-11,,
,57.564,5.76E-11,,
,57.566,5.69E-11,,
,57.568,5.67E-11,,
,57.57,5.70E-11,,
,57.572,5.75E-11,,
,57.574,5.82E-11,,
,57.576,5.83E-11,,
,57.578,5.78E-11,,
,57.58,5.70E-11,,
,57.582,5.61E-11,,
,57.584,5.57E-11,,
,57.586,5.57E-11,,
,57.588,5.62E-11,,
,57.59,5.70E-11,,
,57.592,5.73E-11,,
,57.594,5.71E-11,,
,57.596,5.63E-11,,
,57.598,5.54E-11,,
,57.6,5.46E-11,,
,57.602,5.42E-11,,
,57.604,5.46E-11,,
,57.606,5.53E-11,,
,57.608,5.60E-11,,
,57.61,5.61E-11,,
,57.612,5.57E-11,,
,57.614,5.46E-11,,
,57.616,5.38E-11,,
,57.618,5.33E-11,,
,57.62,5.34E-11,,
,57.622,5.41E-11,,
,57.624,5.44E-11,,
,57.626,5.46E-11,,
,57.628,5.40E-11,,
,57.63,5.33E-11,,
,57.632,5.25E-11,,
,57.634,5.19E-11,,
,57.636,5.19E-11,,
,57.638,5.23E-11,,
,57.64,5.29E-11,,
,57.642,5.32E-11,,
,57.644,5.33E-11,,
,57.646,5.25E-11,,
,57.648,5.16E-11,,
,57.65,5.08E-11,,
,57.652,5.05E-11,,
,57.654,5.05E-11,,
,57.656,5.10E-11,,
,57.658,5.15E-11,,
,57.66,5.16E-11,,
,57.662,5.10E-11,,
,57.664,5.00E-11,,
,57.666,4.93E-11,,
,57.668,4.89E-11,,
,57.67,4.91E-11,,
,57.672,4.96E-11,,
,57.674,5.02E-11,,
,57.676,5.03E-11,,
,57.678,5.00E-11,,
,57.68,4.91E-11,,
,57.682,4.82E-11,,
,57.684,4.74E-11,,
,57.686,4.72E-11,,
,57.688,4.76E-11,,
,57.69,4.83E-11,,
,57.692,4.85E-11,,
,57.694,4.81E-11,,
,57.696,4.73E-11,,
,57.698,4.64E-11,,
,57.7,4.58E-11,,
,57.702,4.57E-11,,
,57.704,4.62E-11,,
,57.706,4.68E-11,,
,57.708,4.73E-11,,
,57.71,4.71E-11,,
,57.712,4.67E-11,,
,57.714,4.56E-11,,
,57.716,4.48E-11,,
,57.718,4.43E-11,,
,57.72,4.41E-11,,
,57.722,4.47E-11,,
,57.724,4.54E-11,,
,57.726,4.58E-11,,
,57.728,4.52E-11,,
,57.73,4.43E-11,,
,57.732,4.35E-11,,
,57.734,4.30E-11,,
,57.736,4.30E-11,,
,57.738,4.36E-11,,
,57.74,4.44E-11,,
,57.742,4.50E-11,,
,57.744,4.48E-11,,
,57.746,4.40E-11,,
,57.748,4.29E-11,,
,57.75,4.23E-11,,
,57.752,4.21E-11,,
,57.754,4.22E-11,,
,57.756,4.27E-11,,
,57.758,4.33E-11,,
,57.76,4.36E-11,,
,57.762,4.32E-11,,
,57.764,4.25E-11,,
,57.766,4.18E-11,,
,57.768,4.16E-11,,
,57.77,4.17E-11,,
,57.772,4.23E-11,,
,57.774,4.28E-11,,
,57.776,4.31E-11,,
,57.778,4.31E-11,,
,57.78,4.25E-11,,
,57.782,4.17E-11,,
,57.784,4.10E-11,,
,57.786,4.10E-11,,
,57.788,4.15E-11,,
,57.79,4.24E-11,,
,57.792,4.29E-11,,
,57.794,4.29E-11,,
,57.796,4.24E-11,,
,57.798,4.14E-11,,
,57.8,4.09E-11,,
,57.802,4.09E-11,,
,57.804,4.15E-11,,
,57.806,4.22E-11,,
,57.808,4.29E-11,,
,57.81,4.32E-11,,
,57.812,4.28E-11,,
,57.814,4.18E-11,,
,57.816,4.08E-11,,
,57.818,4.04E-11,,
,57.82,4.06E-11,,
,57.822,4.13E-11,,
,57.824,4.22E-11,,
,57.826,4.26E-11,,
,57.828,4.23E-11,,
,57.83,4.16E-11,,
,57.832,4.11E-11,,
,57.834,4.09E-11,,
,57.836,4.09E-11,,
,57.838,4.13E-11,,
,57.84,4.22E-11,,
,57.842,4.28E-11,,
,57.844,4.29E-11,,
,57.846,4.22E-11,,
,57.848,4.15E-11,,
,57.85,4.09E-11,,
,57.852,4.08E-11,,
,57.854,4.10E-11,,
,57.856,4.17E-11,,
,57.858,4.26E-11,,
,57.86,4.28E-11,,
,57.862,4.27E-11,,
,57.864,4.21E-11,,
,57.866,4.17E-11,,
,57.868,4.16E-11,,
,57.87,4.20E-11,,
,57.872,4.27E-11,,
,57.874,4.36E-11,,
,57.876,4.43E-11,,
,57.878,4.43E-11,,
,57.88,4.37E-11,,
,57.882,4.30E-11,,
,57.884,4.28E-11,,
,57.886,4.32E-11,,
,57.888,4.40E-11,,
,57.89,4.50E-11,,
,57.892,4.57E-11,,
,57.894,4.59E-11,,
,57.896,4.57E-11,,
,57.898,4.52E-11,,
,57.9,4.51E-11,,
,57.902,4.54E-11,,
,57.904,4.61E-11,,
,57.906,4.71E-11,,
,57.908,4.81E-11,,
,57.91,4.87E-11,,
,57.912,4.86E-11,,
,57.914,4.80E-11,,
,57.916,4.74E-11,,
,57.918,4.72E-11,,
,57.92,4.77E-11,,
,57.922,4.84E-11,,
,57.924,4.95E-11,,
,57.926,5.01E-11,,
,57.928,5.03E-11,,
,57.93,4.99E-11,,
,57.932,4.95E-11,,
,57.934,4.93E-11,,
,57.936,4.96E-11,,
,57.938,5.01E-11,,
,57.94,5.13E-11,,
,57.942,5.20E-11,,
,57.944,5.25E-11,,
,57.946,5.20E-11,,
,57.948,5.16E-11,,
,57.95,5.12E-11,,
,57.952,5.13E-11,,
,57.954,5.19E-11,,
,57.956,5.28E-11,,
,57.958,5.35E-11,,
,57.96,5.39E-11,,
,57.962,5.34E-11,,
,57.964,5.30E-11,,
,57.966,5.25E-11,,
,57.968,5.25E-11,,
,57.97,5.26E-11,,
,57.972,5.31E-11,,
,57.974,5.40E-11,,
,57.976,5.45E-11,,
,57.978,5.45E-11,,
,57.98,5.40E-11,,
,57.982,5.34E-11,,
,57.984,5.32E-11,,
,57.986,5.34E-11,,
,57.988,5.40E-11,,
,57.99,5.45E-11,,
,57.992,5.50E-11,,
,57.994,5.50E-11,,
,57.996,5.45E-11,,
,57.998,5.35E-11,,
,58,5.30E-11,,
,58.002,5.32E-11,,
,58.004,5.37E-11,,
,58.006,5.43E-11,,
,58.008,5.47E-11,,
,58.01,5.49E-11,,
,58.012,5.44E-11,,
,58.014,5.35E-11,,
,58.016,5.27E-11,,
,58.018,5.25E-11,,
,58.02,5.26E-11,,
,58.022,5.33E-11,,
,58.024,5.39E-11,,
,58.026,5.40E-11,,
,58.028,5.34E-11,,
,58.03,5.27E-11,,
,58.032,5.20E-11,,
,58.034,5.15E-11,,
,58.036,5.14E-11,,
,58.038,5.16E-11,,
,58.04,5.21E-11,,
,58.042,5.24E-11,,
,58.044,5.25E-11,,
,58.046,5.19E-11,,
,58.048,5.12E-11,,
,58.05,5.04E-11,,
,58.052,5.00E-11,,
,58.054,5.02E-11,,
,58.056,5.06E-11,,
,58.058,5.11E-11,,
,58.06,5.11E-11,,
,58.062,5.03E-11,,
,58.064,4.94E-11,,
,58.066,4.83E-11,,
,58.068,4.79E-11,,
,58.07,4.79E-11,,
,58.072,4.83E-11,,
,58.074,4.87E-11,,
,58.076,4.90E-11,,
,58.078,4.87E-11,,
,58.08,4.77E-11,,
,58.082,4.68E-11,,
,58.084,4.60E-11,,
,58.086,4.59E-11,,
,58.088,4.62E-11,,
,58.09,4.67E-11,,
,58.092,4.71E-11,,
,58.094,4.67E-11,,
,58.096,4.60E-11,,
,58.098,4.51E-11,,
,58.1,4.44E-11,,
,58.102,4.44E-11,,
,58.104,4.46E-11,,
,58.106,4.53E-11,,
,58.108,4.55E-11,,
,58.11,4.53E-11,,
,58.112,4.45E-11,,
,58.114,4.36E-11,,
,58.116,4.29E-11,,
,58.118,4.26E-11,,
,58.12,4.29E-11,,
,58.122,4.32E-11,,
,58.124,4.37E-11,,
,58.126,4.37E-11,,
,58.128,4.33E-11,,
,58.13,4.27E-11,,
,58.132,4.18E-11,,
,58.134,4.14E-11,,
,58.136,4.11E-11,,
,58.138,4.13E-11,,
,58.14,4.18E-11,,
,58.142,4.21E-11,,
,58.144,4.22E-11,,
,58.146,4.14E-11,,
,58.148,4.07E-11,,
,58.15,3.98E-11,,
,58.152,3.96E-11,,
,58.154,3.98E-11,,
,58.156,4.01E-11,,
,58.158,4.03E-11,,
,58.16,4.04E-11,,
,58.162,3.99E-11,,
,58.164,3.91E-11,,
,58.166,3.81E-11,,
,58.168,3.77E-11,,
,58.17,3.78E-11,,
,58.172,3.81E-11,,
,58.174,3.85E-11,,
,58.176,3.86E-11,,
,58.178,3.83E-11,,
,58.18,3.73E-11,,
,58.182,3.64E-11,,
,58.184,3.56E-11,,
,58.186,3.56E-11,,
,58.188,3.58E-11,,
,58.19,3.65E-11,,
,58.192,3.70E-11,,
,58.194,3.68E-11,,
,58.196,3.60E-11,,
,58.198,3.49E-11,,
,58.2,3.41E-11,,
,58.202,3.37E-11,,
,58.204,3.38E-11,,
,58.206,3.43E-11,,
,58.208,3.48E-11,,
,58.21,3.49E-11,,
,58.212,3.42E-11,,
,58.214,3.33E-11,,
,58.216,3.22E-11,,
,58.218,3.16E-11,,
,58.22,3.16E-11,,
,58.222,3.22E-11,,
,58.224,3.28E-11,,
,58.226,3.31E-11,,
,58.228,3.25E-11,,
,58.23,3.14E-11,,
,58.232,3.04E-11,,
,58.234,2.97E-11,,
,58.236,2.96E-11,,
,58.238,2.99E-11,,
,58.24,3.06E-11,,
,58.242,3.09E-11,,
,58.244,3.05E-11,,
,58.246,2.98E-11,,
,58.248,2.92E-11,,
,58.25,2.87E-11,,
,58.252,2.84E-11,,
,58.254,2.84E-11,,
,58.256,2.87E-11,,
,58.258,2.91E-11,,
,58.26,2.90E-11,,
,58.262,2.83E-11,,
,58.264,2.76E-11,,
,58.266,2.68E-11,,
,58.268,2.65E-11,,
,58.27,2.67E-11,,
,58.272,2.74E-11,,
,58.274,2.81E-11,,
,58.276,2.82E-11,,
,58.278,2.77E-11,,
,58.28,2.69E-11,,
,58.282,2.60E-11,,
,58.284,2.54E-11,,
,58.286,2.52E-11,,
,58.288,2.55E-11,,
,58.29,2.61E-11,,
,58.292,2.61E-11,,
,58.294,2.58E-11,,
,58.296,2.52E-11,,
,58.298,2.47E-11,,
,58.3,2.41E-11,,
,58.302,2.38E-11,,
,58.304,2.41E-11,,
,58.306,2.49E-11,,
,58.308,2.55E-11,,
,58.31,2.57E-11,,
,58.312,2.51E-11,,
,58.314,2.42E-11,,
,58.316,2.34E-11,,
,58.318,2.29E-11,,
,58.32,2.31E-11,,
,58.322,2.34E-11,,
,58.324,2.39E-11,,
,58.326,2.39E-11,,
,58.328,2.37E-11,,
,58.33,2.28E-11,,
,58.332,2.23E-11,,
,58.334,2.18E-11,,
,58.336,2.18E-11,,
,58.338,2.24E-11,,
,58.34,2.32E-11,,
,58.342,2.36E-11,,
,58.344,2.34E-11,,
,58.346,2.28E-11,,
,58.348,2.22E-11,,
,58.35,2.17E-11,,
,58.352,2.13E-11,,
,58.354,2.19E-11,,
,58.356,2.25E-11,,
,58.358,2.33E-11,,
,58.36,2.34E-11,,
,58.362,2.29E-11,,
,58.364,2.22E-11,,
,58.366,2.16E-11,,
,58.368,2.14E-11,,
,58.37,2.16E-11,,
,58.372,2.23E-11,,
,58.374,2.31E-11,,
,58.376,2.35E-11,,
,58.378,2.32E-11,,
,58.38,2.22E-11,,
,58.382,2.17E-11,,
,58.384,2.13E-11,,
,58.386,2.17E-11,,
,58.388,2.21E-11,,
,58.39,2.28E-11,,
,58.392,2.34E-11,,
,58.394,2.35E-11,,
,58.396,2.31E-11,,
,58.398,2.24E-11,,
,58.4,2.19E-11,,
,58.402,2.20E-11,,
,58.404,2.28E-11,,
,58.406,2.40E-11,,
,58.408,2.49E-11,,
,58.41,2.52E-11,,
,58.412,2.49E-11,,
,58.414,2.42E-11,,
,58.416,2.38E-11,,
,58.418,2.38E-11,,
,58.42,2.43E-11,,
,58.422,2.50E-11,,
,58.424,2.58E-11,,
,58.426,2.64E-11,,
,58.428,2.66E-11,,
,58.43,2.63E-11,,
,58.432,2.57E-11,,
,58.434,2.52E-11,,
,58.436,2.55E-11,,
,58.438,2.64E-11,,
,58.44,2.75E-11,,
,58.442,2.80E-11,,
,58.444,2.83E-11,,
,58.446,2.80E-11,,
,58.448,2.77E-11,,
,58.45,2.74E-11,,
,58.452,2.78E-11,,
,58.454,2.84E-11,,
,58.456,2.94E-11,,
,58.458,3.01E-11,,
,58.46,3.07E-11,,
,58.462,3.04E-11,,
,58.464,2.98E-11,,
,58.466,2.93E-11,,
,58.468,2.97E-11,,
,58.47,3.02E-11,,
,58.472,3.12E-11,,
,58.474,3.21E-11,,
,58.476,3.28E-11,,
,58.478,3.29E-11,,
,58.48,3.24E-11,,
,58.482,3.21E-11,,
,58.484,3.21E-11,,
,58.486,3.25E-11,,
,58.488,3.31E-11,,
,58.49,3.40E-11,,
,58.492,3.47E-11,,
,58.494,3.49E-11,,
,58.496,3.43E-11,,
,58.498,3.37E-11,,
,58.5,3.30E-11,,
,58.502,3.35E-11,,
,58.504,3.42E-11,,
,58.506,3.54E-11,,
,58.508,3.62E-11,,
,58.51,3.65E-11,,
,58.512,3.62E-11,,
,58.514,3.54E-11,,
,58.516,3.49E-11,,
,58.518,3.47E-11,,
,58.52,3.53E-11,,
,58.522,3.59E-11,,
,58.524,3.69E-11,,
,58.526,3.70E-11,,
,58.528,3.69E-11,,
,58.53,3.64E-11,,
,58.532,3.58E-11,,
,58.534,3.57E-11,,
,58.536,3.58E-11,,
,58.538,3.65E-11,,
,58.54,3.72E-11,,
,58.542,3.78E-11,,
,58.544,3.79E-11,,
,58.546,3.72E-11,,
,58.548,3.64E-11,,
,58.55,3.55E-11,,
,58.552,3.54E-11,,
,58.554,3.60E-11,,
,58.556,3.67E-11,,
,58.558,3.73E-11,,
,58.56,3.70E-11,,
,58.562,3.66E-11,,
,58.564,3.55E-11,,
,58.566,3.50E-11,,
,58.568,3.47E-11,,
,58.57,3.51E-11,,
,58.572,3.58E-11,,
,58.574,3.66E-11,,
,58.576,3.68E-11,,
,58.578,3.66E-11,,
,58.58,3.58E-11,,
,58.582,3.52E-11,,
,58.584,3.43E-11,,
,58.586,3.44E-11,,
,58.588,3.47E-11,,
,58.59,3.54E-11,,
,58.592,3.56E-11,,
,58.594,3.56E-11,,
,58.596,3.52E-11,,
,58.598,3.45E-11,,
,58.6,3.39E-11,,
,58.602,3.36E-11,,
,58.604,3.39E-11,,
,58.606,3.48E-11,,
,58.608,3.55E-11,,
,58.61,3.58E-11,,
,58.612,3.53E-11,,
,58.614,3.44E-11,,
,58.616,3.37E-11,,
,58.618,3.34E-11,,
,58.62,3.35E-11,,
,58.622,3.40E-11,,
,58.624,3.45E-11,,
,58.626,3.47E-11,,
,58.628,3.44E-11,,
,58.63,3.37E-11,,
,58.632,3.34E-11,,
,58.634,3.30E-11,,
,58.636,3.34E-11,,
,58.638,3.41E-11,,
,58.64,3.50E-11,,
,58.642,3.55E-11,,
,58.644,3.52E-11,,
,58.646,3.43E-11,,
,58.648,3.34E-11,,
,58.65,3.26E-11,,
,58.652,3.25E-11,,
,58.654,3.30E-11,,
,58.656,3.39E-11,,
,58.658,3.44E-11,,
,58.66,3.47E-11,,
,58.662,3.43E-11,,
,58.664,3.39E-11,,
,58.666,3.35E-11,,
,58.668,3.35E-11,,
,58.67,3.38E-11,,
,58.672,3.45E-11,,
,58.674,3.53E-11,,
,58.676,3.59E-11,,
,58.678,3.57E-11,,
,58.68,3.53E-11,,
,58.682,3.47E-11,,
,58.684,3.44E-11,,
,58.686,3.45E-11,,
,58.688,3.48E-11,,
,58.69,3.56E-11,,
,58.692,3.60E-11,,
,58.694,3.66E-11,,
,58.696,3.62E-11,,
,58.698,3.59E-11,,
,58.7,3.55E-11,,
,58.702,3.56E-11,,
,58.704,3.63E-11,,
,58.706,3.72E-11,,
,58.708,3.82E-11,,
,58.71,3.84E-11,,
,58.712,3.82E-11,,
,58.714,3.73E-11,,
,58.716,3.67E-11,,
,58.718,3.65E-11,,
,58.72,3.70E-11,,
,58.722,3.80E-11,,
,58.724,3.89E-11,,
,58.726,3.97E-11,,
,58.728,3.99E-11,,
,58.73,3.95E-11,,
,58.732,3.89E-11,,
,58.734,3.85E-11,,
,58.736,3.89E-11,,
,58.738,3.96E-11,,
,58.74,4.06E-11,,
,58.742,4.12E-11,,
,58.744,4.13E-11,,
,58.746,4.11E-11,,
,58.748,4.04E-11,,
,58.75,4.03E-11,,
,58.752,4.04E-11,,
,58.754,4.09E-11,,
,58.756,4.16E-11,,
,58.758,4.22E-11,,
,58.76,4.26E-11,,
,58.762,4.22E-11,,
,58.764,4.14E-11,,
,58.766,4.07E-11,,
,58.768,4.06E-11,,
,58.77,4.10E-11,,
,58.772,4.18E-11,,
,58.774,4.23E-11,,
,58.776,4.25E-11,,
,58.778,4.20E-11,,
,58.78,4.13E-11,,
,58.782,4.02E-11,,
,58.784,3.95E-11,,
,58.786,3.94E-11,,
,58.788,3.98E-11,,
,58.79,4.04E-11,,
,58.792,4.08E-11,,
,58.794,4.07E-11,,
,58.796,3.99E-11,,
,58.798,3.86E-11,,
,58.8,3.79E-11,,
,58.802,3.73E-11,,
,58.804,3.75E-11,,
,58.806,3.75E-11,,
,58.808,3.78E-11,,
,58.81,3.72E-11,,
,58.812,3.64E-11,,
,58.814,3.51E-11,,
,58.816,3.41E-11,,
,58.818,3.34E-11,,
,58.82,3.33E-11,,
,58.822,3.36E-11,,
,58.824,3.39E-11,,
,58.826,3.39E-11,,
,58.828,3.30E-11,,
,58.83,3.20E-11,,
,58.832,3.07E-11,,
,58.834,2.99E-11,,
,58.836,2.96E-11,,
,58.838,2.99E-11,,
,58.84,3.02E-11,,
,58.842,3.02E-11,,
,58.844,2.96E-11,,
,58.846,2.84E-11,,
,58.848,2.72E-11,,
,58.85,2.63E-11,,
,58.852,2.60E-11,,
,58.854,2.60E-11,,
,58.856,2.65E-11,,
,58.858,2.66E-11,,
,58.86,2.64E-11,,
,58.862,2.54E-11,,
,58.864,2.43E-11,,
,58.866,2.31E-11,,
,58.868,2.21E-11,,
,58.87,2.18E-11,,
,58.872,2.21E-11,,
,58.874,2.24E-11,,
,58.876,2.24E-11,,
,58.878,2.17E-11,,
,58.88,2.06E-11,,
,58.882,1.93E-11,,
,58.884,1.83E-11,,
,58.886,1.80E-11,,
,58.888,1.81E-11,,
,58.89,1.84E-11,,
,58.892,1.84E-11,,
,58.894,1.77E-11,,
,58.896,1.66E-11,,
,58.898,1.53E-11,,
,58.9,1.41E-11,,
,58.902,1.34E-11,,
,58.904,1.31E-11,,
,58.906,1.35E-11,,
,58.908,1.37E-11,,
,58.91,1.35E-11,,
,58.912,1.25E-11,,
,58.914,1.14E-11,,
,58.916,1.02E-11,,
,58.918,9.64E-12,,
,58.92,9.42E-12,,
,58.922,9.53E-12,,
,58.924,9.42E-12,,
,58.926,8.99E-12,,
,58.928,8.24E-12,,
,58.93,6.95E-12,,
,58.932,5.88E-12,,
,58.934,4.70E-12,,
,58.936,4.48E-12,,
,58.938,4.48E-12,,
,58.94,5.02E-12,,
,58.942,5.24E-12,,
,58.944,5.02E-12,,
,58.946,4.27E-12,,
,58.948,3.20E-12,,
,58.95,2.34E-12,,
,58.952,1.80E-12,,
,58.954,1.80E-12,,
,58.956,1.80E-12,,
,58.958,2.23E-12,,
,58.96,2.12E-12,,
,58.962,1.80E-12,,
,58.964,7.26E-13,,
,58.966,-3.47E-13,,
,58.968,-8.84E-13,,
,58.97,-6.69E-13,,
,58.972,-2.53E-14,,
,58.974,6.19E-13,,
,58.976,7.26E-13,,
,58.978,4.04E-13,,
,58.98,-1.33E-13,,
,58.982,-9.92E-13,,
,58.984,-1.31E-12,,
,58.986,-1.42E-12,,
,58.988,-1.10E-12,,
,58.99,-5.62E-13,,
,58.992,-6.69E-13,,
,58.994,-6.69E-13,,
,58.996,-1.74E-12,,
,58.998,-2.39E-12,,
,59,-3.03E-12,,
,59.002,-3.03E-12,,
,59.004,-2.71E-12,,
,59.006,-2.17E-12,,
,59.008,-1.85E-12,,
,59.01,-1.96E-12,,
,59.012,-2.82E-12,,
,59.014,-4.00E-12,,
,59.016,-5.07E-12,,
,59.018,-5.82E-12,,
,59.02,-6.14E-12,,
,59.022,-6.36E-12,,
,59.024,-6.57E-12,,
,59.026,-6.90E-12,,
,59.028,-8.08E-12,,
,59.03,-9.47E-12,,
,59.032,-1.12E-11,,
,59.034,-1.24E-11,,
,59.036,-1.34E-11,,
,59.038,-1.41E-11,,
,59.04,-1.46E-11,,
,59.042,-1.56E-11,,
,59.044,-1.73E-11,,
,59.046,-1.99E-11,,
,59.048,-2.25E-11,,
,59.05,-2.49E-11,,
,59.052,-2.71E-11,,
,59.054,-2.89E-11,,
,59.056,-3.05E-11,,
,59.058,-3.22E-11,,
,59.06,-3.47E-11,,
,59.062,-3.78E-11,,
,59.064,-4.14E-11,,
,59.066,-4.47E-11,,
,59.068,-4.77E-11,,
,59.07,-5.03E-11,,
,59.072,-5.27E-11,,
,59.074,-5.55E-11,,
,59.076,-5.89E-11,,
,59.078,-6.27E-11,,
,59.08,-6.71E-11,,
,59.082,-7.16E-11,,
,59.084,-7.60E-11,,
,59.086,-7.99E-11,,
,59.088,-8.34E-11,,
,59.09,-8.71E-11,,
,59.092,-9.11E-11,,
,59.094,-9.58E-11,,
,59.096,-1.01E-10,,
,59.098,-1.07E-10,,
,59.1,-1.12E-10,,
,59.102,-1.17E-10,,
,59.104,-1.22E-10,,
,59.106,-1.27E-10,,
,59.108,-1.32E-10,,
,59.11,-1.38E-10,,
,59.112,-1.44E-10,,
,59.114,-1.51E-10,,
,59.116,-1.58E-10,,
,59.118,-1.64E-10,,
,59.12,-1.70E-10,,
,59.122,-1.75E-10,,
,59.124,-1.81E-10,,
,59.126,-1.87E-10,,
,59.128,-1.94E-10,,
,59.13,-2.01E-10,,
,59.132,-2.08E-10,,
,59.134,-2.15E-10,,
,59.136,-2.22E-10,,
,59.138,-2.28E-10,,
,59.14,-2.33E-10,,
,59.142,-2.40E-10,,
,59.144,-2.47E-10,,
,59.146,-2.54E-10,,
,59.148,-2.62E-10,,
,59.15,-2.69E-10,,
,59.152,-2.76E-10,,
,59.154,-2.82E-10,,
,59.156,-2.89E-10,,
,59.158,-2.95E-10,,
,59.16,-3.02E-10,,
,59.162,-3.09E-10,,
,59.164,-3.17E-10,,
,59.166,-3.24E-10,,
,59.168,-3.31E-10,,
,59.17,-3.38E-10,,
,59.172,-3.43E-10,,
,59.174,-3.49E-10,,
,59.176,-3.55E-10,,
,59.178,-3.62E-10,,
,59.18,-3.69E-10,,
,59.182,-3.75E-10,,
,59.184,-3.82E-10,,
,59.186,-3.88E-10,,
,59.188,-3.93E-10,,
,59.19,-3.98E-10,,
,59.192,-4.04E-10,,
,59.194,-4.10E-10,,
,59.196,-4.16E-10,,
,59.198,-4.23E-10,,
,59.2,-4.29E-10,,
,59.202,-4.35E-10,,
,59.204,-4.41E-10,,
,59.206,-4.46E-10,,
,59.208,-4.52E-10,,
,59.21,-4.58E-10,,
,59.212,-4.65E-10,,
,59.214,-4.72E-10,,
,59.216,-4.79E-10,,
,59.218,-4.85E-10,,
,59.22,-4.91E-10,,
,59.222,-4.97E-10,,
,59.224,-5.03E-10,,
,59.226,-5.09E-10,,
,59.228,-5.15E-10,,
,59.23,-5.21E-10,,
,59.232,-5.27E-10,,
,59.234,-5.33E-10,,
,59.236,-5.39E-10,,
,59.238,-5.43E-10,,
,59.24,-5.48E-10,,
,59.242,-5.51E-10,,
,59.244,-5.55E-10,,
,59.246,-5.60E-10,,
,59.248,-5.64E-10,,
,59.25,-5.67E-10,,
,59.252,-5.70E-10,,
,59.254,-5.72E-10,,
,59.256,-5.73E-10,,
,59.258,-5.74E-10,,
,59.26,-5.74E-10,,
,59.262,-5.75E-10,,
,59.264,-5.77E-10,,
,59.266,-5.77E-10,,
,59.268,-5.76E-10,,
,59.27,-5.75E-10,,
,59.272,-5.73E-10,,
,59.274,-5.71E-10,,
,59.276,-5.69E-10,,
,59.278,-5.66E-10,,
,59.28,-5.64E-10,,
,59.282,-5.62E-10,,
,59.284,-5.59E-10,,
,59.286,-5.56E-10,,
,59.288,-5.52E-10,,
,59.29,-5.48E-10,,
,59.292,-5.44E-10,,
,59.294,-5.40E-10,,
,59.296,-5.36E-10,,
,59.298,-5.32E-10,,
,59.3,-5.28E-10,,
,59.302,-5.24E-10,,
