5/7/2019, 12:41:55 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.001002,-3.26E-12,,
,0.003002,-5.89E-12,,
,0.005002,-8.40E-12,,
,0.007002,-8.08E-12,,
,0.009002,-9.04E-12,,
,0.011002,-1.08E-11,,
,0.013002,-1.23E-11,,
,0.015002,-1.30E-11,,
,0.017002,-1.25E-11,,
,0.019002,-1.14E-11,,
,0.021002,-1.03E-11,,
,0.023002,-9.90E-12,,
,0.025002,-1.03E-11,,
,0.027002,-1.16E-11,,
,0.029002,-1.31E-11,,
,0.031002,-1.41E-11,,
,0.033002,-1.40E-11,,
,0.035002,-1.32E-11,,
,0.037002,-1.20E-11,,
,0.039002,-1.12E-11,,
,0.041002,-1.13E-11,,
,0.043002,-1.24E-11,,
,0.045002,-1.39E-11,,
,0.047002,-1.48E-11,,
,0.049002,-1.51E-11,,
,0.051002,-1.45E-11,,
,0.053002,-1.36E-11,,
,0.055002,-1.25E-11,,
,0.057002,-1.24E-11,,
,0.059002,-1.33E-11,,
,0.061002,-1.52E-11,,
,0.063002,-1.63E-11,,
,0.065002,-1.69E-11,,
,0.067002,-1.62E-11,,
,0.069002,-1.52E-11,,
,0.071002,-1.38E-11,,
,0.073002,-1.32E-11,,
,0.075002,-1.38E-11,,
,0.077002,-1.56E-11,,
,0.079002,-1.73E-11,,
,0.081002,-1.83E-11,,
,0.083002,-1.78E-11,,
,0.085002,-1.68E-11,,
,0.087002,-1.55E-11,,
,0.089002,-1.46E-11,,
,0.091002,-1.48E-11,,
,0.093002,-1.60E-11,,
,0.095002,-1.75E-11,,
,0.097002,-1.84E-11,,
,0.099002,-1.84E-11,,
,0.101002,-1.75E-11,,
,0.103002,-1.62E-11,,
,0.105002,-1.51E-11,,
,0.107002,-1.47E-11,,
,0.109002,-1.55E-11,,
,0.111002,-1.70E-11,,
,0.113002,-1.84E-11,,
,0.115002,-1.88E-11,,
,0.117002,-1.82E-11,,
,0.119002,-1.66E-11,,
,0.121002,-1.52E-11,,
,0.123002,-1.44E-11,,
,0.125002,-1.49E-11,,
,0.127002,-1.62E-11,,
,0.129002,-1.76E-11,,
,0.131002,-1.84E-11,,
,0.133002,-1.83E-11,,
,0.135002,-1.71E-11,,
,0.137002,-1.54E-11,,
,0.139002,-1.40E-11,,
,0.141002,-1.38E-11,,
,0.143002,-1.47E-11,,
,0.145002,-1.59E-11,,
,0.147002,-1.67E-11,,
,0.149002,-1.66E-11,,
,0.151002,-1.58E-11,,
,0.153002,-1.45E-11,,
,0.155002,-1.33E-11,,
,0.157002,-1.29E-11,,
,0.159002,-1.34E-11,,
,0.161002,-1.48E-11,,
,0.163002,-1.58E-11,,
,0.165002,-1.60E-11,,
,0.167002,-1.51E-11,,
,0.169002,-1.33E-11,,
,0.171002,-1.18E-11,,
,0.173002,-1.11E-11,,
,0.175002,-1.15E-11,,
,0.177002,-1.27E-11,,
,0.179002,-1.38E-11,,
,0.181002,-1.44E-11,,
,0.183002,-1.41E-11,,
,0.185002,-1.29E-11,,
,0.187002,-1.14E-11,,
,0.189002,-1.02E-11,,
,0.191002,-1.00E-11,,
,0.193002,-1.14E-11,,
,0.195002,-1.27E-11,,
,0.197002,-1.38E-11,,
,0.199002,-1.31E-11,,
,0.201002,-1.20E-11,,
,0.203002,-1.04E-11,,
,0.205002,-9.15E-12,,
,0.207002,-8.51E-12,,
,0.209002,-8.94E-12,,
,0.211002,-1.02E-11,,
,0.213002,-1.14E-11,,
,0.215002,-1.18E-11,,
,0.217002,-1.11E-11,,
,0.219002,-9.79E-12,,
,0.221002,-8.40E-12,,
,0.223002,-7.75E-12,,
,0.225002,-8.08E-12,,
,0.227002,-9.69E-12,,
,0.229002,-1.10E-11,,
,0.231002,-1.16E-11,,
,0.233002,-1.08E-11,,
,0.235002,-9.58E-12,,
,0.237002,-8.08E-12,,
,0.239002,-7.00E-12,,
,0.241002,-6.79E-12,,
,0.243002,-7.97E-12,,
,0.245002,-9.37E-12,,
,0.247002,-1.03E-11,,
,0.249002,-1.01E-11,,
,0.251002,-9.15E-12,,
,0.253002,-7.75E-12,,
,0.255002,-6.57E-12,,
,0.257002,-6.68E-12,,
,0.259002,-7.54E-12,,
,0.261002,-8.94E-12,,
,0.263002,-9.69E-12,,
,0.265002,-1.02E-11,,
,0.267002,-9.79E-12,,
,0.269002,-8.72E-12,,
,0.271002,-7.11E-12,,
,0.273002,-6.36E-12,,
,0.275002,-7.00E-12,,
,0.277002,-8.61E-12,,
,0.279002,-1.01E-11,,
,0.281002,-1.07E-11,,
,0.283002,-1.04E-11,,
,0.285002,-9.79E-12,,
,0.287002,-8.94E-12,,
,0.289002,-8.40E-12,,
,0.291002,-8.72E-12,,
,0.293002,-1.04E-11,,
,0.295002,-1.25E-11,,
,0.297002,-1.41E-11,,
,0.299002,-1.46E-11,,
,0.301002,-1.43E-11,,
,0.303002,-1.32E-11,,
