,Task,PPG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_DFA_alpha1_ExpRange,HRV_DFA_alpha1_ExpMean,HRV_DFA_alpha1_DimRange,HRV_DFA_alpha1_DimMean,HRV_DFA_alpha2,HRV_DFA_alpha2_ExpRange,HRV_DFA_alpha2_ExpMean,HRV_DFA_alpha2_DimRange,HRV_DFA_alpha2_DimMean,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSE,HRV_CMSE,HRV_RCMSE,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
1,ACC-1,19.7290798222215,3657.714285714286,4141.221415479988,949.3020634746756,4453.397441682044,,,,,5975.488304204453,6014.465659309856,1.132188326369314,1.633667322661739,1896.0,1322.4792,0.6975101265822785,3566.0,97.40259740259741,97.40259740259741,38.5,539.0625,,0.014594608130278755,0.008884403136452092,0.00012326036282306322,1.5787590269066376e-06,72.07834646086027,0.37639635017980927,0.005222044742441458,-9.001211668875664,4252.869452911618,4036.978132782168,1.05347844675608,53937190.54352057,0.9492363162048988,8.438858431329267,15328.185005447503,0.7012987012987013,0.7236842105263158,0.9454545454545454,0.35294117647058826,48.78043726038752,49.042741210613414,48.26260217485967,50.0,0.4732871170273802,0.52671288297262,2926.1521810505114,3086.892728942812,0.5734151235073391,0.4265848764926609,3056.9685340907663,2636.690316692567,0.5207392308407424,0.4792607691592576,2992.27532198223,2870.6308144848886,0.6161355946601494,2.096611851442055,1.130683191748681,1.5007610573394397,0.43874636541390977,0.4691172074726163,0.6875601482770658,0.6713460715079209,0.36718258761513667,0.8403707669941907,0.7150295399405895,0.9028677115420147,6.2408125147208775,1.0903616566013938,,,,0.8395675507166043,1.9744944540846028,3.4437044238693835,1.220802572862643
2,ACC-3,50.309069739342554,1265.825327510917,2310.1079425424714,1737.2260759702833,1793.5393240045487,,,,,2631.775606336008,2637.564093002165,1.8249816087066308,2.079098552650275,782.0,548.562,0.7014859335038364,730.0,77.29257641921397,78.16593886462883,11.45,93.75,,0.004734236354007689,0.00046483587986115575,5.0650699450425765e-05,3.8620112156275025e-06,9.177284517385838,0.0884797494984271,0.009641168837122495,-9.890557517879724,1865.0394559759766,2690.4573565449737,0.6932053583525365,15763912.282887569,1.4425739615986062,7.904634119562875,15524.734909372784,0.6768558951965066,0.6846846846846847,0.9013157894736842,0.3673469387755102,50.171712858972704,49.70060548324193,53.721361821820466,50.45045045045045,0.6012436473431756,0.3987563526568245,1446.1508747094501,1177.720302165229,0.39691686893860983,0.6030831310613901,1695.0241542088522,2089.3668667889647,0.46323484562404704,0.5367651543759532,1575.5093201524298,1695.947967092106,0.8347548940917741,0.3038239968850047,0.4182978612836429,0.8830436709468936,0.030222349012965888,0.835314723052333,0.277398927760813,0.8734661162573083,0.4447436932285167,1.092140139127423,0.49682910263884894,0.2973979887020856,6.91124093454228,0.4165939211232128,0.14792438630403276,0.23395198656145233,0.23235519221525255,0.17163226636888984,2.0509651896420764,1.6179305920043152,1.0954345904764289
3,ACC-no task,35.54570229313813,1901.366972477064,2843.2245767337595,1050.795132698928,2914.515779955352,154.42741737793514,2892.8896225960834,,,3769.5370909681114,3778.252653634394,1.4953581385868198,1.9825405329604686,1012.0,773.9172,0.7647403162055336,1132.5,90.82568807339449,96.3302752293578,27.25,132.8125,,0.014743199201041116,0.012158605188275065,0.0003916119454567212,8.417930989373622e-06,31.047585063052598,0.44534023135297185,0.01434379615833432,-7.845239143542517,2671.628072420948,3015.3535693852164,0.88600822787281,25308366.450147916,1.1286576902348517,8.110234224121154,13613.207979454937,0.6192660550458715,0.6267281105990783,0.875,0.15789473684210525,49.97192166143541,50.95840936362643,50.13071902117915,47.465437788018434,0.5012780211437637,0.49872197885623615,1891.5392003065376,1886.7105094042106,0.5072567591612227,0.49274324083877735,2147.593914183003,2116.647709981113,0.5046274342440277,0.4953725657559724,2023.6205383584354,2004.9780640277074,0.7707905152674384,2.7221679386960163,1.5060610581237555,1.7581207136537262,-0.07635949295882885,0.5855292442374089,0.9730359790833336,0.535894452865004,2.6307175009923283,0.9465730311964242,0.8052307221987478,0.6363244337414663,7.614469760536895,0.6116978702114274,0.3120629723253364,1.0276871396507554,1.1986086395876645,0.3652312346882449,1.996819861217214,2.107159752287031,1.0690161914830631
4,lane-1,51.09500569774265,1293.819095477387,1332.2215696131825,338.80752109472064,1327.2364088392333,,,,,1846.2614860163972,1850.9395519410548,1.0296814865927033,1.4269858069571717,882.0,545.5967999999999,0.6185904761904761,836.0,86.93467336683418,92.46231155778895,33.166666666666664,460.9375,,0.016040705190609093,0.045049241554372,0.0053927065963070755,9.204840650486213e-05,8.353734947349391,0.6766720747023909,0.08100233954838325,-5.222707868648642,1308.8119087439097,1359.997575125797,0.9623634134956801,5591975.302833447,1.0391084968282502,7.454535354625947,5652.740143916129,0.628140703517588,0.6363636363636364,0.8650793650793651,0.23076923076923078,49.86862327103269,49.971468182217116,49.60519037939916,50.505050505050505,0.4911582418019948,0.5088417581980054,917.2514615168636,933.617678465413,0.5163558941000004,0.4836441058999996,977.2658062285819,945.8038635596962,0.5042401481752512,0.495759851824749,947.7337969278142,939.7305246366097,0.6802973499124374,4.444848737894422,2.3110606137732708,2.9342588902444615,-0.2920249000351978,0.6033598361746518,0.4588226372444665,0.5473326588558434,1.2762918392870595,0.9764087373736995,0.9972941184131856,1.0986122886681096,7.417982535094769,0.9383160922769207,0.0,1.0919668954718034,1.049056302732498,0.7431504248110301,1.9837505879819046,2.4143264053577784,1.0361249485159725
5,lane-3,58.591592510483686,1065.3879003558718,612.3781240810907,243.4592510583721,577.1409789944413,,,,,812.7400304789086,814.1946948213731,0.5747935788237672,0.762858326256032,890.0,287.6244,0.3231734831460674,420.0,79.7153024911032,91.45907473309609,25.545454545454547,539.0625,,0.008206420305022884,0.025868651483322843,0.009088816827664437,0.0002696100215564836,2.8462067146720504,0.5955921649136605,0.20925822493616267,-4.7007105412376635,575.7225899143044,648.352825515804,0.8879772976330937,1172666.5871404654,1.1261549170969833,6.776144660911219,2920.582889873381,0.6903914590747331,0.6942446043165468,0.8963730569948186,0.3125,50.09531727034271,50.82172642847209,49.62835617384038,45.68345323741007,0.4784076904302921,0.5215923095697079,398.21044129399166,415.7948987775853,0.5321306253100545,0.4678693746899455,472.9557774009418,443.47967143646775,0.5084455947893541,0.49155440521064564,437.183441436478,429.8602196219486,0.6962496372076938,2.6897866434922313,1.623778011932012,1.4429839300243006,0.5031765687079898,0.5265713799994943,1.2809809309684583,0.775207892410166,1.3948750189429775,0.2984458979547707,1.0574057495554334,1.120218580392492,7.545376343449853,1.1487995083819698,0.598610002979163,0.6606359385705242,0.6132452610476222,0.858352366198078,1.98902019750706,2.41550762970252,1.1000291820939332
6,lane-no task,48.61360677825719,1371.925,1408.7899765824295,564.4657366593973,1425.366362333693,360.05677053946016,1371.3965742774574,,,1952.2718090217204,1955.3365686211703,1.0268709853544689,1.4230164251119561,912.0,572.2836,0.6275039473684211,918.5,95.3125,97.8125,45.714285714285715,234.375,,0.01377917186616289,0.02813770120874504,0.00312655163599277,4.9640478467472686e-05,8.999595875796405,0.623991762160786,0.06933553136968684,-5.767824595503099,1382.6317471740645,1437.682569868616,0.9617086387159981,6244812.523075092,1.0398159689353792,7.502489514815079,5979.701177637763,0.69375,0.6981132075471698,0.9099099099099099,0.2676056338028169,49.86645676130503,50.41321899389337,49.32439454180641,49.37106918238994,0.48847009216875253,0.5115299078312474,966.3313200583877,988.8776975081048,0.48034215752614823,0.5196578424738518,996.4106475115378,1036.3865076455143,0.48424753798898745,0.5157524620110124,981.4862196180211,1012.9106806275163,0.6294449893999513,3.3179760349806218,1.6028616753561469,2.8101013374455377,-0.43269866238902777,0.6102475640945232,0.44510646687628974,0.7019630459483094,0.3320453910005656,0.9053682046695855,1.185246980387594,1.2318815924430127,8.009305907333275,1.0058955156344098,0.8061638394151703,0.9118458709797181,0.8811047634565299,0.7080847116142154,2.011181896505057,2.613855866327524,1.0922530624539664
7,manual-1,45.888370291486815,1388.6492146596859,1041.3342238569207,290.3030673945996,854.8401410191591,,,,,1408.4493003225027,1412.154286656847,0.7498900462865411,1.0142585222054579,1220.0,637.5179999999999,0.5225557377049179,859.0,88.48167539267016,94.24083769633508,38.2,585.9375,,0.010753149191985141,0.037422899808041005,0.008870672591563782,0.0002529425189237091,4.218721796093687,0.6531085371785706,0.15481194749161098,-4.725004657850667,998.5438721767081,1080.6148095850408,0.9240516262775926,3389908.2093589427,1.0821906174532199,7.237158048663808,4677.7248320557155,0.675392670157068,0.6842105263157895,0.8846153846153846,0.18181818181818182,49.60295796317435,49.757302728876944,50.210850263325845,50.0,0.5142667801003591,0.4857332198996407,716.0879316996802,695.9387554395511,0.4950586939371192,0.5049413060628808,760.3249832072543,767.8764787421233,0.5039058221235683,0.4960941778764318,738.5377465015033,732.7909108088588,0.6304830615075667,3.356386708109569,1.7277455619914313,1.9046935977123538,-0.03863649580953754,0.48050522043312777,3.7195066669349135,1.609723896694683,3.647433792414736,-0.653975907543208,1.0347408980578154,1.2196902202213458,7.384994862055837,1.057903299781473,0.0,1.2253924852239018,1.149660355710989,1.095213606962665,2.001589629874223,3.0320143276948164,1.1108272627486961
8,manual-3,50.74999790318089,1282.379746835443,1106.8397251703564,129.97631480375966,1111.7215410024896,126.86970953543705,1111.5298031392124,,,1507.3829886847839,1510.5867617835083,0.8631138536784672,1.1754575759673267,988.0,533.736,0.5402186234817814,734.0,94.09282700421942,97.0464135021097,47.4,148.4375,,0.006909896701290355,0.039051438603979714,0.009454177273530096,0.00024016430959912258,4.130601476377679,0.7016613719798184,0.16986905563088564,-4.661298595620181,1068.1461428277466,1146.8960067532396,0.9313365261873857,3848616.0782661913,1.073725739173682,7.292274699828376,4925.807050425866,0.6708860759493671,0.6779661016949152,0.8875,0.25,50.0141993987289,50.3687009134399,50.375234570596184,48.728813559322035,0.5040827724868426,0.49591722751315725,758.3708125723866,752.2033790167758,0.5020010978162739,0.49799890218372617,812.5991693873204,809.3534705044292,0.5029680202492729,0.49703197975072727,785.9528291986311,781.3011466847529,0.6325585591444622,2.6009540239665245,1.2105556368416215,1.6606012946526112,-0.019716135084892228,0.543483868671494,1.1814257478682118,0.781645248936072,1.0956080722816661,0.4496803860417383,1.1443784874778533,1.3572056318629653,7.659778428195765,1.0146141875961598,0.691987772211755,1.1099617743116457,1.0674231317845708,0.8564409101700616,2.001116775599082,2.4801343442152626,1.0318609312904896
9,manual-no task,57.2591801771107,1129.77308707124,967.1686388048026,204.47907690751137,953.1680667156463,146.9418901782386,950.2516379164413,,,1354.4311717255325,1356.2262351521774,0.8560733565640477,1.1988523954280796,866.0,456.64079999999996,0.5272988452655889,643.0,90.23746701846966,96.30606860158312,37.9,226.5625,,0.01587194096404491,0.028619453871914793,0.010338762846348215,0.000179443638569545,2.7681700699831366,0.5202628847457765,0.18794469689102083,-4.571855064415275,958.9967676992057,977.0777647381059,0.9814948229389433,2943717.612445065,1.0188540750583337,7.1758662562390025,3981.998649009228,0.6807387862796834,0.6843501326259948,0.8953488372093024,0.2808988764044944,50.028580074644424,50.222163233817675,49.94623927854388,50.663129973474796,0.5001508865556397,0.4998491134443604,678.2154653991837,678.010829080283,0.48521315109487706,0.5147868489051228,680.605433484888,701.0400860553277,0.4925425279146853,0.5074574720853147,679.4115003426803,689.6215942843561,0.526551895141138,3.9384259920088107,1.8152947341056098,3.1733330399272233,-0.45624549132134185,0.6671543948853098,1.0643043943184685,0.7750118933518854,1.1731351108714185,0.45882426545899974,1.2209241058436144,1.2442324786116365,7.9946333916531795,1.0210165729999032,0.8403298841482755,1.1594961781889557,1.112670266450958,0.7006009077516046,2.005785705650369,2.435765149239012,1.062281107635993
10,rest,20.416572790689983,3445.734806629834,4990.9996790170635,2444.4624353453887,4969.833044503301,1912.0638710932483,5469.224445177159,,,6187.4500635470895,6204.706739206381,1.4484572838902263,1.7956837687108143,1410.0,836.1863999999999,0.5930399999999999,1842.0,96.13259668508287,97.79005524861878,45.25,1125.0,,0.022583482960160238,0.005845424252724944,3.0488314392298186e-05,3.481095970911167e-07,191.72671133965963,0.20539272339583464,0.0010712786025519655,-10.3981670824445,4387.390210566702,5548.811945667278,0.7906900168048661,76481454.91981237,1.2647181306790034,8.590526250966708,28070.732285654576,0.6685082872928176,0.6777777777777777,0.9180327868852459,0.2765957446808511,49.91447348678091,50.2735294069821,49.91562083423258,49.44444444444444,0.493382110196975,0.5066178898030247,3081.7552551287986,3122.818237268503,0.5486352557094532,0.45136474429054685,4110.000384927737,3727.896302779054,0.5273800449522007,0.4726199550477994,3632.4453620543363,3438.6919451508375,0.7043719406341198,1.9241841038071512,1.226640604458067,1.9526663101549937,0.1374017513607373,0.8315087846769884,0.4168437063446928,0.6112962789815901,1.0691315886752115,1.0583698119984999,0.6397975176171791,0.46855749739573577,7.378298925757241,0.6339836707522233,0.0,0.622245260360386,0.6289470020327715,0.4137711166991845,1.9416729627749902,2.4495016827922584,1.1187615411671081
