,Task,PPG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_DFA_alpha1_ExpRange,HRV_DFA_alpha1_ExpMean,HRV_DFA_alpha1_DimRange,HRV_DFA_alpha1_DimMean,HRV_DFA_alpha2,HRV_DFA_alpha2_ExpRange,HRV_DFA_alpha2_ExpMean,HRV_DFA_alpha2_DimRange,HRV_DFA_alpha2_DimMean,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSE,HRV_CMSE,HRV_RCMSE,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
1,ACC-1,61.00379652056114,1031.9701492537313,505.28140919331486,145.9491561830762,479.411307950803,,,,,623.089667770536,624.2597826194702,0.48962793115547854,0.6037865225279269,932.0,447.74519999999995,0.48041330472103,617.0,92.53731343283582,97.01492537313433,67.0,429.6875,,0.0167010153609221,0.01845744103327284,0.018410714163692176,0.0025902858029929463,1.0025380259106307,0.3286613195588205,0.3278292803510262,-3.9948224923281033,441.4183255122674,561.2622085642428,0.7864743408280661,778334.0544273717,1.2714972988783284,6.59813614250017,2854.5735286076792,0.6268656716417911,0.6315789473684211,0.875,0.20833333333333334,50.01036765292286,49.743112504431274,50.0895811623872,52.255639097744364,0.5051487997195763,0.49485120028042384,313.7328733006372,310.5186420614215,0.5240874606391731,0.47591253936082695,406.3195186304542,387.1946739591437,0.516849862802403,0.4831501371975972,362.9902664050082,350.9569365392261,0.7195314497880005,1.0880546627964027,1.0349753326208135,1.684271139743455,0.4423200536466233,0.851108191615867,0.6181993298435877,0.7021533688775656,0.465107732196707,1.1449653734293759,1.1059535293825418,1.8194110005585649,7.7339266904254815,1.4873838555699372,0.8696261258596315,1.2561282994683178,1.2176533301133956,1.380953419988308,1.9909436213095557,2.6642525248494096,1.113601865846782
2,ACC-3,47.97025616831636,1359.3490566037735,1152.3551037614154,212.61210301342408,1123.2140518838355,,,,,1550.4443454205139,1554.123120220929,0.8477256802903029,1.14057852755949,1096.0,541.149,0.49374908759124086,732.0,93.86792452830188,98.11320754716981,53.0,328.125,,0.007316538295868151,0.020908893765652612,0.0066210343299263254,0.00039513390615133034,3.1579497588687584,0.5933014842994366,0.18787552988555753,-5.017503678046628,1098.9309971070147,1207.1860304896811,0.9103244813570665,4167681.2620695774,1.0985094001967846,7.326864607341183,5304.420809116627,0.6415094339622641,0.6492890995260664,0.8832116788321168,0.19607843137254902,49.71734759403324,49.21871399268154,51.392278164285685,52.60663507109005,0.538558810513317,0.461441189486683,806.4720701921425,746.5019439900692,0.4415730357038624,0.5584269642961378,802.1867309634504,902.1056262298811,0.48552343215819693,0.5144765678418031,804.3322545235355,827.9673040816764,0.683078906368845,2.3773177932774514,1.2028905040881996,2.2254308799754763,-0.2064810186658086,0.7963415918688722,0.41595428951446445,0.5504847513356015,1.3062748160470994,1.0285560959021511,1.1395484799397755,1.4666107789360965,7.520373284751878,1.0876973393344898,0.6742876526616886,1.1446119401242543,1.089012297384067,0.8287007103992299,2.0036486444827735,2.3945219667117774,1.020668739281932
3,ACC-no task,32.33725969973154,2210.1428571428573,2835.6562089150116,474.1039892536465,2699.342457606164,400.179847056543,2736.773385676425,,,4103.694844557221,4116.036268866661,1.2830194210073738,1.85675547229659,1431.0,1051.1634,0.7345656184486372,1903.5,97.61904761904762,98.21428571428571,56.0,218.75,,0.0037145819438761923,0.0004339032855891098,6.689283551949611e-05,5.239545854509183e-07,6.486543472396941,0.10292062850961133,0.015866790833605492,-9.612418688949104,2910.4771573253915,2773.1377421645557,1.049524916513392,25356278.277912494,0.9528120621681686,8.111055619345791,10569.116363152758,0.6785714285714286,0.688622754491018,0.9304347826086956,0.2558139534883721,49.95026394022629,50.042098224160426,49.661640965566015,50.29940119760479,0.49540697328764893,0.5045930267123513,2048.5440642399008,2067.4493306825584,0.47823326326378757,0.5217667367362123,1917.7470862249668,2003.1323097322302,0.48723486440966374,0.5127651355903362,1984.2236101126407,2035.5448638181545,0.6498777875183194,1.668868741824357,0.9512948848403054,1.2398510542160164,0.29873320722038005,-0.316249692148882,1.4258680093598828,-0.19441783983884112,3.5483769645995924,1.415995361417075,1.0921863334742974,1.2328919042979847,7.344698375159714,1.0207147594020474,0.0,0.7395202962545407,0.6997815054400113,0.520200726825062,2.0256937169088225,1.935813404777576,1.0560453461112516
4,lane-1,45.095995271627764,1439.857142857143,1032.355802310474,311.3292078418305,989.6262904804647,,,,,1263.849382457602,1267.099740538046,0.7169848810569817,0.8777602616532606,1162.0,744.2651999999999,0.6405036144578312,1132.5,96.93877551020408,98.9795918367347,39.2,414.0625,,0.008240487886802423,0.04413350913018587,0.015092446583099706,0.0003632934504908667,2.92421171658185,0.6506513374403422,0.22250486644000497,-4.193560886600953,895.9748189741672,1155.485295467336,0.7754099705888426,3252446.0388135393,1.289640368230763,7.219180209894901,5960.641927726909,0.6581632653061225,0.6666666666666666,0.9076923076923077,0.21568627450980393,49.85787192010098,49.9578486343582,49.622495870842734,47.69230769230769,0.4842600826137509,0.5157399173862491,623.4994853625965,643.4460462486265,0.4814203915787039,0.5185796084212958,801.727284789072,832.0935217065323,0.48248667590868133,0.5175133240913189,718.1637165099197,743.7749805213164,0.7618042274008453,1.2656224068180641,1.1132561037650441,1.929673726065671,0.35233023864897234,0.687815889061895,0.35471790725535446,0.5432641250462227,1.0152856702732138,1.145310527466756,1.0582259367767635,1.6413555154024053,7.468001234410294,1.3403940561942909,0.0,1.2441161092100677,1.326401273967342,1.3086646465855059,1.9770165362205165,3.2389877811117,1.1266662524456177
5,lane-3,38.64627955312501,1814.128205128205,2106.882836486929,551.5119086629493,2016.9380177030157,,,,,3086.3838450052963,3096.3883069308126,1.1613748303626839,1.7013041505449613,1055.0,698.3045999999999,0.6619000947867298,1093.0,96.15384615384616,98.07692307692307,52.0,125.0,,0.0162775938744567,0.028162936199687176,0.0010450060209545402,1.479049558133652e-05,26.950022904138194,0.6189611879721332,0.022967000442774808,-6.863732631902975,2189.4771690175103,2033.452174824346,1.0767291191427415,13986989.7364615,0.928738697803742,7.852694366160843,7554.182899570201,0.6666666666666666,0.6774193548387096,0.9333333333333333,0.2857142857142857,50.014963287747506,50.58238425560931,49.16737943471984,49.67741935483871,0.4766941043832974,0.5233058956167025,1511.6815699184694,1583.8652909071086,0.5518550755777082,0.44814492442229176,1510.589575130659,1361.266646474686,0.5115013950871002,0.4884986049128996,1511.1356711633462,1476.766085496396,0.4989926584820823,2.7032380253247377,1.2711843437733783,2.370944754285101,-0.12085536759419999,0.6031201605922628,1.1054616825851256,0.9387788506747523,0.7348344075362694,0.6390636824585323,0.9777189155385453,1.2368643824275696,7.208479141939173,0.9977560073343653,0.0,1.0388355374127,1.0004810180416843,0.7147352132798636,2.0774204185430993,2.6443266126377205,1.214233703143708
6,lane-no task,25.33231576642312,2851.4307692307693,5318.025758497054,1642.7978612339227,5433.665050903794,761.6920439373472,5549.23315956775,,,7013.160260339792,7040.502087623675,1.8650376561419018,2.4595232456693075,1166.0,779.8475999999999,0.6688229845626071,1603.0,97.6923076923077,98.46153846153847,32.5,421.875,,0.013518752770921405,0.0006489865314394722,9.9749357257271e-06,2.015522242535463e-07,65.061725637552,0.04577446650395452,0.0007035544485702149,-11.515435038745236,4978.386769116745,5672.1020641652885,0.8776969653929119,88712035.33092844,1.1393453998696892,8.654952653392566,25849.933577592365,0.6307692307692307,0.6434108527131783,0.9397590361445783,0.20512820512820512,49.98998327439772,50.87402565586421,46.70501712994067,50.3875968992248,0.4246559669936374,0.5753440330063626,3244.1972451786896,3776.177866739065,0.6140026715357081,0.38599732846429197,4444.564031711301,3524.002326095476,0.5316102380925194,0.46838976190748055,3890.948804443899,3652.2672188365623,0.6481750083813883,1.751074650377131,1.0260074722560968,1.2466121991319201,0.4318769895227567,-0.005448694849826744,8.237963438789132,2.845012379987822,10.0112821084384,-2.1875339986481466,0.8771830570822785,0.7733535409627565,6.945444736105379,0.7334022092928764,0.0,0.8243858607915143,0.8058724917568895,0.39707492728654936,1.998831396818322,2.11573083622248,1.1884007068201998
7,manual-1,51.00476479057812,1265.4363636363637,953.0656761978861,261.8880276319005,897.6150105512246,,,,,1282.0456043007398,1284.98230980381,0.7531518009006413,1.0131253069230979,996.0,596.0052,0.5983987951807228,882.5,93.63636363636364,97.27272727272728,55.0,406.25,,0.015616445451362232,0.0353874355540719,0.0029768396368017166,9.473867219020888e-05,11.887585450216514,0.6544084137743305,0.05504973373397803,-5.816893065782092,908.619704967027,998.8570639530325,0.9096593874714305,2851250.4642384932,1.0993125710269294,7.162005478958008,4392.224508250472,0.6045454545454545,0.6118721461187214,0.8582089552238806,0.1111111111111111,49.93693253485756,49.94492344226747,49.25803538788279,52.054794520547944,0.4782668760736898,0.5217331239263104,628.3728878926366,656.3061771499165,0.526264897375199,0.47373510262480123,724.6120414356805,687.4975080793299,0.5045314603258813,0.4954685396741188,678.2017018675625,672.0828154998557,0.5947083660663354,2.9879006455509907,1.3955057200479641,2.62704303330385,-0.36616934635591564,0.7852312423440055,0.2458220001150212,0.6593096543210862,0.9714183816392223,1.0344211738418483,1.1621400691835162,1.548813290617666,7.635905168070115,1.2559325824524825,0.7710358077245111,1.3450773715000477,1.3599768312881244,0.9101154415772124,1.9570268901677756,2.361934782527291,1.0610945063897264
8,manual-3,70.79399418586056,896.7015384615385,442.27422938614376,31.65182714363581,446.26939744606733,,,,,642.4737396756692,643.4671332498901,0.49322345330749523,0.71648559985517,794.0,391.40639999999996,0.49295516372795967,574.0,93.53846153846153,97.53846153846155,46.42857142857143,109.375,,0.01375771254886497,0.04028118934608169,0.04981723271126201,0.009744479907126409,0.8085794243038206,0.35458601626977343,0.43852960588883244,-2.999394316430246,454.99997339166504,429.92322476015,1.0583284344443247,614542.8223155465,0.9448862635208796,6.495522260564862,1624.9141977778615,0.6738461538461539,0.6790123456790124,0.8727272727272727,0.2535211267605634,50.070011524020764,49.95566560891662,50.15900578473064,49.691358024691354,0.5068380266139483,0.4931619733860517,323.9263093204518,319.5261584663648,0.4859458350971712,0.5140541649028291,299.698685967968,308.2445081704454,0.49698350003440644,0.5030164999655934,312.04771769786726,313.9360147876572,0.5970227290114174,1.8807910463597355,1.0305229681164536,2.7946239905043946,-0.03866788468775737,0.6236030477817406,0.21972152902011766,0.6335050541512788,0.37503009125454856,0.9195576211988815,1.269733573727419,2.1867532774689242,7.900791398723763,1.5369731196939234,1.3018624710299538,1.0722212720184265,1.0152417036305723,1.5334277719024272,2.008877905205527,3.5017466684346696,1.104014535508862
9,manual-no task,36.30817104659289,1922.1161825726142,2436.8403284674537,558.4677144537027,2451.5544189953453,486.79087022699684,2416.8310078700965,,,3481.6489914981375,3488.924644205262,1.2677903399189523,1.8113624051789632,1178.0,818.3951999999999,0.6947327674023769,1361.9999999999998,94.1908713692946,96.6804979253112,48.2,296.875,,0.015070033353165008,0.012074661177215541,0.0004545464517401796,6.771354807249399e-06,26.564196312586027,0.43739244298835306,0.016465487524691947,-7.6962104455204186,2467.0422749664035,2416.0076701458597,1.021123527649009,18725127.046325598,0.9793134453598941,7.979394882946432,9464.11518186589,0.6473029045643154,0.6541666666666667,0.8980891719745223,0.1746031746031746,50.04934139957954,50.33653227554592,50.455237691951794,52.083333333333336,0.5128838227952387,0.48711617720476147,1766.7949849454667,1721.8405594403598,0.44321150519208746,0.5567884948079125,1608.4361355197043,1802.7829209746985,0.4787757615247491,0.521224238475251,1689.472006408217,1762.7763857466375,0.7007342300199345,3.683696788696084,2.017275277004297,3.2288946542032235,-0.43057817939672827,0.5578706498636781,0.48733423321767144,0.6104811008329397,0.9116129098144061,0.9129075578395647,1.1075712351274483,1.1660149007501068,7.748948361108275,0.9576930782179701,0.5568620465441156,0.8390034758419163,0.8165126981630122,0.6706228242019718,2.0071022659504583,2.6433437905980224,1.116341234156924
10,rest,58.328086602420115,1059.824915824916,1120.2531677484023,865.0216924830369,896.1394075605351,912.7543435863587,988.1811990804357,,,1215.2408237450134,1216.2667754476927,1.0570172025786466,1.1466430026313632,705.0,149.74259999999998,0.21240085106382975,457.0,56.3973063973064,77.94612794612794,25.82608695652174,460.9375,,0.0031855675999003,0.004736736880033903,0.0008708755600855801,2.5444200107568135e-05,5.439051337677254,0.5371287800743735,0.0987541294846013,-7.046011461484495,860.0304846509592,1331.9475624529932,0.6456939513948105,3598743.1034570383,1.5487213374692876,7.26312095557744,8251.262441444629,0.5572390572390572,0.5568760611205433,0.7774390243902439,0.14285714285714285,49.994710972264336,50.20165697533835,50.4874292376849,51.44312393887945,0.5152975406121285,0.4847024593878714,617.3662454986352,598.7581771714936,0.4810837299044668,0.5189162700955331,923.8414888922175,959.4796571714696,0.49115094496956047,0.5088490550304394,785.6921081695011,799.722629183272,0.7611525783539741,2.5552237910667173,1.6475332340036206,2.378533297690323,0.1399191641428065,0.4190565480767696,1.1207119754971613,0.7178990322726623,0.6656387351683655,0.7116010340159978,0.6466834046114076,0.2284359280655867,7.9458539779078645,0.426716883988259,0.17811715489870986,0.16960858320356723,0.1689593376787275,0.3152045837735883,2.0185088184586975,2.1291399303314074,0.8221530528660617
