5/5/2019, 5:57:21 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.000998,-7.34E-11,,
,0.002998,-1.46E-10,,
,0.004998,-2.18E-10,,
,0.006998,-2.17E-10,,
,0.008998,-2.15E-10,,
,0.010998,-2.14E-10,,
,0.012998,-2.13E-10,,
,0.014998,-2.12E-10,,
,0.016998,-2.12E-10,,
,0.018998,-2.11E-10,,
,0.020998,-2.09E-10,,
,0.022998,-2.08E-10,,
,0.024998,-2.07E-10,,
,0.026998,-2.06E-10,,
,0.028998,-2.05E-10,,
,0.030998,-2.04E-10,,
,0.032998,-2.03E-10,,
,0.034998,-2.03E-10,,
,0.036998,-2.02E-10,,
,0.038998,-2.00E-10,,
,0.040998,-1.99E-10,,
,0.042998,-1.98E-10,,
,0.044998,-1.97E-10,,
,0.046998,-1.96E-10,,
,0.048998,-1.96E-10,,
,0.050998,-1.95E-10,,
,0.052998,-1.94E-10,,
,0.054998,-1.93E-10,,
,0.056998,-1.92E-10,,
,0.058998,-1.91E-10,,
,0.060998,-1.90E-10,,
,0.062998,-1.89E-10,,
,0.064998,-1.89E-10,,
,0.066998,-1.89E-10,,
,0.068998,-1.88E-10,,
,0.070998,-1.87E-10,,
,0.072998,-1.86E-10,,
,0.074998,-1.86E-10,,
,0.076998,-1.85E-10,,
,0.078998,-1.84E-10,,
,0.080998,-1.84E-10,,
,0.082998,-1.83E-10,,
,0.084998,-1.83E-10,,
,0.086998,-1.82E-10,,
,0.088998,-1.81E-10,,
,0.090998,-1.80E-10,,
,0.092998,-1.79E-10,,
,0.094998,-1.79E-10,,
,0.096998,-1.79E-10,,
,0.098998,-1.79E-10,,
,0.100998,-1.78E-10,,
,0.102998,-1.78E-10,,
,0.104998,-1.77E-10,,
,0.106998,-1.76E-10,,
,0.108998,-1.75E-10,,
,0.110998,-1.74E-10,,
,0.112998,-1.74E-10,,
,0.114998,-1.74E-10,,
,0.116998,-1.73E-10,,
,0.118998,-1.73E-10,,
,0.120998,-1.72E-10,,
,0.122998,-1.71E-10,,
,0.124998,-1.70E-10,,
,0.126998,-1.69E-10,,
,0.128998,-1.68E-10,,
,0.130998,-1.68E-10,,
,0.132998,-1.68E-10,,
,0.134998,-1.67E-10,,
,0.136998,-1.66E-10,,
,0.138998,-1.65E-10,,
,0.140998,-1.64E-10,,
,0.142998,-1.63E-10,,
,0.144998,-1.62E-10,,
,0.146998,-1.62E-10,,
,0.148998,-1.62E-10,,
,0.150998,-1.61E-10,,
,0.152998,-1.60E-10,,
,0.154998,-1.59E-10,,
,0.156998,-1.58E-10,,
,0.158998,-1.57E-10,,
,0.160998,-1.55E-10,,
,0.162998,-1.55E-10,,
,0.164998,-1.55E-10,,
,0.166998,-1.54E-10,,
,0.168998,-1.54E-10,,
,0.170998,-1.53E-10,,
,0.172998,-1.52E-10,,
,0.174998,-1.50E-10,,
,0.176998,-1.49E-10,,
,0.178998,-1.48E-10,,
,0.180998,-1.48E-10,,
,0.182998,-1.47E-10,,
,0.184998,-1.46E-10,,
,0.186998,-1.45E-10,,
,0.188998,-1.44E-10,,
,0.190998,-1.42E-10,,
,0.192998,-1.41E-10,,
,0.194998,-1.40E-10,,
,0.196998,-1.40E-10,,
,0.198998,-1.40E-10,,
,0.200998,-1.39E-10,,
,0.202998,-1.38E-10,,
,0.204998,-1.37E-10,,
,0.206998,-1.36E-10,,
,0.208998,-1.35E-10,,
,0.210998,-1.34E-10,,
,0.212998,-1.33E-10,,
,0.214998,-1.33E-10,,
,0.216998,-1.32E-10,,
,0.218998,-1.32E-10,,
,0.220998,-1.32E-10,,
,0.222998,-1.31E-10,,
,0.224998,-1.30E-10,,
,0.226998,-1.29E-10,,
,0.228998,-1.28E-10,,
,0.230998,-1.28E-10,,
,0.232998,-1.28E-10,,
,0.234998,-1.28E-10,,
,0.236998,-1.27E-10,,
,0.238998,-1.27E-10,,
,0.240998,-1.26E-10,,
,0.242998,-1.25E-10,,
,0.244998,-1.25E-10,,
,0.246998,-1.25E-10,,
,0.248998,-1.24E-10,,
,0.250998,-1.24E-10,,
,0.252998,-1.23E-10,,
,0.254998,-1.23E-10,,
,0.256998,-1.22E-10,,
,0.258998,-1.21E-10,,
,0.260998,-1.20E-10,,
,0.262998,-1.20E-10,,
,0.264998,-1.20E-10,,
,0.266998,-1.20E-10,,
,0.268998,-1.20E-10,,
,0.270998,-1.19E-10,,
,0.272998,-1.18E-10,,
,0.274998,-1.17E-10,,
,0.276998,-1.16E-10,,
,0.278998,-1.16E-10,,
,0.280998,-1.16E-10,,
,0.282998,-1.15E-10,,
,0.284998,-1.15E-10,,
,0.286998,-1.14E-10,,
,0.288998,-1.13E-10,,
,0.290998,-1.12E-10,,
,0.292998,-1.11E-10,,
,0.294998,-1.10E-10,,
,0.296998,-1.09E-10,,
,0.298998,-1.09E-10,,
,0.300998,-1.08E-10,,
,0.302998,-1.08E-10,,
