5/8/2019, 5:56:44 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.000999,1.29E-10,,
,0.002999,2.58E-10,,
,0.004999,3.88E-10,,
,0.006999,3.89E-10,,
,0.008999,3.91E-10,,
,0.010999,3.93E-10,,
,0.012999,3.96E-10,,
,0.014999,3.98E-10,,
,0.016999,3.99E-10,,
,0.018999,3.99E-10,,
,0.020999,3.99E-10,,
,0.022999,3.99E-10,,
,0.024999,4.00E-10,,
,0.026999,4.02E-10,,
,0.028999,4.04E-10,,
,0.030999,4.07E-10,,
,0.032999,4.08E-10,,
,0.034999,4.08E-10,,
,0.036999,4.07E-10,,
,0.038999,4.07E-10,,
,0.040999,4.08E-10,,
,0.042999,4.10E-10,,
,0.044999,4.13E-10,,
,0.046999,4.15E-10,,
,0.048999,4.17E-10,,
,0.050999,4.17E-10,,
,0.052999,4.16E-10,,
,0.054999,4.16E-10,,
,0.056999,4.16E-10,,
,0.058999,4.17E-10,,
,0.060999,4.20E-10,,
,0.062999,4.22E-10,,
,0.064999,4.24E-10,,
,0.066999,4.25E-10,,
,0.068999,4.25E-10,,
,0.070999,4.25E-10,,
,0.072999,4.25E-10,,
,0.074999,4.27E-10,,
,0.076999,4.29E-10,,
,0.078999,4.32E-10,,
,0.080999,4.34E-10,,
,0.082999,4.35E-10,,
,0.084999,4.34E-10,,
,0.086999,4.33E-10,,
,0.088999,4.33E-10,,
,0.090999,4.33E-10,,
,0.092999,4.34E-10,,
,0.094999,4.36E-10,,
,0.096999,4.38E-10,,
,0.098999,4.38E-10,,
,0.100999,4.38E-10,,
,0.102999,4.37E-10,,
,0.104999,4.36E-10,,
,0.106999,4.36E-10,,
,0.108999,4.36E-10,,
,0.110999,4.38E-10,,
,0.112999,4.40E-10,,
,0.114999,4.42E-10,,
,0.116999,4.42E-10,,
,0.118999,4.41E-10,,
,0.120999,4.40E-10,,
,0.122999,4.39E-10,,
,0.124999,4.40E-10,,
,0.126999,4.42E-10,,
,0.128999,4.45E-10,,
,0.130999,4.48E-10,,
,0.132999,4.49E-10,,
,0.134999,4.50E-10,,
,0.136999,4.49E-10,,
,0.138999,4.50E-10,,
,0.140999,4.51E-10,,
,0.142999,4.53E-10,,
,0.144999,4.56E-10,,
,0.146999,4.59E-10,,
,0.148999,4.61E-10,,
,0.150999,4.61E-10,,
,0.152999,4.61E-10,,
,0.154999,4.60E-10,,
,0.156999,4.61E-10,,
,0.158999,4.62E-10,,
,0.160999,4.65E-10,,
,0.162999,4.68E-10,,
,0.164999,4.71E-10,,
,0.166999,4.72E-10,,
,0.168999,4.72E-10,,
,0.170999,4.72E-10,,
,0.172999,4.73E-10,,
,0.174999,4.74E-10,,
,0.176999,4.77E-10,,
,0.178999,4.80E-10,,
,0.180999,4.82E-10,,
,0.182999,4.84E-10,,
,0.184999,4.84E-10,,
,0.186999,4.83E-10,,
,0.188999,4.83E-10,,
,0.190999,4.84E-10,,
,0.192999,4.86E-10,,
,0.194999,4.88E-10,,
,0.196999,4.91E-10,,
,0.198999,4.93E-10,,
,0.200999,4.94E-10,,
,0.202999,4.94E-10,,
,0.204999,4.93E-10,,
,0.206999,4.93E-10,,
,0.208999,4.94E-10,,
,0.210999,4.96E-10,,
,0.212999,4.98E-10,,
,0.214999,4.98E-10,,
,0.216999,4.98E-10,,
,0.218999,4.96E-10,,
,0.220999,4.94E-10,,
,0.222999,4.92E-10,,
,0.224999,4.91E-10,,
,0.226999,4.91E-10,,
,0.228999,4.92E-10,,
,0.230999,4.92E-10,,
,0.232999,4.92E-10,,
,0.234999,4.90E-10,,
,0.236999,4.87E-10,,
,0.238999,4.84E-10,,
,0.240999,4.82E-10,,
,0.242999,4.81E-10,,
,0.244999,4.80E-10,,
,0.246999,4.78E-10,,
,0.248999,4.76E-10,,
,0.250999,4.72E-10,,
,0.252999,4.68E-10,,
,0.254999,4.63E-10,,
,0.256999,4.59E-10,,
,0.258999,4.56E-10,,
,0.260999,4.54E-10,,
,0.262999,4.51E-10,,
,0.264999,4.48E-10,,
,0.266999,4.43E-10,,
,0.268999,4.37E-10,,
,0.270999,4.30E-10,,
,0.272999,4.24E-10,,
,0.274999,4.19E-10,,
,0.276999,4.14E-10,,
,0.278999,4.10E-10,,
,0.280999,4.05E-10,,
,0.282999,3.98E-10,,
,0.284999,3.90E-10,,
,0.286999,3.81E-10,,
,0.288999,3.73E-10,,
,0.290999,3.65E-10,,
,0.292999,3.59E-10,,
,0.294999,3.54E-10,,
,0.296999,3.48E-10,,
,0.298999,3.42E-10,,
,0.300999,3.34E-10,,
,0.302999,3.26E-10,,
,0.304999,3.18E-10,,
,0.306999,3.10E-10,,
,0.308999,3.03E-10,,
,0.310999,2.97E-10,,
,0.312999,2.92E-10,,
,0.314999,2.86E-10,,
,0.316999,2.79E-10,,
,0.318999,2.71E-10,,
,0.320999,2.63E-10,,
,0.322999,2.55E-10,,
