5/3/2019, 2:15:51 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.001004,1.68E-11,,
,0.003004,3.30E-11,,
,0.005004,4.88E-11,,
,0.007004,4.73E-11,,
,0.009004,4.61E-11,,
,0.011004,4.47E-11,,
,0.013004,4.39E-11,,
,0.015004,4.27E-11,,
,0.017004,4.16E-11,,
,0.019004,3.97E-11,,
,0.021004,3.81E-11,,
,0.023004,3.63E-11,,
,0.025004,3.53E-11,,
,0.027004,3.45E-11,,
,0.029004,3.42E-11,,
,0.031004,3.34E-11,,
,0.033004,3.22E-11,,
,0.035004,3.08E-11,,
,0.037004,2.94E-11,,
,0.039004,2.81E-11,,
,0.041004,2.70E-11,,
,0.043004,2.62E-11,,
,0.045004,2.55E-11,,
,0.047004,2.48E-11,,
,0.049004,2.40E-11,,
,0.051004,2.31E-11,,
,0.053004,2.17E-11,,
,0.055004,2.05E-11,,
,0.057004,1.94E-11,,
,0.059004,1.89E-11,,
,0.061004,1.85E-11,,
,0.063004,1.83E-11,,
,0.065004,1.82E-11,,
,0.067004,1.76E-11,,
,0.069004,1.66E-11,,
,0.071004,1.54E-11,,
,0.073004,1.44E-11,,
,0.075004,1.38E-11,,
,0.077004,1.35E-11,,
,0.079004,1.34E-11,,
,0.081004,1.30E-11,,
,0.083004,1.24E-11,,
,0.085004,1.17E-11,,
,0.087004,1.09E-11,,
,0.089004,1.04E-11,,
,0.091004,9.96E-12,,
,0.093004,9.85E-12,,
,0.095004,9.85E-12,,
,0.097004,9.85E-12,,
,0.099004,9.74E-12,,
,0.101004,8.89E-12,,
,0.103004,8.24E-12,,
,0.105004,7.38E-12,,
,0.107004,7.06E-12,,
,0.109004,6.74E-12,,
,0.111004,6.85E-12,,
,0.113004,7.06E-12,,
,0.115004,7.27E-12,,
,0.117004,7.06E-12,,
,0.119004,6.63E-12,,
,0.121004,5.99E-12,,
,0.123004,5.56E-12,,
,0.125004,5.56E-12,,
,0.127004,5.99E-12,,
,0.129004,6.42E-12,,
,0.131004,6.63E-12,,
,0.133004,6.52E-12,,
,0.135004,6.20E-12,,
,0.137004,5.77E-12,,
,0.139004,5.34E-12,,
,0.141004,5.45E-12,,
,0.143004,5.56E-12,,
,0.145004,5.88E-12,,
,0.147004,5.88E-12,,
,0.149004,5.88E-12,,
,0.151004,5.66E-12,,
,0.153004,5.24E-12,,
,0.155004,5.24E-12,,
,0.157004,5.13E-12,,
,0.159004,5.34E-12,,
,0.161004,5.34E-12,,
,0.163004,5.77E-12,,
,0.165004,5.99E-12,,
,0.167004,5.77E-12,,
,0.169004,5.02E-12,,
,0.171004,4.48E-12,,
,0.173004,4.16E-12,,
,0.175004,4.48E-12,,
,0.177004,4.81E-12,,
,0.179004,5.34E-12,,
,0.181004,5.56E-12,,
,0.183004,5.45E-12,,
,0.185004,5.02E-12,,
,0.187004,4.38E-12,,
,0.189004,4.16E-12,,
,0.191004,3.95E-12,,
,0.193004,4.27E-12,,
,0.195004,4.38E-12,,
,0.197004,4.81E-12,,
,0.199004,4.70E-12,,
,0.201004,4.38E-12,,
,0.203004,3.62E-12,,
,0.205004,3.09E-12,,
,0.207004,2.66E-12,,
,0.209004,2.77E-12,,
,0.211004,3.09E-12,,
,0.213004,3.62E-12,,
,0.215004,3.73E-12,,
,0.217004,3.41E-12,,
,0.219004,2.77E-12,,
,0.221004,2.12E-12,,
,0.223004,1.69E-12,,
,0.225004,1.59E-12,,
,0.227004,1.91E-12,,
,0.229004,2.23E-12,,
,0.231004,2.44E-12,,
,0.233004,2.01E-12,,
,0.235004,1.48E-12,,
,0.237004,9.41E-13,,
,0.239004,7.26E-13,,
,0.241004,6.19E-13,,
,0.243004,5.11E-13,,
,0.245004,4.04E-13,,
,0.247004,6.19E-13,,
,0.249004,5.11E-13,,
,0.251004,2.97E-13,,
,0.253004,-5.62E-13,,
,0.255004,-1.21E-12,,
,0.257004,-1.42E-12,,
,0.259004,-1.31E-12,,
,0.261004,-1.10E-12,,
,0.263004,-9.92E-13,,
,0.265004,-1.10E-12,,
,0.267004,-1.31E-12,,
,0.269004,-1.74E-12,,
,0.271004,-2.07E-12,,
,0.273004,-2.49E-12,,
,0.275004,-2.82E-12,,
,0.277004,-2.82E-12,,
,0.279004,-2.71E-12,,
,0.281004,-2.60E-12,,
,0.283004,-3.14E-12,,
,0.285004,-3.78E-12,,
,0.287004,-4.32E-12,,
,0.289004,-4.75E-12,,
,0.291004,-4.75E-12,,
,0.293004,-4.86E-12,,
,0.295004,-4.43E-12,,
,0.297004,-4.21E-12,,
,0.299004,-4.00E-12,,
,0.301004,-4.10E-12,,
,0.303004,-4.86E-12,,
,0.305004,-5.61E-12,,
,0.307004,-6.36E-12,,
,0.309004,-6.57E-12,,
,0.311004,-6.36E-12,,
,0.313004,-6.04E-12,,
,0.315004,-5.61E-12,,
,0.317004,-5.93E-12,,
,0.319004,-6.68E-12,,
