5/7/2019, 10:40:59 AM ,,,
,0.326,-2.39E-10,,
,0.328,-2.40E-10,,
,0.33,-2.41E-10,,
,0.332,-2.41E-10,,
,0.334,-2.41E-10,,
,0.336,-2.40E-10,,
,0.338,-2.39E-10,,
,0.34,-2.37E-10,,
,0.342,-2.36E-10,,
,0.344,-2.36E-10,,
,0.346,-2.37E-10,,
,0.348,-2.37E-10,,
,0.35,-2.37E-10,,
,0.352,-2.36E-10,,
,0.354,-2.34E-10,,
,0.356,-2.32E-10,,
,0.358,-2.32E-10,,
,0.36,-2.32E-10,,
,0.362,-2.33E-10,,
,0.364,-2.34E-10,,
,0.366,-2.34E-10,,
,0.368,-2.33E-10,,
,0.37,-2.32E-10,,
,0.372,-2.30E-10,,
,0.374,-2.29E-10,,
,0.376,-2.28E-10,,
,0.378,-2.29E-10,,
,0.38,-2.30E-10,,
,0.382,-2.30E-10,,
,0.384,-2.29E-10,,
,0.386,-2.28E-10,,
,0.388,-2.26E-10,,
,0.39,-2.25E-10,,
,0.392,-2.24E-10,,
,0.394,-2.25E-10,,
,0.396,-2.26E-10,,
,0.398,-2.26E-10,,
,0.4,-2.26E-10,,
,0.402,-2.25E-10,,
,0.404,-2.23E-10,,
,0.406,-2.21E-10,,
,0.408,-2.20E-10,,
,0.41,-2.20E-10,,
,0.412,-2.20E-10,,
,0.414,-2.20E-10,,
,0.416,-2.20E-10,,
,0.418,-2.19E-10,,
,0.42,-2.16E-10,,
,0.422,-2.14E-10,,
,0.424,-2.13E-10,,
,0.426,-2.12E-10,,
,0.428,-2.12E-10,,
,0.43,-2.13E-10,,
,0.432,-2.12E-10,,
,0.434,-2.11E-10,,
,0.436,-2.09E-10,,
,0.438,-2.06E-10,,
,0.44,-2.03E-10,,
,0.442,-2.01E-10,,
,0.444,-2.01E-10,,
,0.446,-2.00E-10,,
,0.448,-2.00E-10,,
,0.45,-1.98E-10,,
,0.452,-1.96E-10,,
,0.454,-1.93E-10,,
,0.456,-1.90E-10,,
,0.458,-1.87E-10,,
,0.46,-1.85E-10,,
,0.462,-1.84E-10,,
,0.464,-1.83E-10,,
,0.466,-1.81E-10,,
,0.468,-1.79E-10,,
,0.47,-1.76E-10,,
,0.472,-1.72E-10,,
,0.474,-1.69E-10,,
,0.476,-1.68E-10,,
,0.478,-1.66E-10,,
,0.48,-1.66E-10,,
,0.482,-1.64E-10,,
,0.484,-1.62E-10,,
,0.486,-1.59E-10,,
,0.488,-1.56E-10,,
,0.49,-1.53E-10,,
,0.492,-1.52E-10,,
,0.494,-1.51E-10,,
,0.496,-1.51E-10,,
,0.498,-1.51E-10,,
,0.5,-1.49E-10,,
,0.502,-1.47E-10,,
,0.504,-1.44E-10,,
,0.506,-1.42E-10,,
,0.508,-1.40E-10,,
,0.51,-1.39E-10,,
,0.512,-1.39E-10,,
,0.514,-1.39E-10,,
,0.516,-1.39E-10,,
,0.518,-1.36E-10,,
,0.52,-1.34E-10,,
,0.522,-1.31E-10,,
,0.524,-1.29E-10,,
,0.526,-1.27E-10,,
,0.528,-1.27E-10,,
,0.53,-1.27E-10,,
,0.532,-1.27E-10,,
,0.534,-1.26E-10,,
,0.536,-1.24E-10,,
,0.538,-1.21E-10,,
,0.54,-1.19E-10,,
,0.542,-1.17E-10,,
,0.544,-1.17E-10,,
,0.546,-1.17E-10,,
,0.548,-1.17E-10,,
,0.55,-1.16E-10,,
,0.552,-1.14E-10,,
,0.554,-1.11E-10,,
,0.556,-1.09E-10,,
,0.558,-1.08E-10,,
,0.56,-1.08E-10,,
,0.562,-1.10E-10,,
,0.564,-1.11E-10,,
,0.566,-1.11E-10,,
,0.568,-1.10E-10,,
,0.57,-1.08E-10,,
,0.572,-1.07E-10,,
,0.574,-1.06E-10,,
,0.576,-1.06E-10,,
,0.578,-1.07E-10,,
,0.58,-1.08E-10,,
,0.582,-1.09E-10,,
,0.584,-1.10E-10,,
,0.586,-1.09E-10,,
,0.588,-1.08E-10,,
,0.59,-1.07E-10,,
,0.592,-1.07E-10,,
,0.594,-1.08E-10,,
,0.596,-1.10E-10,,
,0.598,-1.11E-10,,
,0.6,-1.12E-10,,
,0.602,-1.12E-10,,
,0.604,-1.11E-10,,
,0.606,-1.10E-10,,
,0.608,-1.10E-10,,
,0.61,-1.11E-10,,
,0.612,-1.13E-10,,
,0.614,-1.14E-10,,
,0.616,-1.15E-10,,
,0.618,-1.15E-10,,
,0.62,-1.14E-10,,
,0.622,-1.13E-10,,
,0.624,-1.13E-10,,
,0.626,-1.13E-10,,
,0.628,-1.15E-10,,
,0.63,-1.17E-10,,
,0.632,-1.19E-10,,
,0.634,-1.19E-10,,
,0.636,-1.19E-10,,
,0.638,-1.18E-10,,
,0.64,-1.18E-10,,
,0.642,-1.18E-10,,
,0.644,-1.20E-10,,
,0.646,-1.22E-10,,
,0.648,-1.24E-10,,
,0.65,-1.25E-10,,
,0.652,-1.25E-10,,
,0.654,-1.24E-10,,
,0.656,-1.23E-10,,
,0.658,-1.24E-10,,
,0.66,-1.26E-10,,
,0.662,-1.28E-10,,
,0.664,-1.31E-10,,
,0.666,-1.33E-10,,
,0.668,-1.33E-10,,
,0.67,-1.33E-10,,
,0.672,-1.33E-10,,
,0.674,-1.34E-10,,
,0.676,-1.36E-10,,
,0.678,-1.39E-10,,
,0.68,-1.42E-10,,
,0.682,-1.45E-10,,
,0.684,-1.48E-10,,
,0.686,-1.49E-10,,
,0.688,-1.50E-10,,
,0.69,-1.52E-10,,
,0.692,-1.54E-10,,
,0.694,-1.58E-10,,
,0.696,-1.62E-10,,
,0.698,-1.66E-10,,
,0.7,-1.70E-10,,
,0.702,-1.72E-10,,
,0.704,-1.75E-10,,
,0.706,-1.77E-10,,
,0.708,-1.80E-10,,
,0.71,-1.84E-10,,
,0.712,-1.89E-10,,
,0.714,-1.94E-10,,
,0.716,-1.98E-10,,
,0.718,-2.02E-10,,
,0.72,-2.04E-10,,
,0.722,-2.07E-10,,
,0.724,-2.10E-10,,
,0.726,-2.14E-10,,
,0.728,-2.19E-10,,
,0.73,-2.24E-10,,
,0.732,-2.28E-10,,
,0.734,-2.32E-10,,
,0.736,-2.35E-10,,
,0.738,-2.37E-10,,
,0.74,-2.39E-10,,
,0.742,-2.42E-10,,
,0.744,-2.47E-10,,
,0.746,-2.51E-10,,
,0.748,-2.56E-10,,
,0.75,-2.59E-10,,
,0.752,-2.61E-10,,
,0.754,-2.64E-10,,
,0.756,-2.66E-10,,
,0.758,-2.68E-10,,
,0.76,-2.72E-10,,
,0.762,-2.77E-10,,
,0.764,-2.81E-10,,
,0.766,-2.85E-10,,
,0.768,-2.88E-10,,
,0.77,-2.90E-10,,
,0.772,-2.92E-10,,
,0.774,-2.95E-10,,
,0.776,-2.98E-10,,
,0.778,-3.03E-10,,
,0.78,-3.08E-10,,
,0.782,-3.13E-10,,
,0.784,-3.16E-10,,
,0.786,-3.19E-10,,
,0.788,-3.21E-10,,
,0.79,-3.23E-10,,
,0.792,-3.27E-10,,
,0.794,-3.32E-10,,
,0.796,-3.37E-10,,
,0.798,-3.43E-10,,
,0.8,-3.47E-10,,
,0.802,-3.51E-10,,
,0.804,-3.54E-10,,
,0.806,-3.57E-10,,
,0.808,-3.61E-10,,
,0.81,-3.65E-10,,
,0.812,-3.71E-10,,
,0.814,-3.76E-10,,
,0.816,-3.81E-10,,
,0.818,-3.85E-10,,
,0.82,-3.88E-10,,
,0.822,-3.91E-10,,
,0.824,-3.94E-10,,
,0.826,-3.99E-10,,
,0.828,-4.05E-10,,
,0.83,-4.11E-10,,
,0.832,-4.16E-10,,
,0.834,-4.20E-10,,
,0.836,-4.23E-10,,
,0.838,-4.25E-10,,
,0.84,-4.28E-10,,
,0.842,-4.31E-10,,
,0.844,-4.36E-10,,
,0.846,-4.41E-10,,
,0.848,-4.46E-10,,
,0.85,-4.49E-10,,
,0.852,-4.52E-10,,
,0.854,-4.53E-10,,
,0.856,-4.55E-10,,
,0.858,-4.57E-10,,
,0.86,-4.60E-10,,
,0.862,-4.64E-10,,
,0.864,-4.68E-10,,
,0.866,-4.71E-10,,
,0.868,-4.72E-10,,
,0.87,-4.73E-10,,
,0.872,-4.73E-10,,
,0.874,-4.73E-10,,
,0.876,-4.73E-10,,
,0.878,-4.75E-10,,
,0.88,-4.76E-10,,
,0.882,-4.76E-10,,
,0.884,-4.76E-10,,
,0.886,-4.74E-10,,
,0.888,-4.72E-10,,
,0.89,-4.70E-10,,
,0.892,-4.68E-10,,
,0.894,-4.68E-10,,
,0.896,-4.67E-10,,
,0.898,-4.66E-10,,
,0.9,-4.65E-10,,
,0.902,-4.61E-10,,
,0.904,-4.57E-10,,
,0.906,-4.53E-10,,
,0.908,-4.49E-10,,
,0.91,-4.46E-10,,
,0.912,-4.44E-10,,
,0.914,-4.41E-10,,
,0.916,-4.38E-10,,
,0.918,-4.33E-10,,
,0.92,-4.27E-10,,
,0.922,-4.21E-10,,
,0.924,-4.16E-10,,
,0.926,-4.11E-10,,
,0.928,-4.07E-10,,
,0.93,-4.04E-10,,
,0.932,-3.99E-10,,
,0.934,-3.94E-10,,
,0.936,-3.87E-10,,
,0.938,-3.81E-10,,
,0.94,-3.74E-10,,
,0.942,-3.68E-10,,
,0.944,-3.63E-10,,
,0.946,-3.58E-10,,
,0.948,-3.53E-10,,
,0.95,-3.47E-10,,
,0.952,-3.40E-10,,
,0.954,-3.33E-10,,
,0.956,-3.25E-10,,
,0.958,-3.18E-10,,
,0.96,-3.13E-10,,
,0.962,-3.08E-10,,
,0.964,-3.03E-10,,
,0.966,-2.97E-10,,
,0.968,-2.90E-10,,
,0.97,-2.83E-10,,
,0.972,-2.76E-10,,
,0.974,-2.68E-10,,
,0.976,-2.62E-10,,
,0.978,-2.57E-10,,
,0.98,-2.53E-10,,
,0.982,-2.47E-10,,
,0.984,-2.41E-10,,
,0.986,-2.34E-10,,
,0.988,-2.27E-10,,
,0.99,-2.21E-10,,
,0.992,-2.15E-10,,
,0.994,-2.11E-10,,
,0.996,-2.07E-10,,
,0.998,-2.03E-10,,
,1,-1.98E-10,,
,1.002,-1.92E-10,,
,1.004,-1.86E-10,,
,1.006,-1.81E-10,,
,1.008,-1.77E-10,,
,1.01,-1.74E-10,,
,1.012,-1.71E-10,,
,1.014,-1.69E-10,,
,1.016,-1.66E-10,,
,1.018,-1.62E-10,,
,1.02,-1.58E-10,,
,1.022,-1.53E-10,,
,1.024,-1.49E-10,,
,1.026,-1.46E-10,,
,1.028,-1.44E-10,,
,1.03,-1.43E-10,,
,1.032,-1.40E-10,,
,1.034,-1.37E-10,,
,1.036,-1.34E-10,,
,1.038,-1.29E-10,,
,1.04,-1.26E-10,,
,1.042,-1.22E-10,,
,1.044,-1.20E-10,,
,1.046,-1.18E-10,,
,1.048,-1.16E-10,,
,1.05,-1.12E-10,,
,1.052,-1.08E-10,,
,1.054,-1.02E-10,,
,1.056,-9.73E-11,,
,1.058,-9.28E-11,,
,1.06,-8.93E-11,,
,1.062,-8.66E-11,,
,1.064,-8.38E-11,,
,1.066,-8.02E-11,,
,1.068,-7.60E-11,,
,1.07,-7.09E-11,,
,1.072,-6.53E-11,,
,1.074,-6.01E-11,,
,1.076,-5.57E-11,,
,1.078,-5.19E-11,,
,1.08,-4.78E-11,,
,1.082,-4.30E-11,,
,1.084,-3.73E-11,,
,1.086,-3.06E-11,,
,1.088,-2.36E-11,,
,1.09,-1.70E-11,,
,1.092,-1.11E-11,,
,1.094,-6.36E-12,,
,1.096,-2.07E-12,,
,1.098,2.34E-12,,
,1.1,7.81E-12,,
,1.102,1.39E-11,,
,1.104,2.05E-11,,
,1.106,2.68E-11,,
,1.108,3.24E-11,,
,1.11,3.70E-11,,
,1.112,4.06E-11,,
,1.114,4.41E-11,,
,1.116,4.82E-11,,
,1.118,5.29E-11,,
,1.12,5.84E-11,,
,1.122,6.39E-11,,
,1.124,6.89E-11,,
,1.126,7.30E-11,,
,1.128,7.59E-11,,
,1.13,7.83E-11,,
,1.132,8.09E-11,,
,1.134,8.41E-11,,
,1.136,8.83E-11,,
,1.138,9.25E-11,,
,1.14,9.66E-11,,
,1.142,9.97E-11,,
,1.144,1.02E-10,,
,1.146,1.04E-10,,
,1.148,1.06E-10,,
,1.15,1.09E-10,,
,1.152,1.13E-10,,
,1.154,1.18E-10,,
,1.156,1.22E-10,,
,1.158,1.25E-10,,
,1.16,1.28E-10,,
,1.162,1.29E-10,,
,1.164,1.30E-10,,
,1.166,1.32E-10,,
,1.168,1.34E-10,,
,1.17,1.37E-10,,
,1.172,1.40E-10,,
,1.174,1.43E-10,,
,1.176,1.45E-10,,
,1.178,1.46E-10,,
,1.18,1.46E-10,,
,1.182,1.47E-10,,
,1.184,1.49E-10,,
,1.186,1.51E-10,,
,1.188,1.54E-10,,
,1.19,1.56E-10,,
,1.192,1.57E-10,,
,1.194,1.56E-10,,
,1.196,1.55E-10,,
,1.198,1.54E-10,,
,1.2,1.54E-10,,
,1.202,1.55E-10,,
,1.204,1.56E-10,,
,1.206,1.58E-10,,
,1.208,1.58E-10,,
,1.21,1.58E-10,,
,1.212,1.57E-10,,
,1.214,1.56E-10,,
,1.216,1.56E-10,,
,1.218,1.55E-10,,
,1.22,1.56E-10,,
,1.222,1.57E-10,,
,1.224,1.57E-10,,
,1.226,1.56E-10,,
,1.228,1.53E-10,,
,1.23,1.51E-10,,
,1.232,1.49E-10,,
,1.234,1.47E-10,,
,1.236,1.47E-10,,
,1.238,1.46E-10,,
,1.24,1.45E-10,,
,1.242,1.43E-10,,
,1.244,1.39E-10,,
,1.246,1.35E-10,,
,1.248,1.32E-10,,
,1.25,1.29E-10,,
,1.252,1.27E-10,,
,1.254,1.26E-10,,
,1.256,1.25E-10,,
,1.258,1.23E-10,,
,1.26,1.20E-10,,
,1.262,1.15E-10,,
,1.264,1.11E-10,,
,1.266,1.07E-10,,
,1.268,1.04E-10,,
,1.27,1.02E-10,,
,1.272,1.01E-10,,
,1.274,9.86E-11,,
,1.276,9.54E-11,,
,1.278,9.13E-11,,
,1.28,8.71E-11,,
,1.282,8.36E-11,,
,1.284,8.10E-11,,
,1.286,7.94E-11,,
,1.288,7.83E-11,,
,1.29,7.72E-11,,
,1.292,7.48E-11,,
,1.294,7.13E-11,,
,1.296,6.72E-11,,
,1.298,6.35E-11,,
,1.3,6.08E-11,,
,1.302,5.91E-11,,
,1.304,5.83E-11,,
,1.306,5.74E-11,,
,1.308,5.59E-11,,
,1.31,5.33E-11,,
,1.312,5.03E-11,,
,1.314,4.76E-11,,
,1.316,4.59E-11,,
,1.318,4.52E-11,,
,1.32,4.53E-11,,
,1.322,4.57E-11,,
,1.324,4.57E-11,,
,1.326,4.50E-11,,
,1.328,4.32E-11,,
,1.33,4.13E-11,,
,1.332,3.99E-11,,
,1.334,3.96E-11,,
,1.336,4.03E-11,,
,1.338,4.15E-11,,
,1.34,4.28E-11,,
,1.342,4.33E-11,,
,1.344,4.29E-11,,
,1.346,4.20E-11,,
,1.348,4.17E-11,,
,1.35,4.26E-11,,
,1.352,4.43E-11,,
,1.354,4.69E-11,,
,1.356,4.94E-11,,
,1.358,5.15E-11,,
,1.36,5.23E-11,,
,1.362,5.26E-11,,
,1.364,5.28E-11,,
,1.366,5.41E-11,,
,1.368,5.63E-11,,
,1.37,5.98E-11,,
,1.372,6.34E-11,,
,1.374,6.66E-11,,
,1.376,6.88E-11,,
,1.378,7.01E-11,,
,1.38,7.10E-11,,
,1.382,7.27E-11,,
,1.384,7.52E-11,,
,1.386,7.89E-11,,
,1.388,8.32E-11,,
,1.39,8.69E-11,,
,1.392,8.97E-11,,
,1.394,9.10E-11,,
,1.396,9.20E-11,,
,1.398,9.32E-11,,
,1.4,9.53E-11,,
,1.402,9.86E-11,,
,1.404,1.03E-10,,
,1.406,1.07E-10,,
,1.408,1.10E-10,,
,1.41,1.12E-10,,
,1.412,1.13E-10,,
,1.414,1.15E-10,,
,1.416,1.17E-10,,
,1.418,1.20E-10,,
,1.42,1.24E-10,,
,1.422,1.28E-10,,
,1.424,1.32E-10,,
,1.426,1.35E-10,,
,1.428,1.36E-10,,
,1.43,1.38E-10,,
,1.432,1.40E-10,,
,1.434,1.43E-10,,
,1.436,1.47E-10,,
,1.438,1.51E-10,,
,1.44,1.55E-10,,
,1.442,1.58E-10,,
,1.444,1.59E-10,,
,1.446,1.60E-10,,
,1.448,1.62E-10,,
,1.45,1.64E-10,,
,1.452,1.68E-10,,
,1.454,1.72E-10,,
,1.456,1.76E-10,,
,1.458,1.79E-10,,
,1.46,1.81E-10,,
,1.462,1.82E-10,,
,1.464,1.83E-10,,
,1.466,1.85E-10,,
,1.468,1.87E-10,,
,1.47,1.91E-10,,
,1.472,1.94E-10,,
,1.474,1.97E-10,,
,1.476,1.99E-10,,
,1.478,2.00E-10,,
,1.48,2.00E-10,,
,1.482,2.01E-10,,
,1.484,2.04E-10,,
,1.486,2.06E-10,,
,1.488,2.09E-10,,
,1.49,2.12E-10,,
,1.492,2.13E-10,,
,1.494,2.13E-10,,
,1.496,2.13E-10,,
,1.498,2.13E-10,,
,1.5,2.14E-10,,
,1.502,2.16E-10,,
,1.504,2.18E-10,,
,1.506,2.20E-10,,
,1.508,2.21E-10,,
,1.51,2.22E-10,,
,1.512,2.21E-10,,
,1.514,2.21E-10,,
,1.516,2.21E-10,,
,1.518,2.22E-10,,
,1.52,2.23E-10,,
,1.522,2.25E-10,,
,1.524,2.26E-10,,
,1.526,2.26E-10,,
,1.528,2.25E-10,,
,1.53,2.23E-10,,
,1.532,2.22E-10,,
,1.534,2.22E-10,,
,1.536,2.23E-10,,
,1.538,2.24E-10,,
,1.54,2.24E-10,,
,1.542,2.24E-10,,
,1.544,2.23E-10,,
,1.546,2.20E-10,,
,1.548,2.18E-10,,
,1.55,2.18E-10,,
,1.552,2.17E-10,,
,1.554,2.18E-10,,
,1.556,2.18E-10,,
,1.558,2.18E-10,,
,1.56,2.16E-10,,
,1.562,2.14E-10,,
,1.564,2.11E-10,,
,1.566,2.10E-10,,
,1.568,2.09E-10,,
,1.57,2.09E-10,,
,1.572,2.10E-10,,
,1.574,2.09E-10,,
,1.576,2.07E-10,,
,1.578,2.05E-10,,
,1.58,2.02E-10,,
,1.582,2.00E-10,,
,1.584,1.98E-10,,
,1.586,1.98E-10,,
,1.588,1.97E-10,,
,1.59,1.97E-10,,
,1.592,1.95E-10,,
,1.594,1.92E-10,,
,1.596,1.89E-10,,
,1.598,1.86E-10,,
,1.6,1.83E-10,,
,1.602,1.82E-10,,
,1.604,1.81E-10,,
,1.606,1.80E-10,,
,1.608,1.78E-10,,
,1.61,1.75E-10,,
,1.612,1.71E-10,,
,1.614,1.67E-10,,
,1.616,1.64E-10,,
,1.618,1.62E-10,,
,1.62,1.60E-10,,
,1.622,1.58E-10,,
,1.624,1.56E-10,,
,1.626,1.53E-10,,
,1.628,1.49E-10,,
,1.63,1.44E-10,,
,1.632,1.40E-10,,
,1.634,1.37E-10,,
,1.636,1.35E-10,,
,1.638,1.34E-10,,
,1.64,1.32E-10,,
,1.642,1.29E-10,,
,1.644,1.25E-10,,
,1.646,1.20E-10,,
,1.648,1.16E-10,,
,1.65,1.12E-10,,
,1.652,1.10E-10,,
,1.654,1.08E-10,,
,1.656,1.07E-10,,
,1.658,1.04E-10,,
,1.66,1.00E-10,,
,1.662,9.57E-11,,
,1.664,9.14E-11,,
,1.666,8.79E-11,,
,1.668,8.51E-11,,
,1.67,8.32E-11,,
,1.672,8.16E-11,,
,1.674,7.96E-11,,
,1.676,7.65E-11,,
,1.678,7.25E-11,,
,1.68,6.86E-11,,
,1.682,6.52E-11,,
,1.684,6.30E-11,,
,1.686,6.12E-11,,
,1.688,6.01E-11,,
,1.69,5.85E-11,,
,1.692,5.63E-11,,
,1.694,5.32E-11,,
,1.696,4.99E-11,,
,1.698,4.69E-11,,
,1.7,4.47E-11,,
,1.702,4.32E-11,,
,1.704,4.28E-11,,
,1.706,4.23E-11,,
,1.708,4.13E-11,,
,1.71,3.89E-11,,
,1.712,3.57E-11,,
,1.714,3.26E-11,,
,1.716,3.04E-11,,
,1.718,2.95E-11,,
,1.72,2.95E-11,,
,1.722,3.00E-11,,
,1.724,3.01E-11,,
,1.726,2.91E-11,,
,1.728,2.68E-11,,
,1.73,2.46E-11,,
,1.732,2.31E-11,,
,1.734,2.24E-11,,
,1.736,2.25E-11,,
,1.738,2.32E-11,,
,1.74,2.36E-11,,
,1.742,2.31E-11,,
,1.744,2.17E-11,,
,1.746,1.99E-11,,
,1.748,1.84E-11,,
,1.75,1.78E-11,,
,1.752,1.81E-11,,
,1.754,1.93E-11,,
,1.756,2.04E-11,,
,1.758,2.09E-11,,
,1.76,2.03E-11,,
,1.762,1.90E-11,,
,1.764,1.79E-11,,
,1.766,1.75E-11,,
,1.768,1.83E-11,,
,1.77,1.95E-11,,
,1.772,2.14E-11,,
,1.774,2.23E-11,,
,1.776,2.24E-11,,
,1.778,2.12E-11,,
,1.78,2.04E-11,,
,1.782,2.01E-11,,
,1.784,2.07E-11,,
,1.786,2.22E-11,,
,1.788,2.42E-11,,
,1.79,2.60E-11,,
,1.792,2.68E-11,,
,1.794,2.66E-11,,
,1.796,2.61E-11,,
,1.798,2.56E-11,,
,1.8,2.61E-11,,
,1.802,2.75E-11,,
,1.804,2.95E-11,,
,1.806,3.15E-11,,
,1.808,3.27E-11,,
,1.81,3.26E-11,,
,1.812,3.18E-11,,
,1.814,3.09E-11,,
,1.816,3.09E-11,,
,1.818,3.16E-11,,
,1.82,3.33E-11,,
,1.822,3.49E-11,,
,1.824,3.59E-11,,
,1.826,3.55E-11,,
,1.828,3.44E-11,,
,1.83,3.29E-11,,
,1.832,3.22E-11,,
,1.834,3.21E-11,,
,1.836,3.26E-11,,
,1.838,3.37E-11,,
,1.84,3.40E-11,,
,1.842,3.38E-11,,
,1.844,3.19E-11,,
,1.846,2.97E-11,,
,1.848,2.75E-11,,
,1.85,2.61E-11,,
,1.852,2.53E-11,,
,1.854,2.54E-11,,
,1.856,2.57E-11,,
,1.858,2.51E-11,,
,1.86,2.31E-11,,
,1.862,1.98E-11,,
,1.864,1.69E-11,,
,1.866,1.46E-11,,
,1.868,1.34E-11,,
,1.87,1.30E-11,,
,1.872,1.24E-11,,
,1.874,1.12E-11,,
,1.876,8.67E-12,,
,1.878,5.56E-12,,
,1.88,2.01E-12,,
,1.882,-9.92E-13,,
,1.884,-3.14E-12,,
,1.886,-4.10E-12,,
,1.888,-4.32E-12,,
,1.89,-4.86E-12,,
,1.892,-6.47E-12,,
,1.894,-9.26E-12,,
,1.896,-1.25E-11,,
