,Task,PPG_Rate_Mean,HRV_MeanNN,HRV_SDNN,HRV_SDANN1,HRV_SDNNI1,HRV_SDANN2,HRV_SDNNI2,HRV_SDANN5,HRV_SDNNI5,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_pNN50,HRV_pNN20,HRV_HTI,HRV_TINN,HRV_ULF,HRV_VLF,HRV_LF,HRV_HF,HRV_VHF,HRV_LFHF,HRV_LFn,HRV_HFn,HRV_LnHF,HRV_SD1,HRV_SD2,HRV_SD1SD2,HRV_S,HRV_CSI,HRV_CVI,HRV_CSI_Modified,HRV_PIP,HRV_IALS,HRV_PSS,HRV_PAS,HRV_GI,HRV_SI,HRV_AI,HRV_PI,HRV_C1d,HRV_C1a,HRV_SD1d,HRV_SD1a,HRV_C2d,HRV_C2a,HRV_SD2d,HRV_SD2a,HRV_Cd,HRV_Ca,HRV_SDNNd,HRV_SDNNa,HRV_DFA_alpha1,HRV_DFA_alpha1_ExpRange,HRV_DFA_alpha1_ExpMean,HRV_DFA_alpha1_DimRange,HRV_DFA_alpha1_DimMean,HRV_DFA_alpha2,HRV_DFA_alpha2_ExpRange,HRV_DFA_alpha2_ExpMean,HRV_DFA_alpha2_DimRange,HRV_DFA_alpha2_DimMean,HRV_ApEn,HRV_SampEn,HRV_ShanEn,HRV_FuzzyEn,HRV_MSE,HRV_CMSE,HRV_RCMSE,HRV_CD,HRV_HFD,HRV_KFD,HRV_LZC
1,ACC-1,47.54380118733865,1458.8468468468468,1456.648084334836,481.68948772991223,1427.9933017870367,217.20035507303254,1412.0626001985536,,,2186.267059649529,2191.230137973825,0.998492807852474,1.4986268533773295,917.0,541.149,0.5901297709923664,898.5,92.34234234234235,97.74774774774775,44.4,273.4375,,0.0049640798763863035,0.04626348545888563,0.006797451481653217,5.759001412748493e-05,6.806004512684485,0.7965118644459986,0.11703075761432773,-4.991207519158264,1549.4336897016258,1361.591991522436,1.1379574052643762,6627807.036048713,0.8787675139454582,7.528339965714043,4786.091237592866,0.6891891891891891,0.6968325791855203,0.9415584415584416,0.21153846153846154,49.978105585812415,50.36748815934663,49.82579239457342,51.58371040723983,0.4972181929804197,0.5027818070195803,1092.5630666215359,1098.6586698002582,0.47668333497231513,0.5233166650276848,940.0738517485108,984.9842154251775,0.488270336366709,0.5117296636332912,1019.1743965795882,1043.3706861331752,0.5598177566470715,2.671077763358431,1.3319237154503267,2.472296172442203,-0.14608462434993513,0.6627061585579344,0.48570619386463443,0.7905653643840239,0.3413020878155324,0.844505237241504,1.041047859559801,1.2026296207794682,7.567998467672224,1.0262008977815273,0.5352829341040845,0.9200801057255189,0.8760785432912056,0.8298235008366294,1.997790757044474,2.984075481133172,1.1235194041585739
2,ACC-3,36.555991393448274,1865.3698630136987,2926.6299296317825,994.6969326717492,3312.847036834851,,,,,4046.7826607625316,4060.809546434527,1.5689274216661289,2.169426418321423,1060.0,603.4182,0.5692624528301886,838.5,92.46575342465754,95.8904109589041,29.2,148.4375,,0.006314638296732011,0.005098639470112474,0.00036799186149111897,4.724104674773368e-06,13.855304977269244,0.4326015765503194,0.031222811570011454,-7.9074497355531586,2871.4259673909223,2999.724939242115,0.9572297545775622,27060070.891409814,1.0446812744985272,8.13929903998052,12535.025890689878,0.6301369863013698,0.6413793103448276,0.8602150537634409,0.1794871794871795,50.02751869436637,50.8335981068289,49.814571185170855,47.58620689655172,0.49348173914107496,0.506518260858925,2017.126714055306,2043.5966931966896,0.5462520854163441,0.4537479145836562,2217.062762981688,2020.6391108040816,0.5210195218293838,0.478980478170616,2119.4536413372616,2032.1503217719344,0.5938254315943818,2.496859755443087,1.130168341259485,1.551695411935257,-0.02689449966504993,-0.5181055021318938,0.9550807083442054,-0.21575029877626278,0.9402874110895967,1.082734892988571,0.8634996642775654,0.7770286645406475,7.001401442412026,0.7075452292198735,0.0,0.8654668890875452,0.8368201636094973,0.36050444253101627,2.0156682189270723,2.008293172301502,0.9849074738191805
3,ACC-no task,30.955923082863105,2270.7319587628867,3755.4905518846117,1994.0369621208351,4182.775235029833,491.07229297563345,3695.168711601573,,,5336.702983654917,5350.582132449523,1.6538678364885626,2.350212654144524,1168.0,696.822,0.5965941780821917,1379.0,94.3298969072165,96.90721649484536,48.5,453.125,,0.016452080268907106,0.000516865165961895,1.399225875324523e-05,1.9664614284964563e-07,36.93936590773939,0.030434026818694063,0.0008238914250641655,-11.17700632747691,3783.4329091506356,3744.7189787505195,1.0103382738784403,44509748.62761629,0.9897675123810225,8.355425251538238,14825.604752655618,0.634020618556701,0.6424870466321244,0.8870967741935484,0.2708333333333333,50.049703857481695,49.8745572273963,50.20487968604659,50.77720207253886,0.5051342170655513,0.4948657829344489,2688.991744904894,2661.520330328138,0.4832397453148559,0.5167602546851443,2603.158158934262,2691.9301308518975,0.4942995726779659,0.505700427322034,2646.4229636050886,2676.7684152853335,0.6780789354290204,1.529132878075512,0.8266658620544934,1.7192948766213472,0.5512101607153764,0.518381017975192,3.9537854595796555,1.7597621992042018,5.105309351054171,-1.0179814461742525,0.8328361437043728,0.6520664129103979,7.445273666929397,0.7455469994489993,0.0,0.8588775280458427,0.8284400792366199,0.3209682413435638,2.022721659075192,1.8546070730815587,1.0968946370166988
4,lane-1,20.579270778390402,3799.220779220779,5691.888264574829,1075.6682515942964,5378.204386345754,,,,,7570.355574628961,7620.649333249161,1.4981725451981331,1.9926074357230807,1380.0,996.3072,0.7219617391304347,3426.0,93.5064935064935,96.1038961038961,38.5,171.875,,0.006812785417129218,0.004941099696233118,8.345946270269102e-05,1.7373695187239642e-06,59.20358861924233,0.41735497050734255,0.0070494877125015015,-9.391149520603868,5388.612820585223,6032.948304715399,0.8931972475834811,102130734.83349684,1.1195735350791447,8.716126566641698,27017.31704183981,0.5844155844155844,0.6052631578947368,0.8478260869565217,0.23809523809523808,49.873442074948734,50.26112036083792,50.431499224384936,50.0,0.5091312734158915,0.49086872658410846,3844.9644818472207,3775.3752731792547,0.5270459067542096,0.4729540932457901,4379.795432317287,4148.958570342809,0.5190960098312583,0.48090399016874175,4121.065389897013,3966.5675130870004,0.7356836197961059,1.9568341903193485,1.255551059065972,1.4217369400270168,0.4469207415860034,0.518381017975192,3.9537854595796555,1.7597621992042018,5.105309351054171,-1.0179814461742525,0.7140991236900862,0.7019423120127725,6.188864462772825,0.8185376637068278,,,,0.5032981766051812,2.0184351209633924,2.253371922187946,1.220802572862643
5,lane-3,30.848992306883083,2417.0491803278687,2735.564754577549,696.101913503996,2815.85838762224,,,,,4151.001898377135,4168.26006198661,1.131778689834716,1.7173841277876103,1222.0,895.4903999999999,0.7328072013093289,2088.5,97.54098360655738,98.36065573770492,61.0,132.8125,,0.012237812079664394,0.03817590986976599,0.001279003224387196,1.5998371745682297e-05,29.84817328201582,0.7382876089781485,0.024734766915300074,-6.661674235366564,2947.4049555797906,2522.285547513523,1.1685453133906079,23355218.435899194,0.8557648458650157,8.075354043459368,8633.933211181868,0.6639344262295082,0.675,0.9382716049382716,0.25,50.067322750466644,52.307670417267474,48.523178820891985,44.166666666666664,0.4656071070450947,0.5343928929549051,2011.1746981967196,2154.618245382075,0.5723427042302424,0.4276572957697578,1908.1931258618663,1649.4615417187242,0.5107289111664797,0.48927108883352033,1960.3602567198136,1918.736975322887,0.5199152799355201,1.637151580522846,1.0913154897116504,0.8012247675416331,0.5831896178840431,0.518381017975192,3.9537854595796555,1.7597621992042018,5.105309351054171,-1.0179814461742525,0.9460922014473994,1.2702459312757155,6.848770124448133,1.2075458961678083,0.0,1.127158602384304,1.0917086373978198,0.9425856764706011,1.9927200414736974,3.4947388715164927,1.1929957712198411
6,lane-no task,28.252628724327728,2605.8278145695363,3350.9792792785997,710.1545685611818,3236.579901325146,91.65430862163481,3547.6963416854937,,,4876.593335516096,4892.930271740681,1.285955756762907,1.8714180991738603,1254.0,1025.9592,0.8181492822966507,2184.0,96.02649006622516,98.01324503311258,37.75,437.5,,0.0121369901700795,0.008611034603519337,0.00015286216829227855,2.4802697455148817e-06,56.33201922829392,0.41194485636389183,0.007312801174309477,-8.785973903425603,3459.824175020772,3259.1294361410764,1.0615792477138697,35424645.2972937,0.9419927924867769,8.256275620364725,12280.305754505549,0.6357615894039735,0.6466666666666666,0.8865979381443299,0.2564102564102564,49.98238947075725,50.64171121010794,49.1994947451693,49.333333333333336,0.48094989011336203,0.519050109886638,2399.4071751051983,2492.6349606350036,0.5253262432739143,0.47467375672608586,2362.197237590889,2245.4284429122263,0.501813728816935,0.49818627118306497,2380.874900244481,2372.2539850550456,0.6249905977730514,2.86868953290261,1.538847655834881,2.009174984976048,-0.021278882363996755,0.43441288260362765,1.3886011274667291,0.5471627903295742,1.619925442495442,0.24644400603113117,0.9583217786394322,1.074882361626,7.172179573762166,1.0381189862526405,0.0,1.2366026547917843,1.1979275662086575,0.7232355777494149,2.0033257554042097,2.578743984683957,1.1504749254556417
7,manual-1,40.174664209129844,1730.9818181818182,1820.7516086493274,201.32534384673198,1797.382441033419,,,,,2582.033146714369,2589.936527161221,1.0518606200969813,1.4916581558473416,1064.0,720.5436,0.6772026315789473,1300.0,95.15151515151516,97.57575757575758,41.25,234.375,,0.018564399632098508,0.018112054513989596,0.0009408566970819692,1.5463771402593855e-05,19.25059849195253,0.4812840588951951,0.0250009920001391,-6.968719717880265,1831.3616811984364,1818.1962382197205,1.0072409362102777,10460796.425443549,0.9928111180255227,7.726534860459419,7220.501760226882,0.6909090909090909,0.7012195121951219,0.9130434782608695,0.3157894736842105,50.156991882370974,50.52196145598391,50.23496883428754,49.390243902439025,0.5081600934785518,0.49183990652144793,1305.4950075446195,1284.3601400406171,0.4572885947427756,0.5427114052572243,1229.520968739277,1339.4460601706858,0.4829079036417671,0.5170920963582328,1268.0770929429914,1312.1921957990617,0.6082145406851154,1.3626321905390566,0.9409629139957353,1.0589133856257626,0.6159489234711275,0.3065909480274879,3.700946117388236,1.3143337100572732,3.4793024788891653,-0.5898811566526052,1.0753213659132541,1.3259138501309833,7.179928956656946,1.108090136674131,0.0,1.1692934301464775,1.1070188794998683,0.7376889158595848,2.0038732652916256,2.3538330068104063,1.0268206722888107
8,manual-3,45.064918149688054,1528.530909090909,1379.023888476935,248.99032591934875,1351.4050923503362,232.99896448479265,1406.256403067041,,,2139.661099435599,2143.575598095421,0.9021890759782588,1.3998153957568047,1080.0,687.9264,0.6369688888888888,1056.0,96.0,97.0909090909091,55.0,992.1875,,0.009580149439693118,0.034266371441409565,0.007517664869730375,8.882932586308948e-05,4.558113727492956,0.6659740229087047,0.1461073730766701,-4.890499711884765,1515.7368413992813,1232.1954227195981,1.2301107547160615,5867502.327405765,0.8129349297745336,7.475423380499874,4006.778797748233,0.7090909090909091,0.7153284671532846,0.923469387755102,0.3387096774193548,50.06097405413681,50.742168072289495,49.57009236854376,49.63503649635037,0.48788160354805515,0.5121183964519449,1058.7201340979223,1084.6987495564736,0.5020449643403939,0.497955035659606,873.0736856721306,869.5101489678028,0.49351725143888137,0.5064827485611187,970.3468408145205,983.0104975144944,0.5334646587931859,2.1793936201383604,1.060222077366589,2.4150948196100708,-0.011114996974098323,0.3864177216516084,0.34397975463299574,0.33957889153703597,0.8130735521889929,0.880481373121798,1.212388202335978,1.5467332066643373,7.904179126585971,1.1949803066490994,0.7577519940361079,0.8148745800144154,0.7824429022192335,1.0631265675120134,2.0203488934042357,3.4527472735277214,1.0902605414954356
9,manual-no task,23.959200993561737,3176.089552238806,4523.263941408839,1390.8519693304372,4829.073273762983,1090.7760754934548,4440.344810604961,,,6831.544071878263,6857.372252053651,1.4241613364523737,2.1509292982821435,1337.0,932.5554,0.6974984293193717,1977.5,98.50746268656717,99.25373134328358,44.666666666666664,328.125,,0.018583458038236023,0.009310843785610074,7.83390969455938e-05,1.7658431806516312e-06,118.85309058485088,0.3328343604984437,0.0028003845660271548,-9.454463757166097,4848.894420547603,4201.347043936665,1.1541285139835022,64000174.434940495,0.8664546347169572,8.51315126763363,14561.106473093243,0.7014925373134329,0.7142857142857143,0.9157894736842105,0.3793103448275862,49.98939810481984,53.286434025213666,48.89415516344988,42.857142857142854,0.4780256305512662,0.521974369448734,3352.4964217096126,3503.2192662282396,0.5364990060793426,0.46350099392065713,3077.322540405917,2860.315186461978,0.5030998408329576,0.49690015916704244,3217.8522554077963,3197.9640549244564,0.38138984933220493,2.891692071970281,1.2833869972039431,1.5299126557085052,0.11266815187625404,0.4698125144798764,0.7470924659515383,0.7353612819130877,2.35669064577122,1.408579922693346,0.9252124715024195,0.9810655199945145,7.036238444189117,0.9935014500645065,0.0,1.2249427020722377,1.2204562131852639,0.5868548528743186,2.036301394676935,2.750648067204431,1.3183002221003306
10,rest,21.444030057516517,3352.973821989529,5838.744183140174,3356.264533554593,6282.73606497643,2912.685717072747,6551.806432647393,,,7810.566590405455,7831.201038675951,1.7413628895186788,2.3294445483534845,1236.0,859.9079999999999,0.6957184466019417,2005.0,94.24083769633508,96.8586387434555,95.5,125.0,,0.014379835007573151,0.0015711684260930104,2.273309551140664e-05,3.832780130998892e-07,69.11370364430375,0.09835712045841531,0.0014231203838331959,-10.691688743212762,5537.495359282899,6150.352439503205,0.9003541526687193,106994942.88417602,1.1106740575760357,8.736333361204016,27324.147598022777,0.6230366492146597,0.6315789473684211,0.85,0.2826086956521739,50.057840451755354,51.20174616274918,49.62708699478606,46.31578947368421,0.49012297637704005,0.5098770236229597,3876.7337135421467,3954.086456275799,0.5282641992980176,0.47173580070198234,4470.185988522402,4224.248141163233,0.5111880519221825,0.48881194807781775,4183.994924572465,4091.397808929409,0.5314176085002623,1.7544782088270774,0.9160723021161481,1.5649369675864162,0.6667690449291932,0.4691172074726163,0.6875601482770658,0.6713460715079209,0.36718258761513667,0.8403707669941907,0.7911103862551494,0.5599111071283948,7.51460160290486,0.6965285765039143,0.0,0.7582017813193606,0.7306995440411468,0.3782413717980685,2.0129358262261405,2.2449722387148494,1.1108272627486961
