5/7/2019, 10:22:38 AM ,,,
,0.326,-6.86E-11,,
,0.328,-6.92E-11,,
,0.33,-6.93E-11,,
,0.332,-6.85E-11,,
,0.334,-6.72E-11,,
,0.336,-6.58E-11,,
,0.338,-6.43E-11,,
,0.34,-6.33E-11,,
,0.342,-6.28E-11,,
,0.344,-6.29E-11,,
,0.346,-6.29E-11,,
,0.348,-6.23E-11,,
,0.35,-6.13E-11,,
,0.352,-5.98E-11,,
,0.354,-5.84E-11,,
,0.356,-5.70E-11,,
,0.358,-5.65E-11,,
,0.36,-5.65E-11,,
,0.362,-5.67E-11,,
,0.364,-5.66E-11,,
,0.366,-5.56E-11,,
,0.368,-5.43E-11,,
,0.37,-5.24E-11,,
,0.372,-5.09E-11,,
,0.374,-4.98E-11,,
,0.376,-4.97E-11,,
,0.378,-4.99E-11,,
,0.38,-5.02E-11,,
,0.382,-4.96E-11,,
,0.384,-4.87E-11,,
,0.386,-4.69E-11,,
,0.388,-4.57E-11,,
,0.39,-4.46E-11,,
,0.392,-4.45E-11,,
,0.394,-4.47E-11,,
,0.396,-4.50E-11,,
,0.398,-4.46E-11,,
,0.4,-4.37E-11,,
,0.402,-4.19E-11,,
,0.404,-4.03E-11,,
,0.406,-3.89E-11,,
,0.408,-3.88E-11,,
,0.41,-3.92E-11,,
,0.412,-3.96E-11,,
,0.414,-3.94E-11,,
,0.416,-3.88E-11,,
,0.418,-3.74E-11,,
,0.42,-3.60E-11,,
,0.422,-3.47E-11,,
,0.424,-3.41E-11,,
,0.426,-3.44E-11,,
,0.428,-3.47E-11,,
,0.43,-3.48E-11,,
,0.432,-3.43E-11,,
,0.434,-3.34E-11,,
,0.436,-3.20E-11,,
,0.438,-3.01E-11,,
,0.44,-2.85E-11,,
,0.442,-2.78E-11,,
,0.444,-2.78E-11,,
,0.446,-2.78E-11,,
,0.448,-2.70E-11,,
,0.45,-2.56E-11,,
,0.452,-2.33E-11,,
,0.454,-2.13E-11,,
,0.456,-1.90E-11,,
,0.458,-1.78E-11,,
,0.46,-1.70E-11,,
,0.462,-1.66E-11,,
,0.464,-1.58E-11,,
,0.466,-1.43E-11,,
,0.468,-1.22E-11,,
,0.47,-9.79E-12,,
,0.472,-7.65E-12,,
,0.474,-6.25E-12,,
,0.476,-5.18E-12,,
,0.478,-4.64E-12,,
,0.48,-4.10E-12,,
,0.482,-3.03E-12,,
,0.484,-1.31E-12,,
,0.486,1.05E-12,,
,0.488,3.20E-12,,
,0.49,4.70E-12,,
,0.492,5.24E-12,,
,0.494,5.24E-12,,
,0.496,5.02E-12,,
,0.498,5.56E-12,,
,0.5,6.63E-12,,
,0.502,8.24E-12,,
,0.504,9.64E-12,,
,0.506,1.05E-11,,
,0.508,1.07E-11,,
,0.51,1.01E-11,,
,0.512,9.31E-12,,
,0.514,8.67E-12,,
,0.516,8.78E-12,,
,0.518,9.42E-12,,
,0.52,1.04E-11,,
,0.522,1.10E-11,,
,0.524,1.08E-11,,
,0.526,9.74E-12,,
,0.528,8.35E-12,,
,0.53,7.17E-12,,
,0.532,6.20E-12,,
,0.534,5.77E-12,,
,0.536,5.66E-12,,
,0.538,5.77E-12,,
,0.54,5.24E-12,,
,0.542,3.84E-12,,
,0.544,1.91E-12,,
,0.546,-1.33E-13,,
,0.548,-1.85E-12,,
,0.55,-3.25E-12,,
,0.552,-4.10E-12,,
,0.554,-4.96E-12,,
,0.556,-6.14E-12,,
,0.558,-8.18E-12,,
,0.56,-1.11E-11,,
,0.562,-1.40E-11,,
,0.564,-1.67E-11,,
,0.566,-1.85E-11,,
,0.568,-2.01E-11,,
,0.57,-2.14E-11,,
,0.572,-2.30E-11,,
,0.574,-2.53E-11,,
,0.576,-2.80E-11,,
,0.578,-3.11E-11,,
,0.58,-3.39E-11,,
,0.582,-3.64E-11,,
,0.584,-3.84E-11,,
,0.586,-3.96E-11,,
,0.588,-4.13E-11,,
,0.59,-4.35E-11,,
,0.592,-4.64E-11,,
,0.594,-4.95E-11,,
,0.596,-5.24E-11,,
,0.598,-5.50E-11,,
,0.6,-5.70E-11,,
,0.602,-5.83E-11,,
,0.604,-5.94E-11,,
,0.606,-6.06E-11,,
,0.608,-6.25E-11,,
,0.61,-6.49E-11,,
,0.612,-6.74E-11,,
,0.614,-6.98E-11,,
,0.616,-7.15E-11,,
,0.618,-7.26E-11,,
,0.62,-7.30E-11,,
,0.622,-7.38E-11,,
,0.624,-7.50E-11,,
,0.626,-7.69E-11,,
,0.628,-7.90E-11,,
,0.63,-8.10E-11,,
,0.632,-8.23E-11,,
,0.634,-8.28E-11,,
,0.636,-8.27E-11,,
,0.638,-8.25E-11,,
,0.64,-8.28E-11,,
,0.642,-8.40E-11,,
,0.644,-8.57E-11,,
,0.646,-8.73E-11,,
,0.648,-8.84E-11,,
,0.65,-8.88E-11,,
,0.652,-8.86E-11,,
,0.654,-8.82E-11,,
,0.656,-8.81E-11,,
,0.658,-8.86E-11,,
,0.66,-8.98E-11,,
,0.662,-9.08E-11,,
,0.664,-9.16E-11,,
,0.666,-9.16E-11,,
,0.668,-9.10E-11,,
,0.67,-8.98E-11,,
,0.672,-8.85E-11,,
,0.674,-8.83E-11,,
,0.676,-8.87E-11,,
,0.678,-8.97E-11,,
,0.68,-9.01E-11,,
,0.682,-9.00E-11,,
,0.684,-8.92E-11,,
,0.686,-8.82E-11,,
,0.688,-8.71E-11,,
,0.69,-8.66E-11,,
,0.692,-8.66E-11,,
,0.694,-8.70E-11,,
,0.696,-8.75E-11,,
,0.698,-8.74E-11,,
,0.7,-8.69E-11,,
,0.702,-8.55E-11,,
,0.704,-8.43E-11,,
,0.706,-8.32E-11,,
,0.708,-8.30E-11,,
,0.71,-8.32E-11,,
,0.712,-8.35E-11,,
,0.714,-8.34E-11,,
,0.716,-8.30E-11,,
,0.718,-8.23E-11,,
,0.72,-8.11E-11,,
,0.722,-7.99E-11,,
,0.724,-7.93E-11,,
,0.726,-7.96E-11,,
,0.728,-7.99E-11,,
,0.73,-8.05E-11,,
,0.732,-8.02E-11,,
,0.734,-7.97E-11,,
,0.736,-7.84E-11,,
,0.738,-7.76E-11,,
,0.74,-7.71E-11,,
,0.742,-7.71E-11,,
,0.744,-7.74E-11,,
,0.746,-7.81E-11,,
,0.748,-7.83E-11,,
,0.75,-7.83E-11,,
,0.752,-7.76E-11,,
,0.754,-7.71E-11,,
,0.756,-7.69E-11,,
,0.758,-7.72E-11,,
,0.76,-7.83E-11,,
,0.762,-7.95E-11,,
,0.764,-8.05E-11,,
,0.766,-8.08E-11,,
,0.768,-8.08E-11,,
,0.77,-8.04E-11,,
,0.772,-8.05E-11,,
,0.774,-8.08E-11,,
,0.776,-8.19E-11,,
,0.778,-8.35E-11,,
,0.78,-8.53E-11,,
,0.782,-8.63E-11,,
,0.784,-8.70E-11,,
,0.786,-8.71E-11,,
,0.788,-8.75E-11,,
,0.79,-8.82E-11,,
,0.792,-8.99E-11,,
,0.794,-9.21E-11,,
,0.796,-9.44E-11,,
,0.798,-9.64E-11,,
,0.8,-9.79E-11,,
,0.802,-9.90E-11,,
,0.804,-9.98E-11,,
,0.806,-1.01E-10,,
,0.808,-1.04E-10,,
,0.81,-1.07E-10,,
,0.812,-1.09E-10,,
,0.814,-1.12E-10,,
,0.816,-1.14E-10,,
,0.818,-1.16E-10,,
,0.82,-1.18E-10,,
,0.822,-1.20E-10,,
,0.824,-1.22E-10,,
,0.826,-1.25E-10,,
,0.828,-1.29E-10,,
,0.83,-1.33E-10,,
,0.832,-1.36E-10,,
,0.834,-1.38E-10,,
,0.836,-1.40E-10,,
,0.838,-1.42E-10,,
,0.84,-1.44E-10,,
,0.842,-1.47E-10,,
,0.844,-1.51E-10,,
,0.846,-1.55E-10,,
,0.848,-1.58E-10,,
,0.85,-1.60E-10,,
,0.852,-1.63E-10,,
,0.854,-1.64E-10,,
,0.856,-1.67E-10,,
,0.858,-1.70E-10,,
,0.86,-1.73E-10,,
,0.862,-1.77E-10,,
,0.864,-1.80E-10,,
,0.866,-1.82E-10,,
,0.868,-1.84E-10,,
,0.87,-1.86E-10,,
,0.872,-1.88E-10,,
,0.874,-1.90E-10,,
,0.876,-1.93E-10,,
,0.878,-1.96E-10,,
,0.88,-1.99E-10,,
,0.882,-2.02E-10,,
,0.884,-2.04E-10,,
,0.886,-2.06E-10,,
,0.888,-2.07E-10,,
,0.89,-2.09E-10,,
,0.892,-2.12E-10,,
,0.894,-2.16E-10,,
,0.896,-2.19E-10,,
,0.898,-2.21E-10,,
,0.9,-2.24E-10,,
,0.902,-2.25E-10,,
,0.904,-2.27E-10,,
,0.906,-2.28E-10,,
,0.908,-2.31E-10,,
,0.91,-2.34E-10,,
,0.912,-2.37E-10,,
,0.914,-2.40E-10,,
,0.916,-2.42E-10,,
,0.918,-2.44E-10,,
,0.92,-2.45E-10,,
,0.922,-2.46E-10,,
,0.924,-2.48E-10,,
,0.926,-2.50E-10,,
,0.928,-2.53E-10,,
,0.93,-2.56E-10,,
,0.932,-2.58E-10,,
,0.934,-2.58E-10,,
,0.936,-2.59E-10,,
,0.938,-2.60E-10,,
,0.94,-2.60E-10,,
,0.942,-2.61E-10,,
,0.944,-2.63E-10,,
,0.946,-2.65E-10,,
,0.948,-2.66E-10,,
,0.95,-2.66E-10,,
,0.952,-2.66E-10,,
,0.954,-2.65E-10,,
,0.956,-2.64E-10,,
,0.958,-2.64E-10,,
,0.96,-2.65E-10,,
,0.962,-2.66E-10,,
,0.964,-2.66E-10,,
,0.966,-2.65E-10,,
,0.968,-2.64E-10,,
,0.97,-2.62E-10,,
,0.972,-2.61E-10,,
,0.974,-2.60E-10,,
,0.976,-2.60E-10,,
,0.978,-2.59E-10,,
,0.98,-2.59E-10,,
,0.982,-2.58E-10,,
,0.984,-2.56E-10,,
,0.986,-2.54E-10,,
,0.988,-2.52E-10,,
,0.99,-2.50E-10,,
,0.992,-2.49E-10,,
,0.994,-2.49E-10,,
,0.996,-2.48E-10,,
,0.998,-2.47E-10,,
,1,-2.46E-10,,
,1.002,-2.44E-10,,
,1.004,-2.41E-10,,
,1.006,-2.39E-10,,
,1.008,-2.38E-10,,
,1.01,-2.38E-10,,
,1.012,-2.37E-10,,
,1.014,-2.36E-10,,
,1.016,-2.36E-10,,
,1.018,-2.34E-10,,
,1.02,-2.32E-10,,
,1.022,-2.30E-10,,
,1.024,-2.29E-10,,
,1.026,-2.29E-10,,
,1.028,-2.29E-10,,
,1.03,-2.29E-10,,
,1.032,-2.28E-10,,
,1.034,-2.27E-10,,
,1.036,-2.26E-10,,
,1.038,-2.25E-10,,
,1.04,-2.24E-10,,
,1.042,-2.24E-10,,
,1.044,-2.24E-10,,
,1.046,-2.24E-10,,
,1.048,-2.24E-10,,
,1.05,-2.23E-10,,
,1.052,-2.22E-10,,
,1.054,-2.21E-10,,
,1.056,-2.20E-10,,
,1.058,-2.20E-10,,
,1.06,-2.21E-10,,
,1.062,-2.22E-10,,
,1.064,-2.23E-10,,
,1.066,-2.23E-10,,
,1.068,-2.22E-10,,
,1.07,-2.21E-10,,
,1.072,-2.21E-10,,
,1.074,-2.21E-10,,
,1.076,-2.21E-10,,
,1.078,-2.22E-10,,
,1.08,-2.23E-10,,
,1.082,-2.23E-10,,
,1.084,-2.23E-10,,
,1.086,-2.23E-10,,
,1.088,-2.22E-10,,
,1.09,-2.23E-10,,
,1.092,-2.24E-10,,
,1.094,-2.25E-10,,
,1.096,-2.26E-10,,
,1.098,-2.27E-10,,
,1.1,-2.28E-10,,
,1.102,-2.28E-10,,
,1.104,-2.28E-10,,
,1.106,-2.28E-10,,
,1.108,-2.28E-10,,
,1.11,-2.30E-10,,
,1.112,-2.32E-10,,
,1.114,-2.33E-10,,
,1.116,-2.34E-10,,
,1.118,-2.34E-10,,
,1.12,-2.35E-10,,
,1.122,-2.35E-10,,
,1.124,-2.37E-10,,
,1.126,-2.38E-10,,
,1.128,-2.41E-10,,
,1.13,-2.43E-10,,
,1.132,-2.44E-10,,
,1.134,-2.45E-10,,
,1.136,-2.45E-10,,
,1.138,-2.46E-10,,
,1.14,-2.47E-10,,
,1.142,-2.49E-10,,
,1.144,-2.51E-10,,
,1.146,-2.54E-10,,
,1.148,-2.56E-10,,
,1.15,-2.57E-10,,
,1.152,-2.58E-10,,
,1.154,-2.59E-10,,
,1.156,-2.60E-10,,
,1.158,-2.62E-10,,
,1.16,-2.65E-10,,
,1.162,-2.68E-10,,
,1.164,-2.71E-10,,
,1.166,-2.73E-10,,
,1.168,-2.74E-10,,
,1.17,-2.75E-10,,
,1.172,-2.76E-10,,
,1.174,-2.77E-10,,
,1.176,-2.80E-10,,
,1.178,-2.83E-10,,
,1.18,-2.85E-10,,
,1.182,-2.87E-10,,
,1.184,-2.88E-10,,
,1.186,-2.89E-10,,
,1.188,-2.91E-10,,
,1.19,-2.92E-10,,
,1.192,-2.94E-10,,
,1.194,-2.97E-10,,
,1.196,-2.99E-10,,
,1.198,-3.01E-10,,
,1.2,-3.02E-10,,
,1.202,-3.03E-10,,
,1.204,-3.03E-10,,
,1.206,-3.04E-10,,
,1.208,-3.05E-10,,
,1.21,-3.08E-10,,
,1.212,-3.10E-10,,
,1.214,-3.12E-10,,
,1.216,-3.13E-10,,
,1.218,-3.14E-10,,
,1.22,-3.14E-10,,
,1.222,-3.15E-10,,
,1.224,-3.16E-10,,
,1.226,-3.17E-10,,
,1.228,-3.20E-10,,
,1.23,-3.21E-10,,
,1.232,-3.23E-10,,
,1.234,-3.24E-10,,
,1.236,-3.24E-10,,
,1.238,-3.24E-10,,
,1.24,-3.24E-10,,
,1.242,-3.25E-10,,
,1.244,-3.27E-10,,
,1.246,-3.29E-10,,
,1.248,-3.31E-10,,
,1.25,-3.31E-10,,
,1.252,-3.32E-10,,
,1.254,-3.32E-10,,
,1.256,-3.32E-10,,
,1.258,-3.33E-10,,
,1.26,-3.35E-10,,
,1.262,-3.36E-10,,
,1.264,-3.37E-10,,
,1.266,-3.38E-10,,
,1.268,-3.37E-10,,
,1.27,-3.37E-10,,
,1.272,-3.36E-10,,
,1.274,-3.37E-10,,
,1.276,-3.37E-10,,
,1.278,-3.38E-10,,
,1.28,-3.39E-10,,
,1.282,-3.39E-10,,
,1.284,-3.38E-10,,
,1.286,-3.38E-10,,
,1.288,-3.37E-10,,
,1.29,-3.36E-10,,
,1.292,-3.36E-10,,
,1.294,-3.37E-10,,
,1.296,-3.37E-10,,
,1.298,-3.37E-10,,
,1.3,-3.36E-10,,
,1.302,-3.35E-10,,
,1.304,-3.33E-10,,
,1.306,-3.32E-10,,
,1.308,-3.32E-10,,
,1.31,-3.32E-10,,
,1.312,-3.32E-10,,
,1.314,-3.31E-10,,
,1.316,-3.30E-10,,
,1.318,-3.29E-10,,
,1.32,-3.26E-10,,
,1.322,-3.25E-10,,
,1.324,-3.23E-10,,
,1.326,-3.23E-10,,
,1.328,-3.23E-10,,
,1.33,-3.22E-10,,
,1.332,-3.21E-10,,
,1.334,-3.20E-10,,
,1.336,-3.18E-10,,
,1.338,-3.16E-10,,
,1.34,-3.15E-10,,
,1.342,-3.14E-10,,
,1.344,-3.14E-10,,
,1.346,-3.14E-10,,
,1.348,-3.13E-10,,
,1.35,-3.12E-10,,
,1.352,-3.11E-10,,
,1.354,-3.09E-10,,
,1.356,-3.08E-10,,
,1.358,-3.08E-10,,
,1.36,-3.08E-10,,
,1.362,-3.08E-10,,
,1.364,-3.08E-10,,
,1.366,-3.08E-10,,
,1.368,-3.07E-10,,
,1.37,-3.06E-10,,
,1.372,-3.05E-10,,
,1.374,-3.05E-10,,
,1.376,-3.05E-10,,
,1.378,-3.05E-10,,
,1.38,-3.06E-10,,
,1.382,-3.06E-10,,
,1.384,-3.05E-10,,
,1.386,-3.05E-10,,
,1.388,-3.04E-10,,
,1.39,-3.04E-10,,
,1.392,-3.04E-10,,
,1.394,-3.04E-10,,
,1.396,-3.05E-10,,
,1.398,-3.05E-10,,
,1.4,-3.05E-10,,
,1.402,-3.04E-10,,
,1.404,-3.03E-10,,
,1.406,-3.02E-10,,
,1.408,-3.02E-10,,
,1.41,-3.02E-10,,
,1.412,-3.03E-10,,
,1.414,-3.03E-10,,
,1.416,-3.03E-10,,
,1.418,-3.02E-10,,
,1.42,-3.00E-10,,
,1.422,-2.99E-10,,
,1.424,-2.98E-10,,
,1.426,-2.98E-10,,
,1.428,-2.98E-10,,
,1.43,-2.98E-10,,
,1.432,-2.97E-10,,
,1.434,-2.96E-10,,
,1.436,-2.94E-10,,
,1.438,-2.92E-10,,
,1.44,-2.91E-10,,
,1.442,-2.89E-10,,
,1.444,-2.89E-10,,
,1.446,-2.88E-10,,
,1.448,-2.86E-10,,
,1.45,-2.84E-10,,
,1.452,-2.81E-10,,
,1.454,-2.78E-10,,
,1.456,-2.75E-10,,
,1.458,-2.72E-10,,
,1.46,-2.70E-10,,
,1.462,-2.69E-10,,
,1.464,-2.66E-10,,
,1.466,-2.62E-10,,
,1.468,-2.58E-10,,
,1.47,-2.53E-10,,
,1.472,-2.49E-10,,
,1.474,-2.45E-10,,
,1.476,-2.41E-10,,
,1.478,-2.37E-10,,
,1.48,-2.33E-10,,
,1.482,-2.29E-10,,
,1.484,-2.24E-10,,
,1.486,-2.18E-10,,
,1.488,-2.12E-10,,
,1.49,-2.07E-10,,
,1.492,-2.01E-10,,
,1.494,-1.97E-10,,
,1.496,-1.92E-10,,
,1.498,-1.87E-10,,
,1.5,-1.81E-10,,
,1.502,-1.75E-10,,
,1.504,-1.68E-10,,
,1.506,-1.61E-10,,
,1.508,-1.56E-10,,
,1.51,-1.50E-10,,
,1.512,-1.45E-10,,
,1.514,-1.39E-10,,
,1.516,-1.33E-10,,
,1.518,-1.26E-10,,
,1.52,-1.20E-10,,
,1.522,-1.14E-10,,
,1.524,-1.08E-10,,
,1.526,-1.02E-10,,
,1.528,-9.72E-11,,
,1.53,-9.20E-11,,
,1.532,-8.62E-11,,
,1.534,-8.01E-11,,
,1.536,-7.33E-11,,
,1.538,-6.71E-11,,
,1.54,-6.11E-11,,
,1.542,-5.61E-11,,
,1.544,-5.11E-11,,
,1.546,-4.65E-11,,
,1.548,-4.14E-11,,
,1.55,-3.58E-11,,
,1.552,-2.99E-11,,
,1.554,-2.41E-11,,
,1.556,-1.88E-11,,
,1.558,-1.42E-11,,
,1.56,-1.02E-11,,
,1.562,-6.36E-12,,
,1.564,-1.96E-12,,
,1.566,2.77E-12,,
,1.568,7.92E-12,,
,1.57,1.29E-11,,
,1.572,1.78E-11,,
,1.574,2.21E-11,,
,1.576,2.57E-11,,
,1.578,2.91E-11,,
,1.58,3.20E-11,,
,1.582,3.54E-11,,
,1.584,3.94E-11,,
,1.586,4.40E-11,,
,1.588,4.84E-11,,
,1.59,5.24E-11,,
,1.592,5.58E-11,,
,1.594,5.87E-11,,
,1.596,6.11E-11,,
,1.598,6.37E-11,,
,1.6,6.71E-11,,
,1.602,7.08E-11,,
,1.604,7.46E-11,,
,1.606,7.79E-11,,
,1.608,8.06E-11,,
,1.61,8.27E-11,,
,1.612,8.48E-11,,
,1.614,8.70E-11,,
,1.616,8.97E-11,,
,1.618,9.24E-11,,
,1.62,9.55E-11,,
,1.622,9.83E-11,,
,1.624,1.01E-10,,
,1.626,1.02E-10,,
,1.628,1.04E-10,,
,1.63,1.05E-10,,
,1.632,1.07E-10,,
,1.634,1.09E-10,,
,1.636,1.11E-10,,
,1.638,1.14E-10,,
,1.64,1.16E-10,,
,1.642,1.17E-10,,
,1.644,1.18E-10,,
,1.646,1.19E-10,,
,1.648,1.20E-10,,
,1.65,1.21E-10,,
,1.652,1.23E-10,,
,1.654,1.25E-10,,
,1.656,1.26E-10,,
,1.658,1.28E-10,,
,1.66,1.28E-10,,
,1.662,1.28E-10,,
,1.664,1.28E-10,,
,1.666,1.29E-10,,
,1.668,1.30E-10,,
,1.67,1.32E-10,,
,1.672,1.33E-10,,
,1.674,1.34E-10,,
,1.676,1.34E-10,,
,1.678,1.34E-10,,
,1.68,1.34E-10,,
,1.682,1.34E-10,,
,1.684,1.34E-10,,
,1.686,1.35E-10,,
,1.688,1.36E-10,,
,1.69,1.37E-10,,
,1.692,1.37E-10,,
,1.694,1.36E-10,,
,1.696,1.35E-10,,
,1.698,1.35E-10,,
,1.7,1.35E-10,,
,1.702,1.36E-10,,
,1.704,1.37E-10,,
,1.706,1.37E-10,,
,1.708,1.37E-10,,
,1.71,1.37E-10,,
,1.712,1.36E-10,,
,1.714,1.35E-10,,
,1.716,1.35E-10,,
,1.718,1.35E-10,,
,1.72,1.35E-10,,
,1.722,1.36E-10,,
,1.724,1.36E-10,,
,1.726,1.35E-10,,
,1.728,1.34E-10,,
,1.73,1.33E-10,,
,1.732,1.32E-10,,
,1.734,1.32E-10,,
,1.736,1.32E-10,,
,1.738,1.32E-10,,
,1.74,1.32E-10,,
,1.742,1.31E-10,,
,1.744,1.29E-10,,
,1.746,1.28E-10,,
,1.748,1.26E-10,,
,1.75,1.25E-10,,
,1.752,1.25E-10,,
,1.754,1.25E-10,,
,1.756,1.24E-10,,
,1.758,1.23E-10,,
,1.76,1.21E-10,,
,1.762,1.19E-10,,
,1.764,1.17E-10,,
,1.766,1.15E-10,,
,1.768,1.15E-10,,
,1.77,1.14E-10,,
,1.772,1.14E-10,,
,1.774,1.13E-10,,
,1.776,1.12E-10,,
,1.778,1.09E-10,,
,1.78,1.07E-10,,
,1.782,1.06E-10,,
,1.784,1.05E-10,,
,1.786,1.04E-10,,
,1.788,1.04E-10,,
,1.79,1.03E-10,,
,1.792,1.02E-10,,
,1.794,9.92E-11,,
,1.796,9.69E-11,,
,1.798,9.55E-11,,
,1.8,9.48E-11,,
,1.802,9.47E-11,,
,1.804,9.47E-11,,
,1.806,9.44E-11,,
,1.808,9.37E-11,,
,1.81,9.24E-11,,
,1.812,9.09E-11,,
,1.814,8.95E-11,,
,1.816,8.87E-11,,
,1.818,8.85E-11,,
,1.82,8.89E-11,,
,1.822,8.92E-11,,
,1.824,8.90E-11,,
,1.826,8.82E-11,,
,1.828,8.71E-11,,
,1.83,8.64E-11,,
,1.832,8.62E-11,,
,1.834,8.63E-11,,
,1.836,8.69E-11,,
,1.838,8.78E-11,,
,1.84,8.85E-11,,
,1.842,8.88E-11,,
,1.844,8.83E-11,,
,1.846,8.82E-11,,
,1.848,8.84E-11,,
,1.85,8.93E-11,,
,1.852,9.04E-11,,
,1.854,9.20E-11,,
,1.856,9.32E-11,,
,1.858,9.40E-11,,
,1.86,9.41E-11,,
,1.862,9.44E-11,,
,1.864,9.51E-11,,
,1.866,9.64E-11,,
,1.868,9.81E-11,,
