5/5/2019, 2:53:48 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.001002,-5.30E-12,,
,0.003002,-1.03E-11,,
,0.005002,-1.52E-11,,
,0.007002,-1.45E-11,,
,0.009002,-1.40E-11,,
,0.011002,-1.33E-11,,
,0.013002,-1.26E-11,,
,0.015002,-1.18E-11,,
,0.017002,-1.12E-11,,
,0.019002,-1.08E-11,,
,0.021002,-1.04E-11,,
,0.023002,-1.00E-11,,
,0.025002,-9.26E-12,,
,0.027002,-8.51E-12,,
,0.029002,-7.75E-12,,
,0.031002,-7.33E-12,,
,0.033002,-6.79E-12,,
,0.035002,-6.68E-12,,
,0.037002,-6.57E-12,,
,0.039002,-6.57E-12,,
,0.041002,-6.04E-12,,
,0.043002,-5.39E-12,,
,0.045002,-4.43E-12,,
,0.047002,-3.89E-12,,
,0.049002,-3.46E-12,,
,0.051002,-3.46E-12,,
,0.053002,-3.14E-12,,
,0.055002,-2.92E-12,,
,0.057002,-2.49E-12,,
,0.059002,-1.96E-12,,
,0.061002,-1.21E-12,,
,0.063002,-5.62E-13,,
,0.065002,-2.40E-13,,
,0.067002,-3.47E-13,,
,0.069002,-4.55E-13,,
,0.071002,-4.55E-13,,
,0.073002,-1.33E-13,,
,0.075002,4.04E-13,,
,0.077002,8.34E-13,,
,0.079002,1.59E-12,,
,0.081002,2.12E-12,,
,0.083002,2.66E-12,,
,0.085002,2.87E-12,,
,0.087002,3.09E-12,,
,0.089002,3.41E-12,,
,0.091002,3.95E-12,,
,0.093002,4.70E-12,,
,0.095002,5.66E-12,,
,0.097002,6.63E-12,,
,0.099002,7.27E-12,,
,0.101002,7.49E-12,,
,0.103002,7.81E-12,,
,0.105002,8.24E-12,,
,0.107002,9.21E-12,,
,0.109002,1.02E-11,,
,0.111002,1.15E-11,,
,0.113002,1.28E-11,,
,0.115002,1.40E-11,,
,0.117002,1.51E-11,,
,0.119002,1.61E-11,,
,0.121002,1.69E-11,,
,0.123002,1.79E-11,,
,0.125002,1.91E-11,,
,0.127002,2.03E-11,,
,0.129002,2.17E-11,,
,0.131002,2.29E-11,,
,0.133002,2.40E-11,,
,0.135002,2.47E-11,,
,0.137002,2.52E-11,,
,0.139002,2.57E-11,,
,0.141002,2.66E-11,,
,0.143002,2.77E-11,,
,0.145002,2.92E-11,,
,0.147002,3.06E-11,,
,0.149002,3.16E-11,,
,0.151002,3.23E-11,,
,0.153002,3.29E-11,,
,0.155002,3.34E-11,,
,0.157002,3.40E-11,,
,0.159002,3.47E-11,,
,0.161002,3.54E-11,,
,0.163002,3.62E-11,,
,0.165002,3.65E-11,,
,0.167002,3.67E-11,,
,0.169002,3.67E-11,,
,0.171002,3.67E-11,,
,0.173002,3.70E-11,,
,0.175002,3.75E-11,,
,0.177002,3.84E-11,,
,0.179002,3.92E-11,,
,0.181002,3.96E-11,,
,0.183002,3.98E-11,,
,0.185002,3.97E-11,,
,0.187002,3.93E-11,,
,0.189002,3.89E-11,,
,0.191002,3.86E-11,,
,0.193002,3.87E-11,,
,0.195002,3.87E-11,,
,0.197002,3.88E-11,,
,0.199002,3.86E-11,,
,0.201002,3.84E-11,,
,0.203002,3.79E-11,,
,0.205002,3.77E-11,,
,0.207002,3.71E-11,,
,0.209002,3.71E-11,,
,0.211002,3.69E-11,,
,0.213002,3.68E-11,,
,0.215002,3.63E-11,,
,0.217002,3.55E-11,,
,0.219002,3.48E-11,,
,0.221002,3.40E-11,,
,0.223002,3.33E-11,,
,0.225002,3.28E-11,,
,0.227002,3.23E-11,,
,0.229002,3.20E-11,,
,0.231002,3.13E-11,,
,0.233002,3.07E-11,,
,0.235002,2.98E-11,,
,0.237002,2.89E-11,,
,0.239002,2.78E-11,,
,0.241002,2.70E-11,,
,0.243002,2.63E-11,,
,0.245002,2.60E-11,,
,0.247002,2.56E-11,,
,0.249002,2.52E-11,,
,0.251002,2.43E-11,,
,0.253002,2.31E-11,,
,0.255002,2.17E-11,,
,0.257002,2.08E-11,,
,0.259002,2.03E-11,,
,0.261002,1.99E-11,,
,0.263002,1.94E-11,,
,0.265002,1.85E-11,,
,0.267002,1.76E-11,,
,0.269002,1.65E-11,,
,0.271002,1.54E-11,,
,0.273002,1.46E-11,,
,0.275002,1.37E-11,,
,0.277002,1.34E-11,,
,0.279002,1.32E-11,,
,0.281002,1.30E-11,,
,0.283002,1.22E-11,,
,0.285002,1.12E-11,,
,0.287002,1.03E-11,,
,0.289002,9.53E-12,,
,0.291002,8.89E-12,,
,0.293002,8.24E-12,,
,0.295002,7.49E-12,,
,0.297002,6.95E-12,,
,0.299002,6.20E-12,,
,0.301002,5.45E-12,,
,0.303002,4.16E-12,,
,0.305002,2.87E-12,,
,0.307002,1.80E-12,,
,0.309002,1.16E-12,,
,0.311002,9.41E-13,,
,0.313002,6.19E-13,,
,0.315002,-2.53E-14,,
,0.317002,-9.92E-13,,
,0.319002,-2.28E-12,,
