5/15/2019, 5:39:16 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.001,2.75E-11,,
,0.003,5.55E-11,,
,0.005,8.45E-11,,
,0.007,8.66E-11,,
,0.009,8.92E-11,,
,0.011,9.11E-11,,
,0.013,9.21E-11,,
,0.015,9.23E-11,,
,0.017,9.26E-11,,
,0.019,9.34E-11,,
,0.021,9.50E-11,,
,0.023,9.67E-11,,
,0.025,9.88E-11,,
,0.027,1.00E-10,,
,0.029,1.01E-10,,
,0.031,1.02E-10,,
,0.033,1.01E-10,,
,0.035,1.02E-10,,
,0.037,1.02E-10,,
,0.039,1.03E-10,,
,0.041,1.05E-10,,
,0.043,1.06E-10,,
,0.045,1.07E-10,,
,0.047,1.07E-10,,
,0.049,1.07E-10,,
,0.051,1.06E-10,,
,0.053,1.07E-10,,
,0.055,1.07E-10,,
,0.057,1.08E-10,,
,0.059,1.10E-10,,
,0.061,1.10E-10,,
,0.063,1.10E-10,,
,0.065,1.09E-10,,
,0.067,1.09E-10,,
,0.069,1.09E-10,,
,0.071,1.09E-10,,
,0.073,1.09E-10,,
,0.075,1.10E-10,,
,0.077,1.11E-10,,
,0.079,1.11E-10,,
,0.081,1.11E-10,,
,0.083,1.10E-10,,
,0.085,1.09E-10,,
,0.087,1.09E-10,,
,0.089,1.10E-10,,
,0.091,1.11E-10,,
,0.093,1.11E-10,,
,0.095,1.12E-10,,
,0.097,1.11E-10,,
,0.099,1.10E-10,,
,0.101,1.09E-10,,
,0.103,1.08E-10,,
,0.105,1.08E-10,,
,0.107,1.08E-10,,
,0.109,1.08E-10,,
,0.111,1.08E-10,,
,0.113,1.07E-10,,
,0.115,1.05E-10,,
,0.117,1.04E-10,,
,0.119,1.02E-10,,
,0.121,1.02E-10,,
,0.123,1.01E-10,,
,0.125,1.01E-10,,
,0.127,1.01E-10,,
,0.129,9.93E-11,,
,0.131,9.72E-11,,
,0.133,9.51E-11,,
,0.135,9.29E-11,,
,0.137,9.14E-11,,
,0.139,9.02E-11,,
,0.141,8.92E-11,,
,0.143,8.80E-11,,
,0.145,8.68E-11,,
,0.147,8.48E-11,,
,0.149,8.25E-11,,
,0.151,8.01E-11,,
,0.153,7.83E-11,,
,0.155,7.71E-11,,
,0.157,7.60E-11,,
,0.159,7.50E-11,,
,0.161,7.37E-11,,
,0.163,7.18E-11,,
,0.165,6.91E-11,,
,0.167,6.60E-11,,
,0.169,6.34E-11,,
,0.171,6.17E-11,,
,0.173,6.06E-11,,
,0.175,5.96E-11,,
,0.177,5.77E-11,,
,0.179,5.57E-11,,
,0.181,5.31E-11,,
,0.183,5.05E-11,,
,0.185,4.80E-11,,
,0.187,4.58E-11,,
,0.189,4.44E-11,,
,0.191,4.32E-11,,
,0.193,4.21E-11,,
,0.195,4.01E-11,,
,0.197,3.74E-11,,
,0.199,3.45E-11,,
,0.201,3.15E-11,,
,0.203,2.91E-11,,
,0.205,2.70E-11,,
,0.207,2.57E-11,,
,0.209,2.41E-11,,
,0.211,2.23E-11,,
,0.213,1.97E-11,,
,0.215,1.69E-11,,
,0.217,1.41E-11,,
,0.219,1.18E-11,,
,0.221,9.74E-12,,
,0.223,7.92E-12,,
,0.225,6.09E-12,,
,0.227,4.48E-12,,
,0.229,2.34E-12,,
,0.231,-4.55E-13,,
,0.233,-3.57E-12,,
,0.235,-6.68E-12,,
,0.237,-9.15E-12,,
,0.239,-1.15E-11,,
,0.241,-1.33E-11,,
,0.243,-1.52E-11,,
,0.245,-1.72E-11,,
,0.247,-2.01E-11,,
,0.249,-2.31E-11,,
,0.251,-2.61E-11,,
,0.253,-2.84E-11,,
,0.255,-3.04E-11,,
,0.257,-3.18E-11,,
,0.259,-3.34E-11,,
,0.261,-3.56E-11,,
,0.263,-3.86E-11,,
,0.265,-4.20E-11,,
,0.267,-4.50E-11,,
,0.269,-4.78E-11,,
,0.271,-4.97E-11,,
,0.273,-5.17E-11,,
,0.275,-5.33E-11,,
,0.277,-5.51E-11,,
,0.279,-5.74E-11,,
,0.281,-6.01E-11,,
,0.283,-6.34E-11,,
,0.285,-6.63E-11,,
,0.287,-6.85E-11,,
,0.289,-7.00E-11,,
,0.291,-7.13E-11,,
,0.293,-7.26E-11,,
,0.295,-7.47E-11,,
,0.297,-7.75E-11,,
,0.299,-8.10E-11,,
,0.301,-8.43E-11,,
,0.303,-8.71E-11,,
,0.305,-8.93E-11,,
,0.307,-9.12E-11,,
,0.309,-9.29E-11,,
,0.311,-9.49E-11,,
,0.313,-9.77E-11,,
,0.315,-1.01E-10,,
,0.317,-1.04E-10,,
,0.319,-1.07E-10,,
,0.321,-1.09E-10,,
,0.323,-1.11E-10,,
,0.325,-1.13E-10,,
,0.327,-1.15E-10,,
,0.329,-1.17E-10,,
,0.331,-1.21E-10,,
,0.333,-1.24E-10,,
,0.335,-1.28E-10,,
,0.337,-1.31E-10,,
,0.339,-1.33E-10,,
