5/3/2019, 5:57:27 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.002,3.23E-11,,
,0.004,6.50E-11,,
,0.006,9.79E-11,,
,0.008,9.86E-11,,
,0.01,9.88E-11,,
,0.012,9.90E-11,,
,0.014,9.92E-11,,
,0.016,1.00E-10,,
,0.018,1.01E-10,,
,0.02,1.03E-10,,
,0.022,1.04E-10,,
,0.024,1.05E-10,,
,0.026,1.05E-10,,
,0.028,1.06E-10,,
,0.03,1.06E-10,,
,0.032,1.06E-10,,
,0.034,1.07E-10,,
,0.036,1.08E-10,,
,0.038,1.10E-10,,
,0.04,1.11E-10,,
,0.042,1.11E-10,,
,0.044,1.10E-10,,
,0.046,1.09E-10,,
,0.048,1.09E-10,,
,0.05,1.10E-10,,
,0.052,1.11E-10,,
,0.054,1.13E-10,,
,0.056,1.14E-10,,
,0.058,1.15E-10,,
,0.06,1.15E-10,,
,0.062,1.15E-10,,
,0.064,1.14E-10,,
,0.066,1.15E-10,,
,0.068,1.16E-10,,
,0.07,1.18E-10,,
,0.072,1.19E-10,,
,0.074,1.20E-10,,
,0.076,1.20E-10,,
,0.078,1.21E-10,,
,0.08,1.20E-10,,
,0.082,1.21E-10,,
,0.084,1.23E-10,,
,0.086,1.25E-10,,
,0.088,1.27E-10,,
,0.09,1.29E-10,,
,0.092,1.30E-10,,
,0.094,1.31E-10,,
,0.096,1.31E-10,,
,0.098,1.33E-10,,
,0.1,1.34E-10,,
,0.102,1.37E-10,,
,0.104,1.39E-10,,
,0.106,1.42E-10,,
,0.108,1.43E-10,,
,0.11,1.45E-10,,
,0.112,1.46E-10,,
,0.114,1.48E-10,,
,0.116,1.50E-10,,
,0.118,1.53E-10,,
,0.12,1.56E-10,,
,0.122,1.59E-10,,
,0.124,1.62E-10,,
,0.126,1.64E-10,,
,0.128,1.65E-10,,
,0.13,1.67E-10,,
,0.132,1.69E-10,,
,0.134,1.72E-10,,
,0.136,1.76E-10,,
,0.138,1.79E-10,,
,0.14,1.82E-10,,
,0.142,1.85E-10,,
,0.144,1.87E-10,,
,0.146,1.89E-10,,
,0.148,1.91E-10,,
,0.15,1.94E-10,,
,0.152,1.98E-10,,
,0.154,2.02E-10,,
,0.156,2.05E-10,,
,0.158,2.08E-10,,
,0.16,2.10E-10,,
,0.162,2.11E-10,,
,0.164,2.14E-10,,
,0.166,2.17E-10,,
,0.168,2.20E-10,,
,0.17,2.23E-10,,
,0.172,2.27E-10,,
,0.174,2.30E-10,,
,0.176,2.33E-10,,
,0.178,2.35E-10,,
,0.18,2.37E-10,,
,0.182,2.39E-10,,
,0.184,2.42E-10,,
,0.186,2.46E-10,,
,0.188,2.49E-10,,
,0.19,2.51E-10,,
,0.192,2.53E-10,,
,0.194,2.55E-10,,
,0.196,2.56E-10,,
,0.198,2.58E-10,,
,0.2,2.61E-10,,
,0.202,2.63E-10,,
,0.204,2.66E-10,,
,0.206,2.69E-10,,
,0.208,2.71E-10,,
,0.21,2.72E-10,,
,0.212,2.73E-10,,
,0.214,2.74E-10,,
,0.216,2.76E-10,,
,0.218,2.78E-10,,
,0.22,2.80E-10,,
,0.222,2.82E-10,,
,0.224,2.84E-10,,
,0.226,2.84E-10,,
,0.228,2.85E-10,,
,0.23,2.85E-10,,
,0.232,2.86E-10,,
,0.234,2.88E-10,,
,0.236,2.90E-10,,
,0.238,2.91E-10,,
,0.24,2.93E-10,,
,0.242,2.93E-10,,
,0.244,2.93E-10,,
,0.246,2.93E-10,,
,0.248,2.93E-10,,
,0.25,2.93E-10,,
,0.252,2.94E-10,,
,0.254,2.95E-10,,
,0.256,2.96E-10,,
,0.258,2.96E-10,,
,0.26,2.95E-10,,
,0.262,2.95E-10,,
,0.264,2.94E-10,,
,0.266,2.95E-10,,
,0.268,2.95E-10,,
,0.27,2.96E-10,,
,0.272,2.96E-10,,
,0.274,2.96E-10,,
,0.276,2.95E-10,,
,0.278,2.94E-10,,
,0.28,2.93E-10,,
,0.282,2.92E-10,,
,0.284,2.91E-10,,
,0.286,2.92E-10,,
,0.288,2.92E-10,,
,0.29,2.91E-10,,
,0.292,2.90E-10,,
,0.294,2.89E-10,,
,0.296,2.87E-10,,
,0.298,2.86E-10,,
,0.3,2.85E-10,,
,0.302,2.85E-10,,
,0.304,2.85E-10,,
,0.306,2.84E-10,,
,0.308,2.83E-10,,
,0.31,2.81E-10,,
,0.312,2.79E-10,,
,0.314,2.77E-10,,
,0.316,2.75E-10,,
,0.318,2.74E-10,,
,0.32,2.73E-10,,
,0.322,2.73E-10,,
,0.324,2.71E-10,,
,0.326,2.69E-10,,
,0.328,2.67E-10,,
,0.33,2.64E-10,,
,0.332,2.63E-10,,
,0.334,2.61E-10,,
,0.336,2.60E-10,,
,0.338,2.59E-10,,
,0.34,2.58E-10,,
,0.342,2.55E-10,,
,0.344,2.52E-10,,
,0.346,2.49E-10,,
,0.348,2.47E-10,,
