5/3/2019, 5:03:14 PM ,,,
 Current Sensitivity ,1.00E-09,,,
 This file comes from It only measurement ,0.00E+00,,,
 Sampling rate ,500,,,
 Number of samples per channel ,-1,,,
 No filter from Labview , , , ,
 , ,,,
 ***End_of_Header*** ,,,,
 , Time , Current , Filtered Current , 
,0.001002,-1.98E-11,,
,0.003002,-3.93E-11,,
,0.005002,-5.85E-11,,
,0.007002,-5.81E-11,,
,0.009002,-5.81E-11,,
,0.011002,-5.84E-11,,
,0.013002,-5.85E-11,,
,0.015002,-5.83E-11,,
,0.017002,-5.75E-11,,
,0.019002,-5.65E-11,,
,0.021002,-5.56E-11,,
,0.023002,-5.55E-11,,
,0.025002,-5.59E-11,,
,0.027002,-5.62E-11,,
,0.029002,-5.65E-11,,
,0.031002,-5.62E-11,,
,0.033002,-5.57E-11,,
,0.035002,-5.49E-11,,
,0.037002,-5.40E-11,,
,0.039002,-5.32E-11,,
,0.041002,-5.27E-11,,
,0.043002,-5.32E-11,,
,0.045002,-5.36E-11,,
,0.047002,-5.38E-11,,
,0.049002,-5.32E-11,,
,0.051002,-5.24E-11,,
,0.053002,-5.12E-11,,
,0.055002,-5.02E-11,,
,0.057002,-4.97E-11,,
,0.059002,-5.01E-11,,
,0.061002,-5.07E-11,,
,0.063002,-5.10E-11,,
,0.065002,-5.09E-11,,
,0.067002,-5.03E-11,,
,0.069002,-4.92E-11,,
,0.071002,-4.82E-11,,
,0.073002,-4.77E-11,,
,0.075002,-4.78E-11,,
,0.077002,-4.80E-11,,
,0.079002,-4.84E-11,,
,0.081002,-4.84E-11,,
,0.083002,-4.81E-11,,
,0.085002,-4.74E-11,,
,0.087002,-4.65E-11,,
,0.089002,-4.59E-11,,
,0.091002,-4.59E-11,,
,0.093002,-4.61E-11,,
,0.095002,-4.65E-11,,
,0.097002,-4.65E-11,,
,0.099002,-4.63E-11,,
,0.101002,-4.55E-11,,
,0.103002,-4.45E-11,,
,0.105002,-4.36E-11,,
,0.107002,-4.33E-11,,
,0.109002,-4.36E-11,,
,0.111002,-4.44E-11,,
,0.113002,-4.46E-11,,
,0.115002,-4.45E-11,,
,0.117002,-4.36E-11,,
,0.119002,-4.26E-11,,
,0.121002,-4.17E-11,,
,0.123002,-4.11E-11,,
,0.125002,-4.15E-11,,
,0.127002,-4.19E-11,,
,0.129002,-4.24E-11,,
,0.131002,-4.23E-11,,
,0.133002,-4.19E-11,,
,0.135002,-4.09E-11,,
,0.137002,-3.99E-11,,
,0.139002,-3.92E-11,,
,0.141002,-3.93E-11,,
,0.143002,-4.00E-11,,
,0.145002,-4.06E-11,,
,0.147002,-4.06E-11,,
,0.149002,-4.03E-11,,
,0.151002,-3.95E-11,,
,0.153002,-3.89E-11,,
,0.155002,-3.84E-11,,
,0.157002,-3.82E-11,,
,0.159002,-3.87E-11,,
,0.161002,-3.92E-11,,
,0.163002,-3.96E-11,,
,0.165002,-3.93E-11,,
,0.167002,-3.86E-11,,
,0.169002,-3.77E-11,,
,0.171002,-3.68E-11,,
,0.173002,-3.64E-11,,
,0.175002,-3.64E-11,,
,0.177002,-3.71E-11,,
,0.179002,-3.74E-11,,
,0.181002,-3.72E-11,,
,0.183002,-3.66E-11,,
,0.185002,-3.56E-11,,
,0.187002,-3.46E-11,,
,0.189002,-3.37E-11,,
,0.191002,-3.38E-11,,
,0.193002,-3.43E-11,,
,0.195002,-3.45E-11,,
,0.197002,-3.42E-11,,
,0.199002,-3.34E-11,,
,0.201002,-3.26E-11,,
,0.203002,-3.15E-11,,
,0.205002,-3.06E-11,,
,0.207002,-3.01E-11,,
,0.209002,-3.05E-11,,
,0.211002,-3.07E-11,,
,0.213002,-3.07E-11,,
,0.215002,-3.04E-11,,
,0.217002,-2.94E-11,,
,0.219002,-2.84E-11,,
,0.221002,-2.69E-11,,
,0.223002,-2.62E-11,,
,0.225002,-2.64E-11,,
,0.227002,-2.70E-11,,
,0.229002,-2.75E-11,,
,0.231002,-2.72E-11,,
,0.233002,-2.63E-11,,
,0.235002,-2.49E-11,,
,0.237002,-2.34E-11,,
,0.239002,-2.21E-11,,
,0.241002,-2.17E-11,,
,0.243002,-2.18E-11,,
,0.245002,-2.22E-11,,
,0.247002,-2.19E-11,,
,0.249002,-2.12E-11,,
,0.251002,-2.00E-11,,
,0.253002,-1.85E-11,,
,0.255002,-1.72E-11,,
,0.257002,-1.66E-11,,
,0.259002,-1.68E-11,,
,0.261002,-1.72E-11,,
,0.263002,-1.71E-11,,
,0.265002,-1.65E-11,,
,0.267002,-1.55E-11,,
,0.269002,-1.41E-11,,
,0.271002,-1.26E-11,,
,0.273002,-1.13E-11,,
,0.275002,-1.08E-11,,
,0.277002,-1.08E-11,,
,0.279002,-1.05E-11,,
,0.281002,-9.90E-12,,
,0.283002,-8.72E-12,,
,0.285002,-7.11E-12,,
,0.287002,-5.50E-12,,
,0.289002,-4.21E-12,,
,0.291002,-3.78E-12,,
,0.293002,-3.89E-12,,
,0.295002,-3.89E-12,,
,0.297002,-3.68E-12,,
,0.299002,-2.71E-12,,
,0.301002,-1.53E-12,,
,0.303002,2.97E-13,,
